leadI_mV,leadII_mV,leadIII_mV
305.2042,307.0775,1.8734
305.2058,305.6257,0.4199
305.1884,305.1906,0.0021
305.1894,305.1888,-0.0006
305.2082,305.4757,0.2675
305.2153,306.1215,0.9062
305.1862,305.5882,0.4020
305.1857,305.1957,0.0100
305.1863,305.1818,-0.0045
305.2605,305.5638,0.3033
305.5154,307.2708,1.7554
305.3688,306.7780,1.4092
305.1989,305.3517,0.1528
305.1862,305.1833,-0.0028
305.1907,305.2197,0.0290
305.2228,305.7597,0.5369
305.2277,306.0858,0.8582
305.1918,305.3671,0.1753
305.1841,305.1824,-0.0017
305.1810,305.1998,0.0187
305.1444,305.8415,0.6971
305.1444,307.0759,1.9314
305.1982,306.0291,0.8310
305.1880,305.2248,0.0367
305.1883,305.1844,-0.0040
305.2012,305.3159,0.1147
305.2655,306.0398,0.7742
305.2467,305.8672,0.6206
305.1879,305.2435,0.0556
305.1825,305.1814,-0.0011
305.1779,305.2866,0.1086
305.1515,306.4719,1.3205
305.1979,307.0417,1.8438
305.2035,305.5899,0.3864
305.1855,305.1885,0.0030
305.1847,305.1891,0.0045
305.1915,305.4709,0.2794
305.1469,306.0166,0.8697
305.1522,305.5051,0.3529
305.1837,305.1906,0.0069
305.1858,305.1810,-0.0047
305.1591,305.4594,0.3002
305.0992,306.7459,1.6467
305.1692,306.4348,1.2656
305.1898,305.3175,0.1277
305.1864,305.1821,-0.0043
305.1932,305.2173,0.0240
305.2210,305.7092,0.4881
305.2035,305.9701,0.7666
305.1825,305.3320,0.1495
305.1849,305.1807,-0.0042
305.1824,305.2050,0.0226
305.1776,305.9367,0.7591
305.2366,307.1615,1.9249
305.2322,305.9841,0.7519
305.1874,305.2162,0.0288
305.1851,305.1814,-0.0037
305.1844,305.3135,0.1290
305.1600,305.9624,0.8024
305.1588,305.7687,0.6098
305.1809,305.2305,0.0496
305.1846,305.1793,-0.0052
305.1814,305.2891,0.1077
305.1839,306.4474,1.2635
305.2508,306.9670,1.7162
305.2170,305.5649,0.3478
305.1876,305.1878,0.0003
305.1880,305.1906,0.0026
305.1994,305.5124,0.3130
305.2024,306.1151,0.9126
305.1877,305.5410,0.3532
305.1843,305.1912,0.0070
305.1828,305.1809,-0.0019
305.1700,305.5027,0.3327
305.1598,306.8836,1.7238
305.2091,306.4757,1.2666
305.1946,305.3152,0.1206
305.1878,305.1836,-0.0042
305.1882,305.2256,0.0374
305.1776,305.7540,0.5764
305.1602,305.9782,0.8180
305.1785,305.3251,0.1466
305.1845,305.1825,-0.0020
305.1826,305.2139,0.0313
305.1744,306.0350,0.8606
305.2396,307.2710,2.0314
305.2378,305.9911,0.7533
305.1902,305.2162,0.0260
305.1865,305.1841,-0.0023
305.1973,305.3284,0.1310
305.2077,306.0033,0.7956
305.1831,305.7654,0.5823
305.1829,305.2253,0.0424
305.1837,305.1796,-0.0041
305.1754,305.3586,0.1831
305.1412,306.9476,1.8064
305.2257,307.3345,2.1088
305.2149,305.5855,0.3707
305.1868,305.1887,0.0019
305.1873,305.1938,0.0065
305.1950,305.5484,0.3534
305.1596,306.1218,0.9622
305.1646,305.5070,0.3423
305.1819,305.1888,0.0070
305.1831,305.1833,0.0003
305.1838,305.5369,0.3531
305.2404,306.9581,1.7177
305.2706,306.4795,1.2088
305.1992,305.3098,0.1106
305.1878,305.1841,-0.0038
305.1942,305.2369,0.0427
305.2457,305.8462,0.6005
305.2555,306.0670,0.8115
305.1971,305.3333,0.1362
305.1838,305.1821,-0.0016
305.1816,305.2120,0.0304
305.1540,305.9831,0.8291
305.1826,307.1243,1.9417
305.2147,305.9107,0.6960
305.1887,305.2109,0.0222
305.1874,305.1829,-0.0045
305.1931,305.3433,0.1502
305.1915,306.0425,0.8510
305.1815,305.7675,0.5861
305.1835,305.2241,0.0406
305.1838,305.1816,-0.0022
305.1809,305.3025,0.1216
305.1934,306.4745,1.2812
305.2576,306.8850,1.6274
305.2117,305.5162,0.3045
305.1866,305.1866,0.0000
305.1884,305.1923,0.0039
305.2029,305.5326,0.3297
305.2008,306.0876,0.8868
305.1831,305.4986,0.3155
305.1833,305.1905,0.0072
305.1840,305.1861,0.0021
305.1753,305.6317,0.4564
305.1917,307.1814,1.9897
305.2303,306.4895,1.2592
305.1925,305.2968,0.1044
305.1858,305.1844,-0.0013
305.1946,305.2388,0.0442
305.2305,305.8316,0.6011
305.2226,306.0231,0.8005
305.1871,305.3239,0.1368
305.1818,305.1822,0.0004
305.1760,305.2450,0.0690
305.1157,306.3366,1.2209
305.1314,307.3574,2.2260
305.1947,305.8584,0.6637
305.1884,305.2048,0.0165
305.1871,305.1837,-0.0034
305.1975,305.3483,0.1508
305.1978,306.0108,0.8130
305.1754,305.7169,0.5414
305.1815,305.2175,0.0359
305.1822,305.1813,-0.0009
305.1727,305.3041,0.1314
305.1400,306.4274,1.2874
305.1987,306.8015,1.6027
305.2013,305.4982,0.2969
305.1871,305.1881,0.0010
305.1896,305.1969,0.0073
305.2201,305.5735,0.3534
305.2274,306.1164,0.8890
305.1892,305.4835,0.2943
305.1864,305.1889,0.0025
305.1871,305.1901,0.0030
305.1716,305.7823,0.6107
305.1810,307.4359,2.2549
305.2253,306.5048,1.2795
305.1927,305.2932,0.1005
305.1856,305.1844,-0.0012
305.1905,305.2386,0.0482
305.2021,305.8081,0.6059
305.1779,305.9520,0.7741
305.1793,305.3013,0.1221
305.1857,305.1827,-0.0030
305.1819,305.2262,0.0443
305.1442,306.1456,1.0013
305.1507,307.2296,2.0789
305.1952,305.8604,0.6652
305.1878,305.2061,0.0182
305.1886,305.1849,-0.0037
305.2164,305.3525,0.1361
305.2606,306.0212,0.7606
305.1958,305.7173,0.5215
305.1809,305.2166,0.0357
305.1837,305.1805,-0.0032
305.1702,305.3220,0.1518
305.1120,306.5125,1.4005
305.1708,306.7970,1.6261
305.1959,305.4695,0.2737
305.1859,305.1847,-0.0013
305.1862,305.1981,0.0118
305.1786,305.6034,0.4247
305.1483,306.1449,0.9966
305.1693,305.4799,0.3107
305.1820,305.1868,0.0048
305.1819,305.1844,0.0026
305.1338,305.5369,0.4032
305.0333,306.7935,1.7602
305.1364,306.2583,1.1220
305.1867,305.2741,0.0874
305.1867,305.1835,-0.0033
305.1914,305.2497,0.0583
305.2110,305.8789,0.6680
305.1881,305.9942,0.8060
305.1790,305.3008,0.1217
305.1835,305.1812,-0.0023
305.1788,305.2430,0.0641
305.1400,306.4156,1.2756
305.2158,307.5797,2.3639
305.2373,305.9016,0.6643
305.1891,305.2035,0.0144
305.1880,305.1848,-0.0033
305.1869,305.3750,0.1881
305.1511,306.0466,0.8955
305.1548,305.6936,0.5388
305.1817,305.2121,0.0304
305.1835,305.1807,-0.0028
305.1746,305.3192,0.1446
305.1606,306.4551,1.2945
305.2286,306.7077,1.4791
305.2050,305.4504,0.2454
305.1867,305.1847,-0.0020
305.1889,305.1999,0.0110
305.2252,305.5933,0.3681
305.2549,306.0813,0.8264
305.1986,305.4440,0.2454
305.1839,305.1852,0.0013
305.1847,305.1870,0.0023
305.1938,305.6625,0.4687
305.2725,307.1157,1.8432
305.2735,306.3458,1.0723
305.1953,305.2715,0.0762
305.1866,305.1815,-0.0051
305.1951,305.2556,0.0605
305.2392,305.9026,0.6634
305.2260,305.9735,0.7475
305.1880,305.2913,0.1033
305.1823,305.1816,-0.0007
305.1836,305.2616,0.0780
305.2189,306.4388,1.2199
305.3228,307.3402,2.0175
305.2492,305.7921,0.5429
305.1889,305.2000,0.0111
305.1877,305.1847,-0.0030
305.2058,305.3923,0.1865
305.2334,306.0698,0.8363
305.1990,305.6758,0.4768
305.1830,305.2097,0.0267
305.1824,305.1806,-0.0018
305.1726,305.3316,0.1590
305.1737,306.4913,1.3177
305.2540,306.6741,1.4201
305.2092,305.4274,0.2182
305.1858,305.1833,-0.0025
305.1890,305.1999,0.0109
305.2277,305.6029,0.3752
305.2502,306.0657,0.8155
305.1974,305.4309,0.2336
305.1855,305.1864,0.0009
305.1853,305.1921,0.0068
305.1835,305.7820,0.5986
305.2535,307.2100,1.9565
305.2670,306.2562,0.9892
305.1922,305.2557,0.0635
305.1853,305.1844,-0.0008
305.1914,305.2541,0.0627
305.2105,305.8351,0.6246
305.2016,305.8808,0.6792
305.1841,305.2742,0.0901
305.1828,305.1809,-0.0019
305.1826,305.2644,0.0818
305.2066,306.4379,1.2312
305.2986,307.3063,2.0077
305.2424,305.7631,0.5207
305.1883,305.1972,0.0089
305.1848,305.1842,-0.0006
305.2099,305.3899,0.1800
305.2744,306.0552,0.7807
305.2285,305.6664,0.4379
305.1858,305.2071,0.0213
305.1847,305.1803,-0.0044
305.1826,305.4286,0.2460
305.2394,307.0406,1.8011
305.3197,306.9852,1.6655
305.2184,305.4317,0.2133
305.1870,305.1839,-0.0031
305.1917,305.2027,0.0109
305.2762,305.6469,0.3707
305.3513,306.1250,0.7738
305.2264,305.4392,0.2128
305.1843,305.1857,0.0014
305.1839,305.1902,0.0063
305.2056,305.7169,0.5113
305.3156,307.0928,1.7771
305.2822,306.2107,0.9285
305.1938,305.2505,0.0567
305.1859,305.1839,-0.0020
305.1913,305.2607,0.0694
305.2144,305.8564,0.6420
305.2101,305.8687,0.6586
305.1855,305.2659,0.0804
305.1813,305.1812,-0.0001
305.1766,305.2795,0.1029
305.1582,306.5344,1.3762
305.2397,307.3292,2.0895
305.2256,305.7403,0.5147
305.1860,305.1986,0.0125
305.1864,305.1890,0.0026
305.1912,305.4016,0.2104
305.1857,306.0223,0.8366
305.1758,305.6111,0.4354
305.1835,305.2016,0.0181
305.1837,305.1811,-0.0025
305.1750,305.3811,0.2061
305.1600,306.6606,1.5005
305.2156,306.6600,1.4443
305.1994,305.3946,0.1952
305.1875,305.1831,-0.0044
305.1931,305.2029,0.0098
305.2511,305.6226,0.3715
305.2381,306.0205,0.7824
305.1815,305.3939,0.2124
305.1815,305.1846,0.0030
305.1810,305.1977,0.0167
305.1584,305.8241,0.6657
305.1997,307.1709,1.9713
305.2403,306.1683,0.9280
305.1921,305.2434,0.0513
305.1871,305.1826,-0.0045
305.1994,305.2763,0.0770
305.2542,305.9462,0.6920
305.2312,305.9240,0.6927
305.1877,305.2676,0.0799
305.1833,305.1798,-0.0035
305.1824,305.2530,0.0706
305.1826,306.3739,1.1913
305.2343,307.3076,2.0732
305.2167,305.7632,0.5464
305.1871,305.1967,0.0096
305.1862,305.1876,0.0013
305.1942,305.4738,0.2796
305.1647,306.2736,1.1089
305.1537,305.7286,0.5749
305.1800,305.2065,0.0265
305.1820,305.1818,-0.0002
305.1558,305.3832,0.2275
305.0382,306.5844,1.5461
305.0930,306.5335,1.4405
305.1808,305.3687,0.1879
305.1852,305.1852,-0.0000
305.1824,305.2044,0.0220
305.1057,305.5786,0.4729
305.0211,305.8868,0.8656
305.1417,305.3499,0.2082
305.1821,305.1833,0.0011
305.1826,305.1935,0.0109
305.1452,305.7716,0.6264
305.1307,307.0573,1.9265
305.1973,306.1133,0.9159
305.1886,305.2370,0.0484
305.1870,305.1830,-0.0041
305.1865,305.2668,0.0804
305.1458,305.8331,0.6873
305.1174,305.7805,0.6631
305.1711,305.2440,0.0729
305.1826,305.1794,-0.0033
305.1782,305.2622,0.0840
305.1499,306.3493,1.1994
305.1945,307.1160,1.9215
305.2079,305.6854,0.4775
305.1875,305.1953,0.0078
305.1877,305.1898,0.0022
305.2078,305.4623,0.2545
305.1750,306.1174,0.9424
305.1505,305.5995,0.4490
305.1792,305.1976,0.0184
305.1821,305.1803,-0.0019
305.1530,305.4232,0.2702
305.0294,306.7628,1.7334
305.0885,306.6096,1.5211
305.1792,305.3663,0.1871
305.1864,305.1837,-0.0027
305.1882,305.2090,0.0208
305.1828,305.6651,0.4822
305.1402,306.0158,0.8756
305.1659,305.3726,0.2067
305.1833,305.1828,-0.0005
305.1819,305.1978,0.0159
305.1405,305.8423,0.7018
305.1217,307.1432,2.0216
305.1921,306.0883,0.8963
305.1892,305.2318,0.0425
305.1863,305.1849,-0.0014
305.1765,305.2826,0.1060
305.1075,305.8974,0.7899
305.1052,305.8083,0.7032
305.1738,305.2461,0.0724
305.1843,305.1805,-0.0038
305.1797,305.2697,0.0900
305.1581,306.3833,1.2253
305.2050,307.0706,1.8657
305.2069,305.6435,0.4366
305.1870,305.1917,0.0048
305.1875,305.1869,-0.0006
305.2021,305.4487,0.2467
305.2066,306.0759,0.8692
305.1827,305.5868,0.4041
305.1828,305.1971,0.0143
305.1838,305.1822,-0.0016
305.1781,305.5163,0.3382
305.1957,307.1109,1.9152
305.2438,306.7456,1.5018
305.1994,305.3605,0.1611
305.1861,305.1808,-0.0052
305.1897,305.2126,0.0229
305.2304,305.7302,0.4998
305.2413,306.1107,0.8693
305.1938,305.3930,0.1992
305.1843,305.1826,-0.0017
305.1817,305.2114,0.0297
305.1504,306.0959,0.9455
305.1635,307.4742,2.3107
305.2106,306.1159,0.9053
305.1894,305.2288,0.0394
305.1865,305.1833,-0.0031
305.1874,305.2889,0.1015
305.1691,305.9259,0.7568
305.1578,305.8198,0.6619
305.1795,305.2443,0.0647
305.1838,305.1809,-0.0029
305.1805,305.2670,0.0865
305.1741,306.3564,1.1824
305.2336,307.0317,1.7981
305.2125,305.6277,0.4153
305.1851,305.1909,0.0058
305.1853,305.1891,0.0038
305.2061,305.4726,0.2664
305.2173,306.1049,0.8876
305.1853,305.5744,0.3891
305.1808,305.1942,0.0135
305.1804,305.1803,-0.0001
305.1694,305.4492,0.2798
305.1762,306.8305,1.6543
305.2434,306.6165,1.3730
305.2009,305.3565,0.1556
305.1865,305.1837,-0.0028
305.1866,305.2176,0.0309
305.1811,305.7172,0.5362
305.1602,306.0132,0.8530
305.1756,305.3497,0.1741
305.1828,305.1818,-0.0010
305.1804,305.2017,0.0213
305.1474,305.8756,0.7282
305.1465,307.1147,1.9682
305.2008,306.0168,0.8160
305.1893,305.2226,0.0332
305.1871,305.1846,-0.0025
305.1984,305.2929,0.0945
305.2420,305.9430,0.7010
305.2169,305.8197,0.6028
305.1860,305.2411,0.0552
305.1842,305.1805,-0.0037
305.1770,305.2724,0.0955
305.1345,306.3466,1.2121
305.1762,306.9266,1.7504
305.1994,305.5785,0.3791
305.1866,305.1877,0.0011
305.1872,305.1887,0.0015
305.2089,305.4797,0.2708
305.2173,306.0855,0.8682
305.1826,305.5501,0.3676
305.1815,305.1933,0.0117
305.1836,305.1821,-0.0015
305.1691,305.4330,0.2640
305.1636,306.7155,1.5518
305.2297,306.4932,1.2635
305.1977,305.3340,0.1362
305.1870,305.1853,-0.0016
305.1919,305.2260,0.0341
305.2222,305.7876,0.5653
305.2142,306.0828,0.8686
305.1865,305.3607,0.1741
305.1835,305.1838,0.0003
305.1833,305.2046,0.0213
305.1822,305.9242,0.7419
305.2383,307.2055,1.9672
305.2385,306.0348,0.7962
305.1912,305.2237,0.0325
305.1860,305.1849,-0.0012
305.1824,305.3230,0.1406
305.1221,306.0345,0.9124
305.1338,305.8372,0.7033
305.1806,305.2389,0.0582
305.1830,305.1800,-0.0030
305.1808,305.3522,0.1714
305.1931,306.8347,1.6415
305.2678,307.2354,1.9677
305.2179,305.5947,0.3768
305.1877,305.1898,0.0021
305.1882,305.1906,0.0024
305.2129,305.4935,0.2806
305.2288,306.0912,0.8623
305.1908,305.5363,0.3456
305.1836,305.1914,0.0078
305.1839,305.1829,-0.0010
305.1823,305.5614,0.3791
305.2436,307.0797,1.8362
305.2790,306.6012,1.3222
305.1995,305.3313,0.1318
305.1869,305.1827,-0.0042
305.1938,305.2277,0.0339
305.2171,305.7944,0.5773
305.1878,306.0361,0.8483
305.1791,305.3347,0.1556
305.1837,305.1810,-0.0026
305.1805,305.2081,0.0276
305.1658,305.9790,0.8132
305.2288,307.2028,1.9740
305.2396,305.9804,0.7408
305.1896,305.2176,0.0280
305.1859,305.1833,-0.0026
305.1931,305.3198,0.1266
305.2029,305.9789,0.7760
305.1858,305.7634,0.5776
305.1826,305.2273,0.0447
305.1831,305.1799,-0.0032
305.1757,305.2936,0.1179
305.1476,306.4307,1.2831
305.2105,306.8818,1.6713
305.2088,305.5339,0.3251
305.1878,305.1875,-0.0003
305.1874,305.1914,0.0040
305.2329,305.5290,0.2961
305.3005,306.1417,0.8412
305.2239,305.5387,0.3148
305.1858,305.1914,0.0056
305.1843,305.1840,-0.0003
305.1648,305.4629,0.2982
305.1324,306.6793,1.5469
305.1883,306.3377,1.1495
305.1899,305.3001,0.1102
305.1853,305.1822,-0.0031
305.1872,305.2257,0.0385
305.1837,305.7444,0.5607
305.1770,305.9569,0.7799
305.1824,305.3196,0.1372
305.1840,305.1797,-0.0043
305.1829,305.2378,0.0548
305.2107,306.4021,1.1914
305.2985,307.6431,2.3445
305.2494,305.9810,0.7316
305.1907,305.2110,0.0204
305.1875,305.1844,-0.0031
305.1973,305.3320,0.1347
305.2114,305.9930,0.7816
305.1886,305.7451,0.5565
305.1823,305.2247,0.0424
305.1844,305.1800,-0.0044
305.1837,305.3095,0.1258
305.2076,306.5375,1.3298
305.2740,306.9392,1.6652
305.2156,305.5255,0.3098
305.1872,305.1876,0.0004
305.1887,305.1932,0.0045
305.2273,305.5634,0.3361
305.2659,306.1619,0.8961
305.2076,305.5223,0.3148
305.1836,305.1913,0.0077
305.1826,305.1866,0.0041
305.1753,305.5338,0.3586
305.1906,306.8792,1.6886
305.2297,306.3866,1.1569
305.1950,305.2966,0.1016
305.1874,305.1840,-0.0034
305.1896,305.2332,0.0436
305.2102,305.7921,0.5819
305.2115,305.9741,0.7625
305.1881,305.3114,0.1233
305.1840,305.1801,-0.0039
305.1812,305.2383,0.0570
305.1870,306.3225,1.1355
305.2905,307.4606,2.1701
305.2501,305.9412,0.6911
305.1895,305.2122,0.0227
305.1879,305.1855,-0.0025
305.1924,305.3434,0.1511
305.1934,306.0083,0.8149
305.1864,305.7276,0.5412
305.1847,305.2194,0.0348
305.1850,305.1804,-0.0047
305.1780,305.3009,0.1229
305.1778,306.4269,1.2491
305.2408,306.7955,1.5547
305.2084,305.4926,0.2841
305.1874,305.1851,-0.0023
305.1894,305.1927,0.0034
305.2422,305.5465,0.3042
305.2824,306.0831,0.8007
305.2065,305.4808,0.2743
305.1837,305.1874,0.0037
305.1837,305.1840,0.0003
305.1836,305.5654,0.3818
305.2331,306.9366,1.7035
305.2556,306.3592,1.1036
305.1958,305.2834,0.0877
305.1854,305.1823,-0.0032
305.1944,305.2376,0.0432
305.2485,305.8073,0.5588
305.2365,305.9561,0.7196
305.1879,305.3021,0.1141
305.1837,305.1802,-0.0035
305.1815,305.2178,0.0364
305.1601,306.0319,0.8718
305.2090,307.0703,1.8613
305.2234,305.8358,0.6125
305.1881,305.2033,0.0153
305.1855,305.1845,-0.0010
305.2045,305.3504,0.1459
305.2520,306.0123,0.7603
305.2147,305.7122,0.4975
305.1859,305.2164,0.0305
305.1830,305.1815,-0.0015
305.1801,305.3205,0.1404
305.1917,306.5018,1.3101
305.2530,306.7863,1.5333
305.2095,305.4714,0.2619
305.1861,305.1866,0.0005
305.1875,305.1963,0.0088
305.1920,305.5768,0.3847
305.1811,306.1189,0.9378
305.1836,305.4825,0.2990
305.1836,305.1877,0.0041
305.1842,305.1905,0.0063
305.1796,305.7809,0.6013
305.2323,307.3415,2.1092
305.2574,306.4053,1.1479
305.1956,305.2784,0.0828
305.1866,305.1832,-0.0034
305.1993,305.2428,0.0435
305.2787,305.8425,0.5638
305.2529,305.9763,0.7234
305.1877,305.3021,0.1144
305.1848,305.1798,-0.0050
305.1826,305.2339,0.0513
305.1542,306.1797,1.0255
305.1980,307.1855,1.9875
305.2168,305.8361,0.6193
305.1897,305.2054,0.0158
305.1882,305.1866,-0.0016
305.2049,305.3840,0.1791
305.2251,306.1380,0.9129
305.1865,305.7686,0.5821
305.1831,305.2184,0.0353
305.1833,305.1792,-0.0041
305.1726,305.3345,0.1619
305.1228,306.5598,1.4370
305.1677,306.7919,1.6242
305.1940,305.4644,0.2703
305.1887,305.1870,-0.0017
305.1890,305.1983,0.0093
305.1749,305.5750,0.4001
305.1312,306.0502,0.9190
305.1628,305.4389,0.2762
305.1831,305.1847,0.0016
305.1836,305.1862,0.0026
305.1715,305.6346,0.4630
305.1785,307.0280,1.8495
305.2156,306.3069,1.0913
305.1919,305.2682,0.0764
305.1877,305.1815,-0.0062
305.1921,305.2442,0.0520
305.1975,305.8327,0.6353
305.1760,305.9241,0.7480
305.1792,305.2863,0.1071
305.1833,305.1822,-0.0010
305.1809,305.2265,0.0455
305.1408,306.1094,0.9686
305.1508,307.0858,1.9351
305.1972,305.7836,0.5863
305.1880,305.2000,0.0120
305.1878,305.1850,-0.0028
305.1969,305.3810,0.1841
305.2051,306.0775,0.8723
305.1884,305.7098,0.5214
305.1845,305.2144,0.0298
305.1849,305.1825,-0.0025
305.1624,305.3323,0.1700
305.0617,306.4688,1.4071
305.1225,306.6474,1.5249
305.1893,305.4286,0.2394
305.1886,305.1851,-0.0035
305.1886,305.1976,0.0090
305.1646,305.5815,0.4169
305.1192,306.0390,0.9198
305.1621,305.4297,0.2675
305.1845,305.1857,0.0012
305.1837,305.1965,0.0128
305.1591,305.8864,0.7273
305.1540,307.4134,2.2594
305.2090,306.3164,1.1074
305.1917,305.2607,0.0690
305.1882,305.1837,-0.0045
305.1919,305.2513,0.0594
305.1931,305.8315,0.6384
305.1696,305.8956,0.7260
305.1782,305.2785,0.1003
305.1840,305.1815,-0.0025
305.1829,305.2287,0.0457
305.1519,306.1042,0.9524
305.1683,307.0291,1.8608
305.1990,305.7538,0.5548
305.1857,305.1972,0.0115
305.1865,305.1850,-0.0015
305.1912,305.3792,0.1880
305.1844,306.0335,0.8491
305.1776,305.6704,0.4929
305.1835,305.2103,0.0268
305.1836,305.1829,-0.0006
305.1628,305.4230,0.2602
305.0645,307.0786,2.0142
305.1424,307.0558,1.9135
305.1953,305.4430,0.2477
305.1870,305.1810,-0.0060
305.1910,305.1984,0.0074
305.2341,305.6168,0.3827
305.2363,306.0622,0.8259
305.1864,305.4193,0.2330
305.1842,305.1832,-0.0010
305.1836,305.1862,0.0026
305.1611,305.6599,0.4987
305.1453,307.0006,1.8553
305.1938,306.2033,1.0095
305.1892,305.2518,0.0626
305.1859,305.1835,-0.0023
305.1980,305.2546,0.0566
305.2436,305.8343,0.5907
305.2058,305.8691,0.6634
305.1815,305.2705,0.0890
305.1844,305.1808,-0.0037
305.1801,305.2409,0.0608
305.1356,306.2227,1.0871
305.1483,307.0820,1.9337
305.1938,305.7214,0.5275
305.1888,305.1968,0.0080
305.1871,305.1859,-0.0011
305.1939,305.3941,0.2002
305.1881,306.0347,0.8466
305.1719,305.6340,0.4621
305.1815,305.2045,0.0231
305.1830,305.1806,-0.0024
305.1663,305.3564,0.1902
305.1088,306.5681,1.4594
305.1711,306.6315,1.4605
305.1954,305.3983,0.2029
305.1874,305.1843,-0.0031
305.1898,305.2047,0.0148
305.2213,305.6587,0.4373
305.2278,306.1078,0.8801
305.1914,305.4221,0.2307
305.1847,305.1842,-0.0005
305.1812,305.2028,0.0216
305.1391,305.9698,0.8307
305.1290,307.4416,2.3127
305.2003,306.2273,1.0270
305.1881,305.2462,0.0581
305.1853,305.1847,-0.0006
305.1995,305.2650,0.0654
305.2351,305.8896,0.6545
305.1964,305.8958,0.6993
305.1809,305.2679,0.0871
305.1831,305.1788,-0.0043
305.1815,305.2378,0.0562
305.1822,306.1963,1.0140
305.2343,307.0486,1.8144
305.2171,305.7108,0.4937
305.1887,305.1963,0.0076
305.1876,305.1861,-0.0015
305.1950,305.4099,0.2149
305.1693,306.0352,0.8659
305.1575,305.6092,0.4517
305.1807,305.2023,0.0216
305.1839,305.1812,-0.0027
305.1626,305.3664,0.2038
305.0880,306.5909,1.5028
305.1613,306.6188,1.4574
305.1940,305.3901,0.1960
305.1863,305.1830,-0.0033
305.1915,305.2054,0.0139
305.2492,305.6341,0.3849
305.2383,306.0263,0.7880
305.1809,305.3953,0.2144
305.1817,305.1847,0.0029
305.1763,305.2019,0.0256
304.9245,305.9498,1.0253
304.6751,307.3802,2.7050
305.1011,306.1871,1.0860
305.1892,305.2393,0.0501
305.1863,305.1817,-0.0046
305.1943,305.2784,0.0841
305.2097,305.9285,0.7188
305.1875,305.8714,0.6840
305.1818,305.2556,0.0738
305.1840,305.1798,-0.0042
305.1793,305.2585,0.0792
305.1753,306.3142,1.1390
305.2383,307.0743,1.8361
305.2204,305.6768,0.4564
305.1893,305.1925,0.0032
305.1876,305.1870,-0.0006
