leadI_mV,leadII_mV,leadIII_mV
5.3690,-0.0448,-5.4138
5.5496,-0.0198,-5.5695
5.5768,0.0299,-5.5469
5.4903,0.0518,-5.4385
5.4299,0.0580,-5.3719
5.3505,0.0541,-5.2964
5.2569,0.0394,-5.2175
5.1755,0.0027,-5.1728
5.0875,-0.0491,-5.1366
5.0690,-0.0631,-5.1321
5.1766,-0.0546,-5.2312
5.4013,-0.0412,-5.4425
5.6028,-0.0003,-5.6031
5.5864,0.0486,-5.5379
5.4582,0.0515,-5.4067
5.3513,0.0504,-5.3009
5.2488,0.0458,-5.2031
5.1615,0.0308,-5.1307
5.0688,-0.0177,-5.0864
4.9764,-0.0640,-5.0403
4.9951,-0.0675,-5.0626
5.1619,-0.0593,-5.2211
5.3908,-0.0373,-5.4281
5.5261,0.0105,-5.5156
5.4903,0.0468,-5.4435
5.4071,0.0520,-5.3551
5.3353,0.0509,-5.2844
5.2699,0.0465,-5.2234
5.2124,0.0209,-5.1914
5.0998,-0.0395,-5.1393
5.0278,-0.0683,-5.0961
5.0860,-0.0562,-5.1422
5.2762,-0.0477,-5.3239
5.5099,-0.0212,-5.5311
5.5650,0.0300,-5.5350
5.4633,0.0489,-5.4144
5.3611,0.0497,-5.3114
5.2720,0.0539,-5.2181
5.2215,0.0451,-5.1764
5.1319,0.0031,-5.1288
5.0034,-0.0510,-5.0544
4.9541,-0.0625,-5.0165
5.0712,-0.0502,-5.1214
5.3227,-0.0420,-5.3647
5.5457,-0.0065,-5.5523
5.5857,0.0493,-5.5364
5.5013,0.0572,-5.4441
5.3782,0.0500,-5.3281
4.9968,0.1422,-4.8547
5.4458,1.3028,-4.1429
5.4440,0.9665,-4.4775
5.2950,0.0332,-5.2618
5.4451,0.0020,-5.4431
5.4068,0.0468,-5.3599
5.3322,0.0509,-5.2813
5.2591,0.0414,-5.2178
5.1906,0.0330,-5.1576
5.1279,0.0072,-5.1207
5.0262,-0.0443,-5.0705
4.9468,-0.0647,-5.0115
5.0126,-0.0536,-5.0662
5.2214,-0.0417,-5.2631
5.4610,-0.0266,-5.4875
5.5331,0.0229,-5.5102
5.4527,0.0476,-5.4051
5.3992,0.0477,-5.3515
5.3450,0.0432,-5.3018
5.2627,0.0280,-5.2348
5.1616,-0.0094,-5.1711
5.0527,-0.0586,-5.1113
5.0121,-0.0698,-5.0820
5.1160,-0.0522,-5.1682
5.3161,-0.0425,-5.3587
5.5209,-0.0188,-5.5397
5.5254,0.0375,-5.4879
5.4289,0.0561,-5.3728
5.3467,0.0490,-5.2977
5.2751,0.0375,-5.2376
5.2035,0.0148,-5.1887
5.0989,-0.0315,-5.1304
5.0537,-0.0686,-5.1223
5.3638,-0.0615,-5.4253
5.3710,-0.0477,-5.4187
5.3246,-0.0375,-5.3621
5.4455,0.0031,-5.4424
5.4067,0.0468,-5.3598
5.3267,0.0499,-5.2768
5.2564,0.0417,-5.2147
5.1772,0.0380,-5.1392
5.0813,0.0090,-5.0723
4.9707,-0.0433,-5.0139
4.8948,-0.0632,-4.9580
4.9302,-0.0584,-4.9886
5.0906,-0.0483,-5.1389
5.2882,-0.0303,-5.3186
5.3647,0.0217,-5.3430
5.3150,0.0526,-5.2624
5.2393,0.0484,-5.1909
5.1637,0.0480,-5.1157
5.1207,0.0365,-5.0841
5.0585,-0.0001,-5.0586
4.9595,-0.0525,-5.0121
4.9298,-0.0617,-4.9915
5.0213,-0.0497,-5.0710
5.2150,-0.0432,-5.2582
5.4095,-0.0168,-5.4264
5.4050,0.0358,-5.3692
5.3277,0.0568,-5.2709
5.2547,0.0580,-5.1967
5.1554,0.0490,-5.1064
5.0881,0.0297,-5.0585
5.0042,-0.0192,-5.0233
4.9161,-0.0674,-4.9835
4.9219,-0.0644,-4.9862
5.0644,-0.0505,-5.1149
5.2853,-0.0437,-5.3290
5.4327,0.0056,-5.4271
5.4023,0.0472,-5.3552
5.3081,0.0490,-5.2591
5.2321,0.0490,-5.1831
5.1463,0.0416,-5.1047
5.0843,0.0138,-5.0705
4.9915,-0.0441,-5.0356
4.9192,-0.0672,-4.9864
4.9534,-0.0584,-5.0118
5.1279,-0.0482,-5.1762
5.3482,-0.0236,-5.3717
5.4074,0.0277,-5.3797
5.3355,0.0475,-5.2880
5.2771,0.0468,-5.2303
5.2102,0.0513,-5.1589
5.1464,0.0439,-5.1025
5.0692,0.0052,-5.0639
4.9658,-0.0508,-5.0166
4.9364,-0.0632,-4.9996
5.0311,-0.0599,-5.0909
5.2223,-0.0531,-5.2754
5.3905,-0.0188,-5.4093
5.3671,0.0362,-5.3309
5.2685,0.0526,-5.2158
5.1973,0.0496,-5.1476
5.1384,0.0470,-5.0914
5.0775,0.0292,-5.0483
4.9857,-0.0227,-5.0084
4.9004,-0.0677,-4.9681
4.9202,-0.0580,-4.9782
5.0622,-0.0490,-5.1112
5.2949,-0.0407,-5.3356
5.4730,0.0023,-5.4707
5.4976,0.0461,-5.4515
5.4972,0.0495,-5.4476
5.5675,0.0478,-5.5196
5.7015,0.0478,-5.6537
5.7793,0.0277,-5.7516
5.7048,-0.0315,-5.7363
5.6806,-0.0683,-5.7489
5.8088,-0.0605,-5.8693
6.0520,-0.0407,-6.0928
6.2934,-0.0245,-6.3179
6.3465,0.0284,-6.3181
6.2095,0.0554,-6.1541
6.0092,0.0499,-5.9593
5.7646,0.0444,-5.7202
5.4947,0.0453,-5.4494
5.1971,0.0234,-5.1737
4.9075,-0.0398,-4.9473
4.7507,-0.0675,-4.8182
4.7785,-0.0613,-4.8397
4.9492,-0.0501,-4.9994
5.1113,-0.0160,-5.1273
5.1102,0.0444,-5.0658
5.0338,0.0548,-4.9789
4.9810,0.0490,-4.9320
4.9061,0.0430,-4.8631
4.8623,0.0406,-4.8216
4.7862,0.0060,-4.7802
4.7123,-0.0541,-4.7665
4.7376,-0.0612,-4.7988
4.8847,-0.0491,-4.9338
5.1250,-0.0406,-5.1656
5.2902,0.0108,-5.2794
5.2640,0.0521,-5.2120
5.2072,0.0551,-5.1521
5.1648,0.0527,-5.1121
5.0978,0.0523,-5.0455
5.0293,0.0385,-4.9908
4.9237,-0.0221,-4.9457
4.8900,-0.0645,-4.9545
4.9739,-0.0600,-5.0339
5.1729,-0.0451,-5.2180
5.4133,-0.0176,-5.4309
5.4985,0.0316,-5.4668
5.4309,0.0496,-5.3813
5.3599,0.0510,-5.3089
5.2881,0.0535,-5.2346
5.2253,0.0501,-5.1752
5.1440,0.0255,-5.1185
5.0310,-0.0420,-5.0730
5.0016,-0.0715,-5.0731
5.1057,-0.0550,-5.1607
5.3133,-0.0394,-5.3528
5.5096,-0.0025,-5.5120
5.5179,0.0481,-5.4698
5.4466,0.0553,-5.3913
5.3992,0.0559,-5.3433
5.3199,0.0466,-5.2733
5.2530,0.0369,-5.2161
5.1488,-0.0043,-5.1531
5.0375,-0.0604,-5.0979
5.0486,-0.0646,-5.1132
5.1879,-0.0538,-5.2416
5.4158,-0.0333,-5.4491
5.5658,0.0148,-5.5510
5.5275,0.0513,-5.4762
5.4671,0.0510,-5.4161
5.4100,0.0479,-5.3621
5.3296,0.0483,-5.2813
5.2551,0.0293,-5.2258
5.1423,-0.0364,-5.1787
5.0781,-0.0733,-5.1514
5.1315,-0.0607,-5.1923
5.3134,-0.0512,-5.3646
5.5352,-0.0325,-5.5676
5.6186,0.0200,-5.5985
5.5453,0.0503,-5.4950
5.4755,0.0515,-5.4240
5.4151,0.0523,-5.3628
5.3468,0.0449,-5.3019
5.2602,0.0114,-5.2488
5.1502,-0.0511,-5.2013
5.1216,-0.0674,-5.1890
5.2189,-0.0528,-5.2717
5.4346,-0.0381,-5.4727
5.6319,-0.0078,-5.6397
5.6319,0.0405,-5.5914
5.5626,0.0459,-5.5167
5.5062,0.0441,-5.4621
5.4191,0.0455,-5.3736
5.3493,0.0304,-5.3189
5.2665,-0.0224,-5.2889
5.1722,-0.0728,-5.2450
5.1731,-0.0651,-5.2383
5.3045,-0.0510,-5.3555
5.5296,-0.0465,-5.5761
5.6804,-0.0069,-5.6872
5.6430,0.0392,-5.6038
5.5666,0.0468,-5.5197
5.5089,0.0467,-5.4622
5.4400,0.0410,-5.3990
5.3789,0.0106,-5.3683
5.2781,-0.0428,-5.3208
5.2076,-0.0651,-5.2727
5.2626,-0.0628,-5.3254
5.4253,-0.0488,-5.4742
5.6420,-0.0327,-5.6747
5.7259,0.0151,-5.7108
5.6651,0.0480,-5.6171
5.6146,0.0484,-5.5662
5.5470,0.0428,-5.5043
5.4668,0.0293,-5.4376
5.4106,-0.0125,-5.4232
5.3230,-0.0631,-5.3861
5.2850,-0.0638,-5.3488
5.3685,-0.0463,-5.4148
5.5702,-0.0417,-5.6119
5.7637,-0.0157,-5.7794
5.7757,0.0365,-5.7392
5.6889,0.0449,-5.6440
5.6212,0.0414,-5.5797
5.5586,0.0313,-5.5273
5.5219,0.0087,-5.5132
5.4543,-0.0281,-5.4824
5.3524,-0.0572,-5.4096
5.3553,-0.0538,-5.4091
5.5041,-0.0481,-5.5522
5.7247,-0.0406,-5.7653
5.8544,0.0010,-5.8534
5.8004,0.0454,-5.7549
5.7274,0.0526,-5.6748
5.6629,0.0404,-5.6226
5.5966,0.0224,-5.5742
5.5612,-0.0124,-5.5736
5.4985,-0.0552,-5.5537
5.4224,-0.0733,-5.4957
5.4674,-0.0627,-5.5301
5.6347,-0.0482,-5.6829
5.8489,-0.0275,-5.8765
5.9185,0.0193,-5.8992
5.8245,0.0459,-5.7785
5.7783,0.0470,-5.7313
5.7278,0.0414,-5.6864
5.6612,0.0120,-5.6492
5.6065,-0.0301,-5.6366
5.5344,-0.0665,-5.6010
5.4990,-0.0683,-5.5673
5.5828,-0.0550,-5.6377
5.7690,-0.0439,-5.8129
5.9554,-0.0217,-5.9772
5.9625,0.0348,-5.9277
5.8810,0.0580,-5.8229
5.8253,0.0562,-5.7691
5.7545,0.0300,-5.7245
5.7010,-0.0094,-5.7105
5.6535,-0.0457,-5.6991
5.5648,-0.0735,-5.6383
5.5728,-0.0724,-5.6452
5.7076,-0.0575,-5.7651
5.9123,-0.0412,-5.9535
6.0461,-0.0091,-6.0552
6.0045,0.0439,-5.9606
5.9316,0.0515,-5.8801
5.8662,0.0404,-5.8258
5.8003,0.0215,-5.7788
5.7477,-0.0163,-5.7640
5.6687,-0.0597,-5.7284
5.5873,-0.0701,-5.6573
5.6293,-0.0601,-5.6894
5.7820,-0.0466,-5.8286
5.9772,-0.0315,-6.0088
6.0226,0.0086,-6.0140
5.9553,0.0459,-5.9094
5.8924,0.0514,-5.8410
5.8205,0.0423,-5.7782
5.7613,0.0125,-5.7488
5.6995,-0.0301,-5.7296
5.6012,-0.0642,-5.6654
5.5565,-0.0605,-5.6170
5.6441,-0.0479,-5.6920
5.8254,-0.0424,-5.8678
5.9858,-0.0262,-6.0119
5.9777,0.0300,-5.9477
5.9017,0.0557,-5.8460
5.8422,0.0576,-5.7846
5.7554,0.0380,-5.7174
5.6988,-0.0009,-5.6997
5.6230,-0.0446,-5.6676
5.5253,-0.0710,-5.5963
5.5181,-0.0654,-5.5834
5.6460,-0.0539,-5.6999
5.8571,-0.0472,-5.9043
5.9854,-0.0071,-5.9925
5.9240,0.0475,-5.8765
5.8369,0.0513,-5.7856
5.7637,0.0456,-5.7180
5.7029,0.0228,-5.6801
5.6405,-0.0117,-5.6522
5.5617,-0.0420,-5.6037
5.7029,0.5437,-5.1592
6.1274,1.5552,-4.5722
5.8957,0.4851,-5.4105
5.9114,-0.0223,-5.9336
5.9774,0.0138,-5.9636
5.8848,0.0456,-5.8392
5.8309,0.0453,-5.7856
5.7703,0.0375,-5.7328
5.6925,0.0102,-5.6823
5.6410,-0.0238,-5.6648
5.5523,-0.0587,-5.6111
5.4957,-0.0627,-5.5584
5.5672,-0.0461,-5.6133
5.7664,-0.0390,-5.8054
5.9598,-0.0208,-5.9806
5.9516,0.0314,-5.9202
5.8658,0.0531,-5.8128
5.8134,0.0481,-5.7653
5.7498,0.0356,-5.7143
5.6947,0.0038,-5.6909
5.6458,-0.0418,-5.6876
5.6645,0.2106,-5.4539
6.0802,1.3095,-4.7706
6.0050,0.7401,-5.2649
5.9005,-0.0027,-5.9032
6.0185,-0.0033,-6.0218
5.9767,0.0396,-5.9370
5.9006,0.0493,-5.8513
5.8396,0.0467,-5.7929
5.7760,0.0266,-5.7493
5.7285,-0.0099,-5.7384
5.6536,-0.0541,-5.7077
5.5915,-0.0715,-5.6630
5.6361,-0.0587,-5.6949
5.8055,-0.0480,-5.8535
6.0095,-0.0305,-6.0400
6.0712,0.0149,-6.0563
5.9975,0.0446,-5.9530
5.9251,0.0447,-5.8804
5.8550,0.0365,-5.8185
5.7902,0.0041,-5.7861
5.7486,-0.0301,-5.7787
5.6558,-0.0614,-5.7171
5.6278,-0.0714,-5.6992
5.7259,-0.0540,-5.7799
5.9055,-0.0396,-5.9451
6.0774,-0.0163,-6.0937
6.0905,0.0329,-6.0576
6.0180,0.0514,-5.9666
5.9448,0.0472,-5.8975
5.8699,0.0341,-5.8358
5.8237,-0.0074,-5.8311
5.7668,-0.0525,-5.8193
5.6939,-0.0739,-5.7679
5.7020,-0.0647,-5.7667
5.8236,-0.0537,-5.8772
6.0189,-0.0424,-6.0614
6.1348,-0.0086,-6.1434
6.0747,0.0402,-6.0345
6.0044,0.0476,-5.9568
5.9622,0.0402,-5.9220
5.9014,0.0128,-5.8886
5.8496,-0.0262,-5.8757
5.7682,-0.0595,-5.8277
5.6970,-0.0583,-5.7553
5.7570,-0.0523,-5.8093
5.9208,-0.0471,-5.9680
6.1151,-0.0320,-6.1471
6.1740,0.0108,-6.1632
6.0898,0.0480,-6.0418
6.0138,0.0425,-5.9713
5.9441,0.0298,-5.9143
5.8966,-0.0020,-5.8986
5.8595,-0.0358,-5.8953
5.7778,-0.0619,-5.8397
5.7485,-0.0651,-5.8137
5.8393,-0.0486,-5.8878
6.0141,-0.0423,-6.0564
6.1626,-0.0148,-6.1774
6.1591,0.0356,-6.1235
6.0799,0.0544,-6.0255
6.0191,0.0503,-5.9688
5.9428,0.0299,-5.9128
5.9055,-0.0106,-5.9161
5.8650,-0.0441,-5.9092
5.7723,-0.0558,-5.8281
5.7664,-0.0501,-5.8165
5.8988,-0.0501,-5.9489
6.0975,-0.0439,-6.1414
6.2168,-0.0067,-6.2235
6.1708,0.0452,-6.1256
6.0959,0.0521,-6.0438
6.0299,0.0419,-5.9880
5.9579,0.0092,-5.9486
5.9146,-0.0245,-5.9392
5.8502,-0.0569,-5.9071
5.7944,-0.0642,-5.8586
5.8400,-0.0548,-5.8948
5.9902,-0.0479,-6.0381
6.1793,-0.0365,-6.2159
6.2258,0.0141,-6.2117
6.1416,0.0507,-6.0909
6.0795,0.0518,-6.0277
6.0136,0.0387,-5.9750
5.9572,0.0068,-5.9504
5.9195,-0.0260,-5.9456
5.8436,-0.0554,-5.8990
5.7998,-0.0630,-5.8628
5.8788,-0.0546,-5.9335
6.0589,-0.0421,-6.1010
6.2219,-0.0224,-6.2443
6.2201,0.0226,-6.1975
6.1389,0.0403,-6.0986
6.0757,0.0410,-6.0347
6.0110,0.0217,-5.9893
5.9713,-0.0099,-5.9811
5.9230,-0.0347,-5.9577
5.8397,-0.0566,-5.8962
5.8481,-0.0575,-5.9056
5.9805,-0.0470,-6.0276
6.1650,-0.0373,-6.2023
6.2815,-0.0040,-6.2855
6.2258,0.0400,-6.1859
6.1425,0.0449,-6.0977
6.0779,0.0354,-6.0425
6.0137,0.0069,-6.0068
5.9687,-0.0267,-5.9954
5.9050,-0.0611,-5.9661
5.8457,-0.0717,-5.9174
5.8905,-0.0631,-5.9536
6.0396,-0.0451,-6.0847
6.2235,-0.0326,-6.2560
6.2687,0.0105,-6.2583
6.1901,0.0486,-6.1416
6.1172,0.0535,-6.0637
6.0579,0.0374,-6.0206
6.0090,0.0062,-6.0028
5.9729,-0.0300,-6.0029
5.8899,-0.0582,-5.9481
5.8661,-0.0562,-5.9223
5.9741,-0.0478,-6.0218
6.1546,-0.0396,-6.1943
6.3157,-0.0172,-6.3330
6.3144,0.0368,-6.2777
6.2264,0.0513,-6.1751
6.1593,0.0421,-6.1172
6.0998,0.0137,-6.0861
6.0684,-0.0190,-6.0874
6.0183,-0.0462,-6.0645
5.9517,-0.0678,-6.0196
5.9623,-0.0579,-6.0202
6.0781,-0.0348,-6.1129
6.2603,-0.0283,-6.2886
6.3757,0.0000,-6.3757
6.3154,0.0479,-6.2675
6.2339,0.0556,-6.1783
6.1815,0.0366,-6.1449
6.1250,0.0021,-6.1228
6.0868,-0.0307,-6.1175
6.0292,-0.0585,-6.0877
5.9837,-0.0638,-6.0475
6.0432,-0.0544,-6.0977
6.2054,-0.0499,-6.2553
6.3919,-0.0395,-6.4315
6.4308,0.0100,-6.4209
6.3324,0.0458,-6.2866
6.2731,0.0433,-6.2298
6.2078,0.0270,-6.1808
6.1536,-0.0048,-6.1584
6.1125,-0.0329,-6.1454
6.0253,-0.0591,-6.0845
5.9927,-0.0584,-6.0511
6.0852,-0.0481,-6.1333
6.2510,-0.0455,-6.2965
6.3981,-0.0253,-6.4234
6.3724,0.0276,-6.3448
6.2706,0.0458,-6.2249
6.2147,0.0391,-6.1756
6.1686,0.0110,-6.1577
6.1362,-0.0287,-6.1649
6.0869,-0.0519,-6.1388
6.0000,-0.0612,-6.0612
5.9965,-0.0590,-6.0556
6.1094,-0.0552,-6.1646
6.2919,-0.0457,-6.3376
6.4020,-0.0095,-6.4115
6.3277,0.0343,-6.2934
6.2423,0.0472,-6.1950
6.1740,0.0418,-6.1322
6.1162,0.0100,-6.1062
6.0701,-0.0287,-6.0988
5.9964,-0.0527,-6.0491
5.9274,-0.0609,-5.9882
5.9747,-0.0607,-6.0355
6.1304,-0.0498,-6.1802
6.3110,-0.0343,-6.3453
6.3605,0.0103,-6.3502
6.2720,0.0484,-6.2236
6.1892,0.0441,-6.1451
6.1138,0.0252,-6.0886
6.0707,-0.0110,-6.0817
6.0472,-0.0426,-6.0899
5.9667,-0.0657,-6.0324
5.9144,-0.0631,-5.9775
5.9943,-0.0494,-6.0437
6.1709,-0.0459,-6.2168
6.3250,-0.0259,-6.3509
6.3119,0.0231,-6.2888
6.2208,0.0442,-6.1766
6.1576,0.0396,-6.1179
6.0977,0.0074,-6.0904
6.0647,-0.0245,-6.0892
6.0144,-0.0460,-6.0604
5.9320,-0.0631,-5.9951
5.9258,-0.0562,-5.9821
6.0576,-0.0540,-6.1116
6.2498,-0.0476,-6.2974
6.3509,-0.0164,-6.3673
6.2878,0.0296,-6.2582
6.2005,0.0365,-6.1640
6.1383,0.0192,-6.1191
6.0930,-0.0094,-6.1024
6.0641,-0.0392,-6.1033
5.9896,-0.0632,-6.0528
5.9120,-0.0672,-5.9792
5.9498,-0.0572,-6.0070
6.1013,-0.0472,-6.1486
6.2755,-0.0378,-6.3133
6.3107,0.0039,-6.3068
6.2282,0.0441,-6.1841
6.1626,0.0379,-6.1246
6.1027,0.0178,-6.0849
6.0578,-0.0114,-6.0692
6.0205,-0.0372,-6.0577
5.9289,-0.0585,-5.9873
5.8708,-0.0522,-5.9230
5.9444,-0.0463,-5.9907
6.1046,-0.0424,-6.1470
6.2401,-0.0272,-6.2674
6.2092,0.0259,-6.1833
6.1186,0.0529,-6.0657
6.0589,0.0499,-6.0090
5.9956,0.0197,-5.9759
5.9726,-0.0146,-5.9872
5.9296,-0.0395,-5.9691
5.8469,-0.0588,-5.9057
5.8629,-0.0524,-5.9153
6.0175,-0.0479,-6.0655
6.2655,-0.0447,-6.3101
6.4554,-0.0123,-6.4677
6.5064,0.0418,-6.4646
6.5930,0.0510,-6.5420
6.7215,0.0320,-6.6895
6.8070,-0.0067,-6.8137
6.8269,-0.0410,-6.8679
6.7984,-0.0689,-6.8674
6.7868,-0.0714,-6.8582
6.8808,-0.0585,-6.9393
7.0506,-0.0443,-7.0949
7.2070,-0.0354,-7.2424
7.1569,0.0046,-7.1523
6.9014,0.0431,-6.8583
6.6506,0.0480,-6.6026
6.3644,0.0268,-6.3376
6.0481,-0.0121,-6.0602
5.8203,-0.0388,-5.8591
5.6150,-0.0662,-5.6812
5.5264,-0.0702,-5.5965
5.6110,-0.0629,-5.6739
5.7802,-0.0511,-5.8313
5.9266,-0.0283,-5.9549
5.9266,0.0192,-5.9074
5.8495,0.0396,-5.8099
5.8130,0.0376,-5.7754
5.7638,0.0089,-5.7549
5.7412,-0.0255,-5.7667
5.6924,-0.0492,-5.7415
5.6054,-0.0651,-5.6705
5.6234,-0.0681,-5.6914
5.7587,-0.0568,-5.8155
5.9531,-0.0502,-6.0033
6.0783,-0.0136,-6.0919
6.0275,0.0314,-5.9961
5.9610,0.0394,-5.9216
5.9034,0.0231,-5.8803
5.8734,-0.0078,-5.8812
5.8935,-0.0394,-5.9329
5.8469,-0.0590,-5.9059
5.7991,-0.0664,-5.8655
5.8675,-0.0564,-5.9239
6.0281,-0.0455,-6.0736
6.2186,-0.0348,-6.2535
6.2809,0.0035,-6.2774
6.1895,0.0363,-6.1532
6.1085,0.0289,-6.0797
6.0419,0.0075,-6.0344
6.0019,-0.0222,-6.0240
5.9733,-0.0451,-6.0184
5.8796,-0.0621,-5.9417
5.8362,-0.0619,-5.8981
5.9269,-0.0550,-5.9819
6.1062,-0.0498,-6.1560
6.2507,-0.0307,-6.2813
6.2462,0.0175,-6.2287
6.1649,0.0347,-6.1302
6.0886,0.0289,-6.0597
6.0146,0.0055,-6.0091
5.9865,-0.0347,-6.0212
5.9496,-0.0571,-6.0067
5.8650,-0.0646,-5.9296
5.8696,-0.0597,-5.9293
5.9910,-0.0501,-6.0411
6.1638,-0.0389,-6.2027
6.2700,-0.0169,-6.2869
6.2068,0.0195,-6.1872
6.1271,0.0293,-6.0978
6.0588,0.0149,-6.0440
5.9920,-0.0180,-6.0100
5.9712,-0.0400,-6.0112
5.9022,-0.0589,-5.9611
5.8241,-0.0659,-5.8900
5.8675,-0.0560,-5.9235
6.0117,-0.0440,-6.0557
6.2054,-0.0341,-6.2395
6.2602,0.0072,-6.2530
6.1669,0.0393,-6.1276
6.0874,0.0327,-6.0547
6.0268,0.0123,-6.0144
5.9792,-0.0181,-5.9973
5.9444,-0.0436,-5.9880
5.8507,-0.0636,-5.9143
5.8062,-0.0634,-5.8696
5.8903,-0.0513,-5.9416
6.0663,-0.0417,-6.1080
6.2355,-0.0248,-6.2602
6.2215,0.0311,-6.1904
6.1216,0.0508,-6.0708
6.0460,0.0399,-6.0061
5.9799,0.0120,-5.9679
5.9485,-0.0256,-5.9741
5.9007,-0.0511,-5.9517
5.8112,-0.0669,-5.8781
5.8030,-0.0573,-5.8603
5.9266,-0.0441,-5.9707
6.1200,-0.0282,-6.1481
6.2450,-0.0001,-6.2451
6.1865,0.0445,-6.1420
6.1010,0.0534,-6.0476
6.0262,0.0361,-5.9901
5.9656,0.0011,-5.9645
5.9334,-0.0349,-5.9683
5.8621,-0.0615,-5.9236
5.7959,-0.0654,-5.8612
5.8564,-0.0554,-5.9117
6.0209,-0.0494,-6.0703
6.1955,-0.0325,-6.2280
6.2374,0.0121,-6.2253
6.1510,0.0493,-6.1017
6.0672,0.0479,-6.0193
5.9868,0.0244,-5.9624
5.9598,-0.0174,-5.9772
5.9361,-0.0536,-5.9897
5.8519,-0.0725,-5.9245
5.8067,-0.0629,-5.8696
5.8929,-0.0531,-5.9459
6.0705,-0.0497,-6.1202
6.2265,-0.0312,-6.2577
6.2271,0.0246,-6.2025
6.1316,0.0526,-6.0789
6.0514,0.0432,-6.0082
5.9938,0.0187,-5.9750
5.9534,-0.0145,-5.9678
5.9047,-0.0479,-5.9526
5.8335,-0.0681,-5.9016
5.8350,-0.0642,-5.8992
5.9647,-0.0548,-6.0195
6.1474,-0.0437,-6.1911
6.2550,-0.0096,-6.2647
6.1899,0.0321,-6.1577
6.1112,0.0379,-6.0733
6.0564,0.0257,-6.0306
5.9986,-0.0012,-5.9998
5.9806,-0.0298,-6.0104
5.9128,-0.0569,-5.9696
5.8389,-0.0616,-5.9005
5.8783,-0.0529,-5.9312
6.0306,-0.0482,-6.0789
6.2029,-0.0349,-6.2379
6.2647,0.0035,-6.2611
6.1805,0.0414,-6.1391
6.1004,0.0385,-6.0619
6.0341,0.0154,-6.0186
5.9892,-0.0147,-6.0039
5.9571,-0.0376,-5.9947
5.8698,-0.0593,-5.9291
5.8363,-0.0647,-5.9010
5.9284,-0.0490,-5.9774
6.1052,-0.0377,-6.1429
6.2599,-0.0217,-6.2816
6.2444,0.0231,-6.2213
6.1626,0.0417,-6.1210
6.0948,0.0344,-6.0604
6.0436,0.0075,-6.0361
6.0039,-0.0253,-6.0292
5.9484,-0.0488,-5.9972
5.8644,-0.0698,-5.9342
5.8605,-0.0709,-5.9314
5.9770,-0.0567,-6.0337
6.1617,-0.0483,-6.2100
