leadI_mV,leadII_mV,leadIII_mV
310.4362,305.0607,-5.3755
310.4604,305.0837,-5.3767
310.5080,305.1296,-5.3783
310.5525,305.1679,-5.3846
310.5645,305.1763,-5.3882
310.5372,305.1512,-5.3860
310.4847,305.0997,-5.3849
310.4459,305.0647,-5.3812
310.4268,305.0531,-5.3736
310.4232,305.0544,-5.3688
310.4292,305.0591,-5.3701
310.4410,305.0701,-5.3709
310.4708,305.0985,-5.3723
310.5188,305.1450,-5.3738
310.5529,305.1791,-5.3738
310.5502,305.1724,-5.3778
310.5122,305.1282,-5.3840
310.4608,305.0754,-5.3854
310.4310,305.0530,-5.3780
310.4152,305.0452,-5.3700
310.4111,305.0453,-5.3659
310.4151,305.0509,-5.3642
310.4307,305.0607,-5.3700
310.4680,305.0993,-5.3687
310.5181,305.1505,-5.3677
310.5411,305.1721,-5.3690
310.5237,305.1595,-5.3642
310.4786,305.1156,-5.3630
310.4380,305.0714,-5.3665
310.4174,305.0581,-5.3593
310.4045,305.0483,-5.3562
310.4023,305.0447,-5.3576
310.4118,305.0509,-5.3609
310.4336,305.0690,-5.3646
310.4791,305.1158,-5.3632
310.5185,305.1629,-5.3556
310.5272,305.1680,-5.3593
310.4980,305.1392,-5.3588
310.4471,305.0886,-5.3585
310.4106,305.0520,-5.3586
310.3933,305.0414,-5.3519
310.3842,305.0361,-5.3481
310.3859,305.0391,-5.3468
310.4001,305.0446,-5.3555
310.4337,305.0731,-5.3606
310.4858,305.1286,-5.3572
310.5234,305.1647,-5.3586
310.5170,305.1582,-5.3587
310.4742,305.1173,-5.3570
310.4229,305.0645,-5.3584
310.3901,305.0409,-5.3492
310.3809,305.0385,-5.3425
310.3777,305.0339,-5.3438
310.3804,305.0365,-5.3439
310.3912,305.0477,-5.3435
310.4281,305.0868,-5.3414
310.4808,305.1421,-5.3387
310.5074,305.1655,-5.3419
310.4872,305.1481,-5.3391
310.4355,305.0953,-5.3403
310.3901,305.0445,-5.3456
310.3712,305.0279,-5.3434
310.3544,305.0205,-5.3339
310.3478,305.0209,-5.3269
310.3563,305.0283,-5.3280
310.3763,305.0457,-5.3306
310.4229,305.0926,-5.3303
310.4667,305.1375,-5.3291
310.4720,305.1469,-5.3251
310.4460,305.1203,-5.3257
310.3992,305.0706,-5.3286
310.3588,305.0322,-5.3266
310.3375,305.0211,-5.3164
310.3288,305.0179,-5.3108
310.3293,305.0228,-5.3065
310.3405,305.0302,-5.3102
310.3701,305.0552,-5.3148
310.4265,305.1116,-5.3149
310.4658,305.1487,-5.3170
310.4614,305.1460,-5.3155
310.4215,305.1058,-5.3157
310.3683,305.0538,-5.3145
310.3384,305.0321,-5.3063
310.3246,305.0241,-5.3005
310.3145,305.0192,-5.2953
310.3129,305.0208,-5.2922
310.3281,305.0307,-5.2974
310.3680,305.0706,-5.2973
310.4213,305.1241,-5.2973
310.4504,305.1493,-5.3011
310.4384,305.1361,-5.3023
310.3902,305.0873,-5.3029
310.3395,305.0403,-5.2992
310.3183,305.0212,-5.2971
310.3121,305.0156,-5.2966
310.3129,305.0189,-5.2941
310.3246,305.0316,-5.2930
310.3477,305.0498,-5.2978
310.3950,305.0921,-5.3029
310.4399,305.1345,-5.3054
310.4559,305.1453,-5.3106
310.4348,305.1204,-5.3144
310.3881,305.0668,-5.3213
310.3622,305.0334,-5.3287
310.3504,305.0310,-5.3194
310.3427,305.0311,-5.3116
310.3458,305.0372,-5.3086
310.3611,305.0492,-5.3120
310.3949,305.0759,-5.3189
310.4529,305.1275,-5.3253
310.4963,305.1646,-5.3317
310.5054,305.1682,-5.3372
310.4748,305.1331,-5.3418
310.4235,305.0804,-5.3431
310.3953,305.0571,-5.3382
310.3867,305.0512,-5.3355
310.3867,305.0463,-5.3405
310.3972,305.0549,-5.3423
310.4146,305.0708,-5.3439
310.4534,305.1112,-5.3422
310.5130,305.1669,-5.3461
310.5467,305.1913,-5.3554
310.5382,305.1759,-5.3624
310.4918,305.1281,-5.3636
310.4463,305.0825,-5.3638
310.4252,305.0691,-5.3561
310.4182,305.0685,-5.3497
310.4216,305.0709,-5.3507
310.4323,305.0748,-5.3574
310.4525,305.0907,-5.3618
310.5064,305.1393,-5.3671
310.5573,305.1862,-5.3711
310.5715,305.2010,-5.3704
310.5503,305.1794,-5.3709
310.5039,305.1314,-5.3725
310.4654,305.0932,-5.3722
310.4447,305.0797,-5.3650
310.4343,305.0732,-5.3611
310.4350,305.0762,-5.3587
310.4488,305.0865,-5.3623
310.4806,305.1139,-5.3666
310.5372,305.1703,-5.3669
310.5753,305.2057,-5.3695
310.5781,305.2037,-5.3744
310.5464,305.1720,-5.3743
310.5013,305.1217,-5.3796
310.4700,305.0967,-5.3733
310.4563,305.0889,-5.3674
310.4482,305.0815,-5.3667
310.4546,305.0828,-5.3719
310.4697,305.0928,-5.3769
310.5132,305.1288,-5.3844
310.5648,305.1827,-5.3821
310.5900,305.2137,-5.3763
310.5779,305.2043,-5.3736
310.5346,305.1543,-5.3802
310.4897,305.1013,-5.3883
310.4646,305.0851,-5.3795
310.4489,305.0802,-5.3687
310.4474,305.0785,-5.3690
310.4550,305.0814,-5.3737
310.4702,305.0942,-5.3759
310.5169,305.1408,-5.3761
310.5669,305.1911,-5.3757
310.5859,305.2066,-5.3792
310.5696,305.1855,-5.3842
310.5247,305.1374,-5.3873
310.4894,305.1023,-5.3871
310.4678,305.0912,-5.3766
310.4564,305.0858,-5.3705
310.4546,305.0874,-5.3671
310.4614,305.0903,-5.3711
310.4862,305.1165,-5.3696
310.5404,305.1729,-5.3675
310.5895,305.2160,-5.3735
310.5989,305.2155,-5.3834
310.5653,305.1808,-5.3844
310.5173,305.1277,-5.3896
310.4832,305.0987,-5.3844
310.4606,305.0890,-5.3716
310.4525,305.0804,-5.3720
310.4553,305.0779,-5.3775
310.4639,305.0889,-5.3750
310.5036,305.1282,-5.3754
310.5630,305.1848,-5.3782
310.5973,305.2155,-5.3818
310.5895,305.2050,-5.3846
310.5470,305.1550,-5.3920
310.5023,305.1028,-5.3995
310.4784,305.0857,-5.3927
310.4636,305.0753,-5.3882
310.4500,305.0688,-5.3813
310.4525,305.0737,-5.3788
310.4702,305.0890,-5.3812
310.5209,305.1385,-5.3823
310.5742,305.1907,-5.3835
310.5920,305.2049,-5.3871
310.5708,305.1841,-5.3867
310.5223,305.1367,-5.3856
310.4869,305.0969,-5.3900
310.4666,305.0809,-5.3857
310.4529,305.0734,-5.3795
310.4517,305.0774,-5.3743
310.4629,305.0859,-5.3770
310.4888,305.1101,-5.3787
310.5396,305.1623,-5.3773
310.5814,305.2014,-5.3799
310.5873,305.2009,-5.3864
310.5550,305.1660,-5.3890
310.5038,305.1128,-5.3910
310.4707,305.0846,-5.3861
310.4565,305.0724,-5.3841
310.4478,305.0664,-5.3813
310.4463,305.0731,-5.3731
310.4632,305.0898,-5.3734
310.5044,305.1309,-5.3735
310.5596,305.1851,-5.3745
310.5920,305.2129,-5.3791
310.5822,305.1992,-5.3830
310.5408,305.1539,-5.3869
310.4926,305.1072,-5.3854
310.4679,305.0889,-5.3790
310.4541,305.0807,-5.3734
310.4451,305.0714,-5.3736
310.4487,305.0743,-5.3744
310.4672,305.0939,-5.3733
310.5184,305.1404,-5.3779
310.5721,305.1913,-5.3808
310.5905,305.2052,-5.3853
310.5655,305.1815,-5.3840
310.5157,305.1297,-5.3860
310.4771,305.0898,-5.3874
310.4581,305.0764,-5.3817
310.4482,305.0687,-5.3795
310.4498,305.0717,-5.3781
310.4615,305.0824,-5.3791
310.4911,305.1104,-5.3807
310.5455,305.1649,-5.3806
310.5842,305.2030,-5.3812
310.5849,305.2019,-5.3830
310.5516,305.1650,-5.3866
310.5023,305.1112,-5.3911
310.4668,305.0844,-5.3824
310.4467,305.0788,-5.3679
310.4373,305.0721,-5.3652
310.4414,305.0696,-5.3718
310.4564,305.0801,-5.3762
310.4969,305.1230,-5.3740
310.5539,305.1791,-5.3748
310.5820,305.2062,-5.3757
310.5740,305.1952,-5.3788
310.5324,305.1491,-5.3832
310.4850,305.1008,-5.3842
310.4603,305.0809,-5.3794
310.4490,305.0758,-5.3732
310.4471,305.0767,-5.3704
310.4569,305.0828,-5.3742
310.4787,305.0993,-5.3794
310.5267,305.1494,-5.3773
310.5754,305.1997,-5.3757
310.5914,305.2137,-5.3776
310.5667,305.1895,-5.3772
310.5179,305.1358,-5.3821
310.4805,305.0936,-5.3869
310.4637,305.0809,-5.3828
310.4557,305.0732,-5.3824
310.4580,305.0762,-5.3818
310.4691,305.0875,-5.3815
310.4964,305.1107,-5.3857
310.5515,305.1664,-5.3852
310.5954,305.2092,-5.3862
310.6027,305.2090,-5.3937
310.5718,305.1750,-5.3968
310.5191,305.1202,-5.3990
310.4852,305.0901,-5.3952
310.4690,305.0829,-5.3861
310.4568,305.0772,-5.3796
310.4581,305.0803,-5.3778
310.4694,305.0892,-5.3802
310.5086,305.1249,-5.3837
310.5647,305.1816,-5.3830
310.5939,305.2072,-5.3867
310.5874,305.1953,-5.3922
310.5475,305.1550,-5.3925
310.5009,305.1108,-5.3900
310.4728,305.0882,-5.3846
310.4600,305.0779,-5.3821
310.4580,305.0744,-5.3836
310.4620,305.0781,-5.3839
310.4788,305.0968,-5.3820
310.5297,305.1461,-5.3836
310.5857,305.1974,-5.3883
310.6011,305.2157,-5.3854
310.5799,305.1934,-5.3865
310.5363,305.1386,-5.3978
310.5007,305.1023,-5.3984
310.4770,305.0869,-5.3901
310.4647,305.0760,-5.3887
310.4589,305.0734,-5.3855
310.4656,305.0847,-5.3810
310.4966,305.1128,-5.3838
310.5526,305.1688,-5.3839
310.5924,305.2082,-5.3842
310.5960,305.2058,-5.3902
310.5638,305.1709,-5.3929
310.5145,305.1196,-5.3949
310.4840,305.0944,-5.3896
310.4670,305.0829,-5.3842
310.4510,305.0702,-5.3808
310.4511,305.0709,-5.3802
310.4648,305.0772,-5.3876
310.4973,305.1115,-5.3858
310.5469,305.1633,-5.3836
310.5733,305.1886,-5.3847
310.5644,305.1777,-5.3866
310.5227,305.1322,-5.3905
310.4776,305.0823,-5.3953
310.4497,305.0586,-5.3911
310.4357,305.0490,-5.3866
310.4328,305.0477,-5.3851
310.4372,305.0556,-5.3816
310.4516,305.0773,-5.3743
310.4936,305.1265,-5.3671
310.5372,305.1725,-5.3647
310.5492,305.1796,-5.3696
310.5268,305.1531,-5.3737
310.4786,305.0947,-5.3839
310.4319,305.0513,-5.3806
310.4037,305.0406,-5.3631
310.3914,305.0350,-5.3564
310.3935,305.0327,-5.3608
310.4042,305.0398,-5.3644
310.4281,305.0706,-5.3575
310.4786,305.1282,-5.3504
310.5263,305.1698,-5.3566
310.5367,305.1715,-5.3652
310.5094,305.1406,-5.3688
310.4587,305.0894,-5.3693
310.4301,305.0634,-5.3666
310.4184,305.0545,-5.3639
310.4175,305.0524,-5.3651
310.4297,305.0603,-5.3694
310.4435,305.0735,-5.3699
310.4822,305.1118,-5.3705
310.5427,305.1726,-5.3701
310.5700,305.2001,-5.3699
310.5533,305.1821,-5.3712
310.5099,305.1345,-5.3754
310.4667,305.0852,-5.3815
310.4453,305.0633,-5.3820
310.4347,305.0629,-5.3719
310.4366,305.0648,-5.3718
310.4463,305.0700,-5.3763
310.4666,305.0876,-5.3790
310.5135,305.1364,-5.3772
310.5637,305.1870,-5.3767
310.5819,305.2009,-5.3810
310.5615,305.1757,-5.3858
310.5193,305.1270,-5.3924
310.4850,305.0931,-5.3919
310.4725,305.0894,-5.3831
310.4672,305.0842,-5.3829
310.4670,305.0867,-5.3803
310.4819,305.0958,-5.3860
310.5104,305.1211,-5.3893
310.5620,305.1711,-5.3909
310.6037,305.2076,-5.3961
310.6067,305.2096,-5.3970
310.5744,305.1737,-5.4007
310.5281,305.1261,-5.4020
310.5002,305.1069,-5.3932
310.4845,305.0967,-5.3878
310.4748,305.0892,-5.3857
310.4814,305.0926,-5.3889
310.4987,305.1021,-5.3965
310.5341,305.1360,-5.3980
310.5856,305.1851,-5.4005
310.6106,305.2084,-5.4022
310.6062,305.1997,-5.4065
310.5724,305.1613,-5.4111
310.5243,305.1179,-5.4064
310.5005,305.1009,-5.3996
310.4867,305.0905,-5.3962
310.4797,305.0853,-5.3943
310.4851,305.0942,-5.3909
310.4990,305.1106,-5.3884
310.5450,305.1532,-5.3918
310.6005,305.2008,-5.3997
310.6184,305.2161,-5.4023
310.5988,305.1951,-5.4037
310.5589,305.1466,-5.4123
310.5201,305.1053,-5.4148
310.4969,305.0939,-5.4030
310.4929,305.0905,-5.4024
310.4935,305.0925,-5.4011
310.4948,305.0954,-5.3993
310.5151,305.1163,-5.3988
310.5677,305.1700,-5.3978
310.6104,305.2152,-5.3952
310.6187,305.2204,-5.3983
310.5929,305.1865,-5.4064
310.5423,305.1317,-5.4106
310.5114,305.1002,-5.4113
310.4967,305.0916,-5.4051
310.4839,305.0847,-5.3992
310.4824,305.0850,-5.3974
310.4963,305.0948,-5.4015
310.5370,305.1309,-5.4061
310.5937,305.1917,-5.4019
310.6294,305.2314,-5.3980
310.6318,305.2337,-5.3981
310.5915,305.1963,-5.3951
310.5350,305.1408,-5.3942
310.4994,305.1172,-5.3822
310.4735,305.1076,-5.3659
310.4519,305.0951,-5.3568
310.4330,305.0863,-5.3466
310.4240,305.0887,-5.3354
310.4443,305.1231,-5.3212
310.4661,305.1559,-5.3102
310.4447,305.1409,-5.3038
310.3728,305.0760,-5.2968
310.2608,304.9644,-5.2964
310.1392,304.8415,-5.2977
310.0256,304.7356,-5.2900
309.9677,304.6733,-5.2943
309.9708,304.6682,-5.3026
309.9914,304.6771,-5.3143
310.0192,304.6923,-5.3269
310.0811,304.7441,-5.3370
310.1672,304.8062,-5.3610
310.2735,304.8840,-5.3895
310.3745,304.9643,-5.4102
310.4674,305.0352,-5.4321
310.5583,305.1170,-5.4413
310.6553,305.2124,-5.4429
310.7413,305.2905,-5.4508
310.7841,305.3321,-5.4520
310.7990,305.3501,-5.4489
310.8274,305.3837,-5.4437
310.8649,305.4285,-5.4365
310.8593,305.4308,-5.4284
310.8153,305.3928,-5.4225
310.7498,305.3318,-5.4180
310.6833,305.2734,-5.4099
310.6432,305.2412,-5.4019
310.6164,305.2214,-5.3950
310.6020,305.2095,-5.3925
310.5962,305.2076,-5.3886
310.6035,305.2125,-5.3910
310.6311,305.2405,-5.3907
310.6646,305.2715,-5.3932
310.6678,305.2685,-5.3994
310.6261,305.2312,-5.3949
310.5609,305.1659,-5.3950
310.5064,305.1105,-5.3958
310.4763,305.0864,-5.3900
310.4576,305.0678,-5.3898
310.4442,305.0597,-5.3846
310.4413,305.0588,-5.3825
310.4636,305.0755,-5.3881
310.5142,305.1331,-5.3810
310.5555,305.1807,-5.3747
310.5571,305.1813,-5.3758
310.5248,305.1411,-5.3837
310.4763,305.0861,-5.3901
310.4401,305.0539,-5.3862
310.4232,305.0476,-5.3756
310.4170,305.0444,-5.3726
310.4178,305.0453,-5.3724
310.4299,305.0551,-5.3748
310.4694,305.0902,-5.3792
310.5226,305.1464,-5.3762
310.5498,305.1754,-5.3743
310.5368,305.1581,-5.3787
310.4916,305.1087,-5.3829
310.4443,305.0618,-5.3825
310.4220,305.0469,-5.3751
310.4067,305.0418,-5.3649
310.3958,305.0380,-5.3578
310.4029,305.0457,-5.3571
310.4237,305.0669,-5.3568
310.4674,305.1116,-5.3557
310.5208,305.1609,-5.3600
310.5352,305.1747,-5.3604
310.5157,305.1536,-5.3621
310.4729,305.1053,-5.3676
310.4280,305.0655,-5.3625
310.4075,305.0518,-5.3557
310.3962,305.0421,-5.3541
310.3898,305.0369,-5.3529
310.4005,305.0448,-5.3557
310.4275,305.0724,-5.3551
310.4861,305.1275,-5.3586
310.5322,305.1677,-5.3645
310.5326,305.1703,-5.3624
310.5014,305.1352,-5.3662
310.4536,305.0805,-5.3731
310.4207,305.0556,-5.3651
310.4016,305.0510,-5.3506
310.3896,305.0432,-5.3464
310.3911,305.0445,-5.3466
310.4056,305.0583,-5.3473
310.4421,305.0919,-5.3503
310.4948,305.1425,-5.3523
310.5266,305.1711,-5.3555
310.5225,305.1653,-5.3572
310.4795,305.1246,-5.3549
310.4264,305.0720,-5.3544
310.3976,305.0474,-5.3502
310.3814,305.0357,-5.3457
310.3745,305.0284,-5.3461
310.3769,305.0334,-5.3436
310.3942,305.0510,-5.3432
310.4441,305.0992,-5.3449
310.5019,305.1541,-5.3478
310.5228,305.1745,-5.3483
310.5037,305.1515,-5.3523
310.4514,305.0931,-5.3583
310.4029,305.0434,-5.3595
310.3731,305.0258,-5.3473
310.3581,305.0201,-5.3380
310.3593,305.0273,-5.3319
310.3717,305.0411,-5.3306
310.3970,305.0681,-5.3289
310.4529,305.1208,-5.3321
310.5019,305.1689,-5.3330
310.5078,305.1725,-5.3354
310.4723,305.1348,-5.3375
310.4142,305.0762,-5.3380
310.3719,305.0380,-5.3340
310.3571,305.0259,-5.3312
310.3522,305.0226,-5.3297
310.3503,305.0260,-5.3243
310.3584,305.0325,-5.3259
310.3931,305.0665,-5.3266
310.4536,305.1268,-5.3268
310.4917,305.1611,-5.3306
310.4854,305.1545,-5.3309
310.4396,305.1069,-5.3327
310.3893,305.0540,-5.3353
310.3605,305.0340,-5.3266
310.3416,305.0246,-5.3169
310.3351,305.0200,-5.3152
310.3399,305.0281,-5.3118
310.3515,305.0431,-5.3084
310.3954,305.0875,-5.3080
310.4518,305.1438,-5.3080
310.4810,305.1645,-5.3165
310.4600,305.1399,-5.3201
310.4018,305.0799,-5.3219
310.3466,305.0303,-5.3163
310.3193,305.0137,-5.3057
310.3093,305.0087,-5.3006
310.3053,305.0079,-5.2973
310.3070,305.0102,-5.2968
310.3263,305.0312,-5.2951
310.3906,305.0892,-5.3014
310.4459,305.1399,-5.3060
310.4537,305.1505,-5.3032
310.4241,305.1187,-5.3054
310.3654,305.0596,-5.3058
310.3188,305.0247,-5.2942
310.2975,305.0115,-5.2859
310.2884,305.0058,-5.2826
310.2946,305.0118,-5.2828
310.3117,305.0253,-5.2864
310.3463,305.0558,-5.2905
310.4056,305.1123,-5.2933
310.4401,305.1471,-5.2931
310.4309,305.1373,-5.2936
310.3874,305.0871,-5.3003
310.3326,305.0314,-5.3011
310.3065,305.0107,-5.2958
310.2968,305.0042,-5.2926
310.2872,305.0002,-5.2870
310.2900,305.0060,-5.2840
310.3088,305.0245,-5.2843
310.3594,305.0740,-5.2853
310.4191,305.1276,-5.2915
310.4438,305.1446,-5.2992
310.4221,305.1200,-5.3021
310.3731,305.0683,-5.3048
310.3300,305.0244,-5.3056
310.3101,305.0071,-5.3030
310.3037,305.0007,-5.3030
310.3009,305.0010,-5.2999
310.3056,305.0044,-5.3012
310.3345,305.0288,-5.3057
310.4023,305.0907,-5.3116
310.4581,305.1459,-5.3122
310.4724,305.1553,-5.3171
310.4480,305.1251,-5.3230
310.4035,305.0749,-5.3286
310.3734,305.0449,-5.3285
310.3558,305.0342,-5.3215
310.3505,305.0277,-5.3228
310.3538,305.0316,-5.3221
310.3656,305.0422,-5.3234
310.4029,305.0794,-5.3235
310.4675,305.1421,-5.3255
310.5121,305.1805,-5.3316
310.5177,305.1782,-5.3395
310.4813,305.1377,-5.3436
310.4294,305.0842,-5.3452
310.4004,305.0563,-5.3441
310.3885,305.0456,-5.3429
310.3852,305.0391,-5.3461
310.3906,305.0468,-5.3439
310.4106,305.0629,-5.3477
310.4610,305.1097,-5.3513
310.5203,305.1668,-5.3535
310.5442,305.1878,-5.3564
310.5325,305.1748,-5.3578
310.4909,305.1270,-5.3640
310.4459,305.0821,-5.3638
310.4240,305.0655,-5.3585
310.4107,305.0577,-5.3530
310.4072,305.0580,-5.3492
310.4158,305.0653,-5.3505
310.4407,305.0829,-5.3578
310.5001,305.1372,-5.3629
310.5528,305.1885,-5.3643
310.5645,305.2034,-5.3611
310.5450,305.1766,-5.3683
310.4944,305.1195,-5.3749
310.4512,305.0829,-5.3683
310.4293,305.0682,-5.3611
310.4159,305.0589,-5.3571
310.4179,305.0602,-5.3578
310.4338,305.0659,-5.3679
310.4718,305.0983,-5.3735
310.5283,305.1583,-5.3700
310.5651,305.1945,-5.3706
310.5630,305.1936,-5.3694
310.5259,305.1543,-5.3717
310.4722,305.1011,-5.3711
310.4442,305.0762,-5.3679
310.4330,305.0629,-5.3701
310.4250,305.0568,-5.3682
310.4269,305.0622,-5.3647
310.4392,305.0771,-5.3621
310.4818,305.1194,-5.3624
310.5380,305.1713,-5.3667
310.5627,305.1918,-5.3709
310.5491,305.1745,-5.3745
310.5005,305.1246,-5.3759
310.4577,305.0807,-5.3770
310.4347,305.0652,-5.3695
310.4181,305.0599,-5.3582
310.4169,305.0602,-5.3568
310.4243,305.0663,-5.3579
310.4464,305.0866,-5.3598
310.5015,305.1373,-5.3642
310.5481,305.1833,-5.3648
310.5530,305.1908,-5.3622
310.5256,305.1629,-5.3627
310.4815,305.1079,-5.3736
310.4452,305.0698,-5.3754
310.4277,305.0604,-5.3673
310.4148,305.0554,-5.3594
310.4159,305.0569,-5.3590
310.4274,305.0651,-5.3624
310.4599,305.0975,-5.3624
310.5172,305.1573,-5.3599
310.5570,305.1933,-5.3636
310.5505,305.1837,-5.3669
310.5037,305.1353,-5.3683
310.4594,305.0819,-5.3775
310.4371,305.0607,-5.3763
310.4207,305.0534,-5.3672
310.4133,305.0510,-5.3623
310.4170,305.0539,-5.3632
310.4342,305.0700,-5.3642
310.4791,305.1169,-5.3623
310.5351,305.1716,-5.3635
310.5567,305.1894,-5.3674
310.5426,305.1713,-5.3713
310.4963,305.1220,-5.3743
310.4497,305.0754,-5.3743
310.4268,305.0612,-5.3657
310.4159,305.0564,-5.3595
310.4121,305.0541,-5.3580
310.4164,305.0599,-5.3564
310.4386,305.0836,-5.3551
310.4913,305.1324,-5.3589
310.5405,305.1744,-5.3661
310.5483,305.1812,-5.3671
310.5170,305.1475,-5.3696
310.4673,305.0898,-5.3774
310.4345,305.0582,-5.3763
310.4200,305.0562,-5.3639
310.4109,305.0535,-5.3574
310.4099,305.0517,-5.3582
310.4166,305.0559,-5.3607
310.4503,305.0853,-5.3650
310.5116,305.1389,-5.3727
310.5458,305.1739,-5.3719
310.5395,305.1725,-5.3671
310.5001,305.1330,-5.3671
310.4550,305.0835,-5.3716
310.4308,305.0587,-5.3721
310.4151,305.0480,-5.3671
310.4067,305.0461,-5.3605
310.4052,305.0468,-5.3583
310.4153,305.0587,-5.3567
310.4599,305.1033,-5.3566
310.5134,305.1595,-5.3539
310.5418,305.1794,-5.3624
310.5280,305.1620,-5.3661
310.4882,305.1146,-5.3736
310.4502,305.0732,-5.3770
310.4312,305.0608,-5.3705
310.4179,305.0545,-5.3634
310.4097,305.0492,-5.3605
310.4157,305.0506,-5.3652
310.4361,305.0698,-5.3663
310.4853,305.1251,-5.3602
310.5322,305.1709,-5.3614
310.5492,305.1776,-5.3715
310.5246,305.1511,-5.3735
310.4767,305.1010,-5.3758
310.4419,305.0661,-5.3759
310.4244,305.0597,-5.3647
310.4155,305.0542,-5.3613
310.4144,305.0500,-5.3643
310.4264,305.0607,-5.3657
310.4581,305.0926,-5.3655
310.5119,305.1490,-5.3629
310.5491,305.1844,-5.3647
310.5439,305.1802,-5.3637
310.5097,305.1454,-5.3642
310.4651,305.0952,-5.3699
310.4361,305.0661,-5.3700
310.4195,305.0563,-5.3632
310.4116,305.0511,-5.3605
310.4144,305.0535,-5.3609
310.4322,305.0660,-5.3662
310.4739,305.1067,-5.3672
310.5260,305.1594,-5.3666
310.5502,305.1831,-5.3670
310.5354,305.1685,-5.3669
310.4928,305.1180,-5.3747
310.4526,305.0743,-5.3783
310.4292,305.0577,-5.3716
310.4136,305.0462,-5.3674
310.4063,305.0448,-5.3615
310.4127,305.0554,-5.3573
