leadI_mV,leadII_mV,leadIII_mV
305.1854,305.1819,-0.0034
305.3011,305.2503,-0.0509
305.8427,305.5278,-0.3149
305.5818,305.3757,-0.2061
305.2043,305.1910,-0.0132
305.1868,305.1827,-0.0041
305.2075,305.2151,0.0077
305.3577,305.5425,0.1848
305.3284,305.5688,0.2404
305.1936,305.2225,0.0289
305.1828,305.1813,-0.0015
305.1855,305.1838,-0.0017
305.2496,305.3341,0.0845
305.3824,305.5362,0.1538
305.2552,305.2779,0.0227
305.1880,305.1852,-0.0028
305.1874,305.1844,-0.0030
305.2462,305.2960,0.0497
305.4038,305.7040,0.3002
305.2689,305.4490,0.1801
305.1841,305.1905,0.0063
305.1836,305.1811,-0.0025
305.1931,305.1986,0.0055
305.3375,305.3841,0.0467
305.3943,305.4081,0.0137
305.2166,305.2090,-0.0076
305.1870,305.1815,-0.0055
305.1911,305.1895,-0.0016
305.2833,305.4126,0.1293
305.3439,305.6730,0.3291
305.2094,305.2994,0.0900
305.1830,305.1830,0.0001
305.1837,305.1840,0.0003
305.2141,305.2421,0.0280
305.3756,305.4655,0.0898
305.3200,305.3380,0.0180
305.1955,305.1894,-0.0061
305.1874,305.1827,-0.0047
305.2091,305.2136,0.0045
305.3795,305.5305,0.1509
305.3472,305.5547,0.2075
305.1963,305.2202,0.0239
305.1837,305.1806,-0.0031
305.1852,305.1860,0.0008
305.2472,305.3434,0.0963
305.3745,305.5457,0.1712
305.2507,305.2783,0.0275
305.1877,305.1838,-0.0040
305.1873,305.1849,-0.0024
305.2543,305.2977,0.0434
305.4108,305.6895,0.2787
305.2609,305.4331,0.1722
305.1844,305.1887,0.0042
305.1835,305.1806,-0.0029
305.1877,305.1946,0.0069
305.2782,305.3485,0.0703
305.3266,305.3694,0.0428
305.2081,305.2050,-0.0031
305.1861,305.1836,-0.0025
305.1916,305.1898,-0.0017
305.2729,305.3881,0.1152
305.3204,305.6090,0.2887
305.2054,305.2808,0.0754
305.1839,305.1816,-0.0023
305.1826,305.1824,-0.0003
305.2053,305.2522,0.0470
305.3326,305.5136,0.1810
305.2898,305.3586,0.0688
305.1921,305.1903,-0.0018
305.1866,305.1837,-0.0030
305.2024,305.2129,0.0105
305.3094,305.5040,0.1946
305.2773,305.5151,0.2378
305.1886,305.2145,0.0260
305.1829,305.1797,-0.0033
305.1854,305.1849,-0.0005
305.2248,305.3558,0.1310
305.3086,305.5651,0.2564
305.2299,305.2796,0.0497
305.1867,305.1841,-0.0026
305.1860,305.1849,-0.0010
305.2521,305.3029,0.0508
305.4168,305.7038,0.2870
305.2682,305.4337,0.1656
305.1843,305.1887,0.0044
305.1844,305.1805,-0.0039
305.1892,305.2012,0.0120
305.2623,305.4214,0.1592
305.2995,305.4277,0.1282
305.2031,305.2092,0.0061
305.1854,305.1845,-0.0009
305.1896,305.1909,0.0013
305.2668,305.3893,0.1226
305.3072,305.6060,0.2988
305.2008,305.2790,0.0782
305.1832,305.1805,-0.0027
305.1830,305.1803,-0.0027
305.2035,305.2612,0.0577
305.3324,305.5555,0.2231
305.2932,305.3759,0.0827
305.1936,305.1889,-0.0047
305.1880,305.1821,-0.0059
305.2066,305.2141,0.0074
305.3287,305.5227,0.1940
305.2899,305.5247,0.2349
305.1909,305.2165,0.0256
305.1846,305.1831,-0.0015
305.1855,305.1870,0.0015
305.2522,305.3394,0.0872
305.3737,305.5086,0.1349
305.2453,305.2598,0.0145
305.1864,305.1834,-0.0030
305.1859,305.1831,-0.0027
305.2235,305.2866,0.0630
305.3029,305.6249,0.3220
305.2227,305.3961,0.1735
305.1842,305.1877,0.0036
305.1830,305.1806,-0.0024
305.1893,305.2148,0.0255
305.3024,305.5515,0.2491
305.3486,305.5674,0.2188
305.2081,305.2217,0.0137
305.1859,305.1808,-0.0050
305.1926,305.1905,-0.0020
305.2865,305.4087,0.1223
305.3307,305.6363,0.3057
305.2026,305.2851,0.0825
305.1835,305.1823,-0.0012
305.1835,305.1816,-0.0018
305.1966,305.2543,0.0577
305.2834,305.4888,0.2054
305.2596,305.3294,0.0698
305.1921,305.1882,-0.0039
305.1862,305.1827,-0.0035
305.2043,305.2191,0.0148
305.3124,305.5378,0.2253
305.2716,305.5212,0.2496
305.1877,305.2137,0.0259
305.1827,305.1804,-0.0023
305.1859,305.1906,0.0047
305.2635,305.5883,0.3248
305.3936,306.0304,0.6368
305.2495,305.3764,0.1270
305.1876,305.1847,-0.0030
305.1871,305.1829,-0.0042
305.2343,305.2897,0.0554
305.3440,305.6344,0.2904
305.2399,305.3994,0.1595
305.1835,305.1888,0.0053
305.1815,305.1810,-0.0005
305.1874,305.2108,0.0234
305.2744,305.4998,0.2254
305.3144,305.5060,0.1916
305.2047,305.2155,0.0108
305.1862,305.1819,-0.0043
305.1940,305.1901,-0.0039
305.3269,305.4285,0.1015
305.3946,305.6524,0.2578
305.2155,305.2820,0.0665
305.1849,305.1810,-0.0038
305.1853,305.1806,-0.0047
305.2165,305.2545,0.0381
305.3704,305.5062,0.1358
305.3023,305.3444,0.0421
305.1944,305.1895,-0.0050
305.1870,305.1823,-0.0047
305.2024,305.2201,0.0177
305.2966,305.5433,0.2467
305.2568,305.5246,0.2678
305.1862,305.2114,0.0252
305.1819,305.1789,-0.0030
305.1843,305.1873,0.0031
305.2676,305.3841,0.1165
305.4011,305.5846,0.1835
305.2490,305.2751,0.0261
305.1886,305.1847,-0.0039
305.1885,305.1821,-0.0063
305.2434,305.2872,0.0438
305.3570,305.6098,0.2528
305.2393,305.3764,0.1371
305.1857,305.1881,0.0024
305.1867,305.1826,-0.0041
305.1997,305.2121,0.0125
305.3555,305.4749,0.1194
305.3891,305.4647,0.0756
305.2125,305.2091,-0.0034
305.1874,305.1811,-0.0063
305.1926,305.1905,-0.0022
305.3043,305.4042,0.0999
305.3530,305.5979,0.2449
305.2069,305.2676,0.0607
305.1842,305.1812,-0.0030
305.1849,305.1819,-0.0030
305.2107,305.2640,0.0533
305.3461,305.5262,0.1801
305.2927,305.3498,0.0571
305.1934,305.1906,-0.0028
305.1867,305.1836,-0.0031
305.2140,305.2204,0.0064
305.3674,305.5121,0.1447
305.3051,305.4754,0.1703
305.1886,305.2045,0.0160
305.1831,305.1797,-0.0034
305.1856,305.1854,-0.0002
305.2740,305.3402,0.0662
305.4096,305.4959,0.0863
305.2495,305.2545,0.0050
305.1860,305.1841,-0.0019
305.1855,305.1849,-0.0007
305.2309,305.2943,0.0634
305.3091,305.6100,0.3009
305.2155,305.3681,0.1527
305.1819,305.1854,0.0035
305.1855,305.1806,-0.0049
305.1971,305.2116,0.0145
305.3286,305.4560,0.1273
305.3652,305.4402,0.0750
305.2097,305.2054,-0.0043
305.1856,305.1819,-0.0037
305.1920,305.1909,-0.0011
305.2960,305.4001,0.1042
305.3250,305.5803,0.2554
305.1995,305.2613,0.0618
305.1845,305.1815,-0.0030
305.1847,305.1818,-0.0028
305.2228,305.3841,0.1613
305.3836,306.0241,0.6405
305.3004,305.5679,0.2675
305.1898,305.1934,0.0037
305.1855,305.1830,-0.0024
305.2076,305.2217,0.0141
305.3204,305.5292,0.2088
305.2690,305.4886,0.2196
305.1877,305.2066,0.0189
305.1840,305.1817,-0.0023
305.1878,305.1892,0.0014
305.2934,305.3604,0.0669
305.4416,305.5203,0.0787
305.2555,305.2560,0.0006
305.1870,305.1823,-0.0047
305.1863,305.1828,-0.0035
305.2666,305.3114,0.0449
305.4205,305.6624,0.2418
305.2578,305.3851,0.1273
305.1863,305.1876,0.0013
305.1848,305.1826,-0.0021
305.1989,305.2692,0.0703
305.3602,305.9332,0.5730
305.3815,305.8246,0.4431
305.2066,305.2318,0.0252
305.1842,305.1819,-0.0023
305.1929,305.1922,-0.0007
305.3036,305.4078,0.1042
305.3390,305.5812,0.2422
305.2007,305.2587,0.0580
305.1826,305.1813,-0.0013
305.1820,305.1828,0.0008
305.1041,305.2726,0.1685
304.8881,305.5393,0.6512
305.0768,305.3427,0.2659
305.1861,305.1866,0.0004
305.1862,305.1815,-0.0048
305.2086,305.2222,0.0135
305.3179,305.5277,0.2099
305.2585,305.4783,0.2197
305.1860,305.2042,0.0182
305.1842,305.1815,-0.0027
305.1867,305.1905,0.0038
305.2539,305.4337,0.1798
305.3550,305.6542,0.2992
305.2331,305.2808,0.0477
305.1870,305.1842,-0.0028
305.1874,305.1852,-0.0022
305.2534,305.3013,0.0479
305.3648,305.6097,0.2449
305.2338,305.3593,0.1254
305.1844,305.1864,0.0020
305.1827,305.1825,-0.0002
305.1965,305.2163,0.0197
305.3485,305.4826,0.1341
305.3692,305.4482,0.0789
305.2079,305.2074,-0.0005
305.1881,305.1831,-0.0050
305.1931,305.1910,-0.0020
305.2594,305.4102,0.1508
305.2663,305.5707,0.3044
305.1899,305.2554,0.0655
305.1843,305.1813,-0.0031
305.1837,305.1798,-0.0040
305.2048,305.2609,0.0561
305.3035,305.4918,0.1883
305.2594,305.3196,0.0602
305.1896,305.1872,-0.0024
305.1859,305.1835,-0.0024
305.2058,305.2254,0.0196
305.2929,305.5311,0.2382
305.2376,305.4733,0.2357
305.1836,305.2031,0.0195
305.1832,305.1819,-0.0013
305.1868,305.1915,0.0047
305.2559,305.3916,0.1357
305.3565,305.5573,0.2007
305.2338,305.2605,0.0267
305.1878,305.1849,-0.0029
305.1874,305.1835,-0.0039
305.2378,305.3092,0.0714
305.3180,305.6235,0.3055
305.2191,305.3546,0.1355
305.1840,305.1842,0.0002
305.1835,305.1792,-0.0043
305.1895,305.2305,0.0410
305.2845,305.5974,0.3129
305.3070,305.5343,0.2273
305.2009,305.2103,0.0094
305.1866,305.1837,-0.0028
305.1926,305.1942,0.0016
305.2775,305.4049,0.1274
305.2884,305.5634,0.2751
305.1934,305.2542,0.0608
305.1858,305.1826,-0.0032
305.1855,305.1825,-0.0031
305.2023,305.2872,0.0849
305.2858,305.5709,0.2851
305.2497,305.3465,0.0968
305.1900,305.1871,-0.0029
305.1860,305.1825,-0.0036
305.2103,305.2276,0.0173
305.3187,305.5450,0.2263
305.2576,305.4761,0.2185
305.1862,305.2016,0.0154
305.1826,305.1809,-0.0016
305.1725,305.1918,0.0193
304.9741,305.4254,0.4514
304.8687,305.6079,0.7392
305.1445,305.2661,0.1216
305.1866,305.1833,-0.0033
305.1870,305.1846,-0.0024
305.2412,305.3089,0.0677
305.3165,305.6006,0.2841
305.2128,305.3396,0.1268
305.1823,305.1839,0.0016
305.1836,305.1818,-0.0018
305.1964,305.2368,0.0403
305.3269,305.6463,0.3194
305.3418,305.5817,0.2399
305.2024,305.2142,0.0117
305.1864,305.1825,-0.0039
305.1817,305.1981,0.0163
305.1820,305.1819,-0.0001
305.1844,305.1915,0.0071
305.2512,305.3757,0.1246
305.3380,305.4893,0.1512
305.2255,305.2361,0.0106
305.1877,305.1836,-0.0042
305.1891,305.1857,-0.0034
305.2344,305.3358,0.1014
305.2835,305.6406,0.3571
305.2027,305.3390,0.1363
305.1836,305.1844,0.0008
305.1837,305.1812,-0.0025
305.1957,305.2343,0.0386
305.3145,305.5551,0.2406
305.3184,305.4619,0.1435
305.1997,305.2012,0.0015
305.1878,305.1827,-0.0051
305.1991,305.1989,-0.0002
305.3218,305.4620,0.1403
305.3212,305.5855,0.2643
305.1947,305.2425,0.0478
305.1826,305.1811,-0.0016
305.1825,305.1818,-0.0007
305.2322,305.2785,0.0464
305.3813,305.4914,0.1101
305.2762,305.2969,0.0208
305.1908,305.1846,-0.0062
305.1871,305.1823,-0.0048
305.2211,305.2404,0.0192
305.3487,305.5699,0.2213
305.2615,305.4598,0.1984
305.1850,305.1987,0.0137
305.1831,305.1797,-0.0035
305.1895,305.1926,0.0031
305.3193,305.4101,0.0908
305.4320,305.5210,0.0890
305.2362,305.2405,0.0043
305.1872,305.1843,-0.0029
305.1898,305.1855,-0.0042
305.2737,305.3384,0.0647
305.3723,305.6290,0.2567
305.2225,305.3275,0.1049
305.1814,305.1828,0.0014
305.1822,305.1818,-0.0004
305.2065,305.2259,0.0194
305.3886,305.4777,0.0891
305.3681,305.3955,0.0274
305.2023,305.1976,-0.0047
305.1871,305.1841,-0.0030
305.1945,305.2006,0.0062
305.2831,305.4564,0.1733
305.2749,305.5624,0.2875
305.1884,305.2372,0.0488
305.1814,305.1815,0.0002
305.1833,305.1842,0.0009
305.2440,305.3069,0.0628
305.4185,305.5519,0.1335
305.2885,305.3103,0.0218
305.1891,305.1865,-0.0026
305.1877,305.1844,-0.0033
305.2299,305.2494,0.0195
305.3942,305.5968,0.2027
305.2897,305.4621,0.1724
305.1877,305.1970,0.0093
305.1836,305.1810,-0.0026
305.1883,305.1922,0.0040
305.3095,305.3744,0.0649
305.4115,305.4601,0.0486
305.2322,305.2272,-0.0050
305.1869,305.1833,-0.0036
305.1890,305.1851,-0.0039
305.2643,305.3374,0.0732
305.3503,305.6249,0.2746
305.2193,305.3265,0.1072
305.1837,305.1833,-0.0004
305.1827,305.1798,-0.0029
305.1928,305.2262,0.0334
305.2944,305.4949,0.2005
305.2975,305.4079,0.1104
305.1965,305.1962,-0.0003
305.1859,305.1812,-0.0046
305.1949,305.1988,0.0039
305.2785,305.4529,0.1744
305.2668,305.5498,0.2830
305.1888,305.2343,0.0455
305.1848,305.1812,-0.0036
305.1859,305.1864,0.0005
305.2523,305.5081,0.2558
305.4326,306.0986,0.6660
305.2907,305.4722,0.1815
305.1913,305.1875,-0.0038
305.1872,305.1833,-0.0040
305.2179,305.2554,0.0374
305.3130,305.6203,0.3073
305.2345,305.4651,0.2306
305.1832,305.1977,0.0145
305.1840,305.1830,-0.0010
305.1906,305.1968,0.0063
305.3498,305.4411,0.0913
305.4666,305.5513,0.0847
305.2397,305.2400,0.0002
305.1886,305.1825,-0.0061
305.1899,305.1867,-0.0032
305.2569,305.3445,0.0876
305.3245,305.6195,0.2950
305.2116,305.3188,0.1072
305.1847,305.1846,-0.0001
305.1833,305.1812,-0.0021
305.2114,305.2333,0.0219
305.4113,305.5131,0.1018
305.3737,305.4078,0.0341
305.1999,305.1975,-0.0024
305.1854,305.1827,-0.0027
305.1996,305.2045,0.0049
305.3453,305.5163,0.1710
305.3508,305.6245,0.2737
305.2003,305.2427,0.0424
305.1838,305.1813,-0.0025
305.1831,305.1844,0.0013
305.2422,305.3649,0.1227
305.4048,305.7172,0.3124
305.2785,305.3616,0.0830
305.1897,305.1848,-0.0049
305.1867,305.1814,-0.0053
305.2329,305.2519,0.0190
305.3874,305.5986,0.2112
305.2741,305.4498,0.1757
305.1849,305.1950,0.0101
305.1839,305.1814,-0.0025
305.1869,305.1963,0.0094
305.2574,305.4247,0.1673
305.3247,305.5056,0.1809
305.2148,305.2278,0.0131
305.1867,305.1809,-0.0058
305.1908,305.1863,-0.0045
305.3182,305.3749,0.0567
305.4619,305.6858,0.2238
305.2448,305.3328,0.0880
305.1824,305.1829,0.0005
305.1828,305.1814,-0.0014
305.1983,305.2431,0.0448
305.3146,305.5552,0.2406
305.3030,305.4294,0.1264
305.1976,305.1972,-0.0003
305.1868,305.1826,-0.0042
305.2012,305.2111,0.0099
305.3456,305.5831,0.2375
305.3384,305.6749,0.3365
305.1971,305.2430,0.0459
305.1841,305.1799,-0.0042
305.1844,305.1838,-0.0006
305.2237,305.3636,0.1400
305.3340,305.6930,0.3590
305.2502,305.3458,0.0956
305.1871,305.1844,-0.0027
305.1864,305.1827,-0.0037
305.2340,305.2721,0.0381
305.4013,305.6915,0.2902
305.2855,305.4984,0.2129
305.1868,305.1972,0.0104
305.1846,305.1828,-0.0018
305.1906,305.2008,0.0102
305.3376,305.4551,0.1175
305.4409,305.5372,0.0963
305.2334,305.2316,-0.0018
305.1864,305.1819,-0.0045
305.1888,305.1863,-0.0024
305.2539,305.3716,0.1177
305.3143,305.6647,0.3504
305.2090,305.3222,0.1132
305.1840,305.1832,-0.0008
305.1836,305.1815,-0.0020
305.2095,305.2332,0.0237
305.3829,305.4855,0.1027
305.3477,305.3801,0.0324
305.2001,305.1939,-0.0062
305.1870,305.1822,-0.0048
305.1996,305.2073,0.0077
305.3165,305.5195,0.2030
305.3056,305.5885,0.2829
305.1932,305.2303,0.0370
305.1841,305.1797,-0.0044
305.1854,305.1823,-0.0031
305.2400,305.2896,0.0497
305.3763,305.4706,0.0944
305.2618,305.2723,0.0105
305.1898,305.1850,-0.0048
305.1883,305.1837,-0.0047
305.2321,305.2607,0.0287
305.3713,305.6142,0.2430
305.2667,305.4413,0.1747
305.1859,305.1917,0.0059
305.1837,305.1805,-0.0032
305.1891,305.1960,0.0068
305.2874,305.3797,0.0923
305.3523,305.4249,0.0727
305.2153,305.2133,-0.0020
305.1856,305.1821,-0.0036
305.1903,305.1881,-0.0022
305.3128,305.3911,0.0783
305.4453,305.6989,0.2536
305.2416,305.3282,0.0866
305.1840,305.1814,-0.0026
305.1843,305.1799,-0.0044
305.2044,305.2319,0.0275
305.3513,305.4785,0.1272
305.3207,305.3729,0.0522
305.1966,305.1937,-0.0029
305.1877,305.1825,-0.0052
305.2014,305.2071,0.0057
305.3318,305.5294,0.1977
305.3241,305.5986,0.2745
305.1956,305.2322,0.0366
305.1833,305.1798,-0.0035
305.1848,305.1831,-0.0017
305.2430,305.3016,0.0586
305.3883,305.4913,0.1030
305.2666,305.2766,0.0099
305.1877,305.1849,-0.0028
305.1863,305.1844,-0.0019
305.2205,305.2742,0.0537
305.3163,305.6497,0.3334
305.2370,305.4505,0.2135
305.1846,305.1926,0.0081
305.1826,305.1809,-0.0016
305.1881,305.2279,0.0399
305.2974,305.8221,0.5247
305.3717,305.9599,0.5882
305.2195,305.2780,0.0586
305.1861,305.1823,-0.0038
305.1898,305.1886,-0.0013
305.2960,305.3773,0.0813
305.4009,305.6474,0.2465
305.2295,305.3084,0.0789
305.1839,305.1823,-0.0016
305.1829,305.1802,-0.0027
305.1959,305.2309,0.0350
305.3007,305.4552,0.1545
305.2835,305.3473,0.0638
305.1937,305.1915,-0.0023
305.1878,305.1844,-0.0034
305.2074,305.2140,0.0066
305.3841,305.5591,0.1750
305.3616,305.6157,0.2541
305.1974,305.2305,0.0331
305.1833,305.1804,-0.0028
305.1844,305.1852,0.0008
305.2622,305.3200,0.0578
305.4323,305.5233,0.0909
305.2759,305.2808,0.0049
305.1891,305.1846,-0.0045
305.1867,305.1852,-0.0016
305.2522,305.2973,0.0451
305.4833,305.7658,0.2825
305.3348,305.5167,0.1819
305.1892,305.1965,0.0074
305.1827,305.1808,-0.0019
305.1678,305.2007,0.0329
304.9839,305.4481,0.4641
304.9765,305.5027,0.5262
305.1693,305.2231,0.0538
305.1855,305.1826,-0.0030
305.1882,305.1879,-0.0002
305.2617,305.3873,0.1256
305.3178,305.6520,0.3343
305.2061,305.3039,0.0977
305.1827,305.1808,-0.0020
305.1840,305.1828,-0.0012
305.2166,305.2411,0.0244
305.4059,305.4869,0.0810
305.3473,305.3626,0.0154
305.1984,305.1912,-0.0072
305.1870,305.1831,-0.0039
305.2023,305.2126,0.0103
305.3354,305.5335,0.1981
305.3127,305.5745,0.2618
305.1933,305.2269,0.0336
305.1837,305.1821,-0.0016
305.1849,305.1850,0.0001
305.2539,305.3401,0.0862
305.3997,305.5467,0.1470
305.2609,305.2784,0.0175
305.1866,305.1816,-0.0050
305.1870,305.1813,-0.0057
305.2230,305.2716,0.0486
305.3130,305.6192,0.3062
305.2293,305.4202,0.1909
305.1835,305.1917,0.0082
305.1835,305.1808,-0.0027
305.1890,305.2033,0.0143
305.2973,305.4761,0.1788
305.3607,305.5206,0.1599
305.2153,305.2237,0.0084
305.1865,305.1844,-0.0022
305.1901,305.1906,0.0005
305.2788,305.3888,0.1100
305.3430,305.6426,0.2997
305.2119,305.2978,0.0859
305.1833,305.1803,-0.0030
305.1835,305.1810,-0.0025
305.2201,305.2436,0.0235
305.4206,305.4966,0.0760
305.3491,305.3611,0.0121
305.1953,305.1906,-0.0047
305.1872,305.1822,-0.0049
305.2044,305.2123,0.0079
305.3390,305.5343,0.1953
305.3109,305.5658,0.2549
305.1926,305.2234,0.0309
305.1838,305.1817,-0.0021
305.1849,305.1853,0.0004
305.2591,305.3296,0.0705
305.4132,305.5182,0.1049
305.2648,305.2716,0.0068
305.1858,305.1853,-0.0005
305.1856,305.1837,-0.0019
305.2362,305.2759,0.0397
305.3546,305.6225,0.2679
305.2443,305.4129,0.1686
305.1860,305.1884,0.0024
305.1843,305.1805,-0.0038
305.1929,305.2034,0.0105
305.3479,305.4403,0.0923
305.4137,305.4745,0.0608
305.2201,305.2168,-0.0033
305.1864,305.1828,-0.0035
305.1906,305.1883,-0.0022
305.2691,305.3854,0.1163
305.3234,305.6167,0.2933
305.2083,305.2868,0.0785
305.1848,305.1817,-0.0030
305.1856,305.1805,-0.0051
305.2278,305.2512,0.0233
305.4596,305.5246,0.0650
305.3744,305.3749,0.0005
305.1970,305.1920,-0.0050
305.1859,305.1820,-0.0038
305.2012,305.2120,0.0107
305.3143,305.5145,0.2002
305.2863,305.5383,0.2520
305.1898,305.2200,0.0302
305.1853,305.1825,-0.0028
305.1916,305.1923,0.0007
305.4861,305.6064,0.1203
305.9363,306.1416,0.2053
305.3955,305.4248,0.0293
305.1902,305.1858,-0.0044
305.1878,305.1843,-0.0036
305.2508,305.2883,0.0375
305.4128,305.6608,0.2480
305.2697,305.4224,0.1526
305.1859,305.1889,0.0030
305.1840,305.1804,-0.0036
305.1964,305.2050,0.0086
305.3952,305.4743,0.0791
305.4742,305.5128,0.0386
305.2287,305.2227,-0.0060
305.1863,305.1821,-0.0042
305.1922,305.1892,-0.0030
305.3051,305.4161,0.1110
305.3672,305.6631,0.2960
305.2104,305.2926,0.0822
305.1857,305.1812,-0.0045
305.1858,305.1814,-0.0044
305.2350,305.2575,0.0226
305.4836,305.5636,0.0800
305.3810,305.4016,0.0206
305.1951,305.1927,-0.0025
305.1848,305.1823,-0.0024
305.2027,305.2217,0.0190
305.3214,305.5874,0.2661
305.2937,305.5874,0.2937
305.1905,305.2200,0.0295
305.1826,305.1802,-0.0024
305.1868,305.1857,-0.0011
305.3435,305.4075,0.0640
305.6006,305.6887,0.0882
305.3121,305.3139,0.0018
305.1890,305.1849,-0.0041
305.1888,305.1848,-0.0041
305.2395,305.3028,0.0633
305.3644,305.7053,0.3409
305.2505,305.4389,0.1884
305.1851,305.1885,0.0034
305.1847,305.1805,-0.0042
305.1924,305.2244,0.0320
305.3297,305.6611,0.3313
305.3903,305.6961,0.3058
305.2184,305.2361,0.0177
305.1863,305.1809,-0.0054
305.1925,305.1917,-0.0008
305.3341,305.4381,0.1040
305.4298,305.7056,0.2758
305.2277,305.3038,0.0760
305.1851,305.1819,-0.0032
305.1842,305.1810,-0.0032
305.2394,305.2961,0.0567
305.5109,305.7331,0.2222
305.3960,305.4811,0.0851
305.1990,305.1949,-0.0041
305.1881,305.1819,-0.0061
305.2176,305.2274,0.0098
305.4314,305.6275,0.1961
305.3806,305.6165,0.2359
305.1958,305.2224,0.0266
305.1826,305.1822,-0.0004
305.1860,305.1900,0.0040
305.2891,305.4345,0.1454
305.4677,305.7372,0.2695
305.2729,305.3226,0.0497
305.1856,305.1856,0.0000
305.1864,305.1846,-0.0018
305.2301,305.2875,0.0574
305.3036,305.6237,0.3201
305.2119,305.3937,0.1818
305.1840,305.1877,0.0038
305.1849,305.1809,-0.0040
305.1943,305.2136,0.0193
305.3429,305.5473,0.2045
305.3985,305.5708,0.1723
305.2172,305.2250,0.0078
305.1878,305.1839,-0.0039
305.1930,305.1926,-0.0004
305.3057,305.4283,0.1227
305.3548,305.6480,0.2932
305.2054,305.2792,0.0738
305.1851,305.1803,-0.0048
305.1867,305.1794,-0.0074
305.2258,305.2934,0.0676
305.4158,305.6940,0.2781
305.3323,305.4423,0.1100
305.1928,305.1902,-0.0027
305.1859,305.1815,-0.0045
305.2026,305.2182,0.0155
305.2800,305.5157,0.2357
305.2348,305.4959,0.2612
305.1846,305.2082,0.0236
305.1844,305.1803,-0.0041
305.1859,305.1880,0.0022
305.2931,305.3889,0.0958
305.4721,305.6205,0.1483
305.2722,305.2895,0.0173
305.1883,305.1820,-0.0063
305.1884,305.1827,-0.0057
305.2292,305.2927,0.0634
305.3064,305.6176,0.3112
305.2198,305.3767,0.1569
305.1846,305.1853,0.0007
305.1837,305.1803,-0.0034
305.1995,305.2182,0.0187
305.4004,305.5613,0.1609
305.4537,305.5668,0.1131
305.2210,305.2218,0.0008
305.1873,305.1826,-0.0047
305.1929,305.1925,-0.0005
