leadI_mV,leadII_mV,leadIII_mV
305.8958,306.3621,0.4663
305.6674,305.7975,0.1301
305.2331,305.2331,0.0000
305.1875,305.1833,-0.0042
305.1628,305.2114,0.0486
304.8608,305.5126,0.6519
304.7494,305.5953,0.8459
305.1093,305.2471,0.1378
305.1833,305.1805,-0.0027
305.1930,305.2089,0.0159
305.4800,305.7068,0.2267
305.9344,306.1754,0.2410
305.4705,305.4984,0.0278
305.1981,305.1961,-0.0019
305.1869,305.1844,-0.0025
305.1160,305.2733,0.1572
304.7848,305.6328,0.8481
304.9032,305.4720,0.5688
305.1618,305.2017,0.0399
305.1822,305.1805,-0.0017
305.2188,305.2740,0.0552
305.5834,305.9197,0.3363
305.7480,305.9638,0.2158
305.3062,305.3185,0.0124
305.1885,305.1857,-0.0028
305.1801,305.1908,0.0107
305.0176,305.3865,0.3690
304.7375,305.6649,0.9274
305.0246,305.3401,0.3154
305.1804,305.1833,0.0028
305.1849,305.1848,-0.0002
305.3176,305.4318,0.1142
305.8398,306.1456,0.3058
305.6524,305.7489,0.0965
305.2303,305.2311,0.0007
305.1868,305.1846,-0.0023
305.1707,305.2118,0.0411
304.9395,305.5082,0.5687
304.8275,305.5848,0.7573
305.1187,305.2465,0.1277
305.1836,305.1815,-0.0021
305.2001,305.2148,0.0146
305.5221,305.7828,0.2608
305.9348,306.2600,0.3252
305.4572,305.5034,0.0461
305.1969,305.1952,-0.0017
305.1867,305.1857,-0.0010
305.1263,305.2823,0.1560
304.8390,305.6429,0.8039
304.9382,305.4666,0.5285
305.1664,305.1997,0.0332
305.1853,305.1796,-0.0057
305.2310,305.2728,0.0418
305.6783,305.9368,0.2585
305.8422,306.0007,0.1585
305.3156,305.3228,0.0071
305.1872,305.1831,-0.0041
305.1821,305.1888,0.0067
305.0098,305.3988,0.3890
304.7230,305.6690,0.9460
305.0238,305.3284,0.3046
305.1793,305.1824,0.0031
305.1868,305.1872,0.0004
305.3691,305.5641,0.1949
305.9576,306.3933,0.4357
305.6865,305.7940,0.1075
305.2316,305.2299,-0.0018
305.1871,305.1833,-0.0038
305.1611,305.2170,0.0559
304.8716,305.5294,0.6578
304.7713,305.5769,0.8056
305.1156,305.2377,0.1221
305.1843,305.1803,-0.0040
305.1993,305.2112,0.0119
305.5366,305.7247,0.1882
306.0058,306.2162,0.2104
305.4843,305.5078,0.0235
305.1971,305.1948,-0.0023
305.1863,305.1837,-0.0025
305.1122,305.2847,0.1725
304.7865,305.6424,0.8558
304.9146,305.4527,0.5381
305.1636,305.1990,0.0354
305.1829,305.1828,-0.0001
305.2213,305.2672,0.0459
305.5930,305.8800,0.2870
305.7449,305.9380,0.1930
305.2980,305.3113,0.0133
305.1870,305.1843,-0.0027
305.1818,305.1925,0.0107
305.0318,305.4051,0.3733
304.7812,305.6662,0.8850
305.0436,305.3244,0.2808
305.1794,305.1838,0.0044
305.1848,305.1899,0.0052
305.3584,305.5700,0.2116
305.9327,306.3625,0.4298
305.6678,305.7639,0.0961
305.2267,305.2260,-0.0006
305.1873,305.1828,-0.0045
305.1660,305.2167,0.0507
304.9163,305.5479,0.6316
304.8312,305.6081,0.7769
305.1255,305.2446,0.1191
305.1822,305.1810,-0.0013
305.1926,305.2061,0.0134
305.4260,305.6542,0.2283
305.7971,306.0986,0.3015
305.4218,305.4731,0.0513
305.1948,305.1936,-0.0012
305.1859,305.1837,-0.0023
305.1107,305.2915,0.1807
304.8033,305.6581,0.8548
304.9373,305.4555,0.5183
305.1659,305.1960,0.0300
305.1839,305.1805,-0.0034
305.2236,305.2732,0.0496
305.6192,305.9187,0.2995
305.7734,305.9591,0.1857
305.3024,305.3088,0.0063
305.1881,305.1820,-0.0061
305.1828,305.1910,0.0081
305.0592,305.4056,0.3464
304.8400,305.6783,0.8383
305.0606,305.3313,0.2708
305.1779,305.1841,0.0062
305.1860,305.1895,0.0035
305.3648,305.5426,0.1778
305.8728,306.2435,0.3707
305.6087,305.7174,0.1087
305.2206,305.2266,0.0060
305.1855,305.1837,-0.0017
305.1660,305.2184,0.0524
304.9383,305.5536,0.6153
304.8501,305.6118,0.7617
305.1285,305.2448,0.1162
305.1852,305.1800,-0.0052
305.1971,305.2139,0.0168
305.4833,305.7363,0.2530
305.8633,306.1608,0.2975
305.4198,305.4757,0.0558
305.1932,305.1935,0.0003
305.1869,305.1847,-0.0022
305.1185,305.2955,0.1770
304.8424,305.6768,0.8344
304.9634,305.4684,0.5050
305.1663,305.1992,0.0329
305.1822,305.1818,-0.0003
305.2419,305.3034,0.0616
305.7078,306.0347,0.3268
305.8156,305.9989,0.1833
305.2992,305.3071,0.0079
305.1894,305.1853,-0.0042
305.1822,305.1926,0.0103
305.0014,305.4125,0.4111
304.7533,305.6693,0.9161
305.0485,305.3230,0.2744
305.1813,305.1830,0.0017
305.1866,305.1863,-0.0003
305.3588,305.4911,0.1323
305.8642,306.1630,0.2988
305.6052,305.6912,0.0860
305.2192,305.2218,0.0026
305.1846,305.1837,-0.0009
305.1657,305.2253,0.0596
304.9335,305.5792,0.6457
304.8617,305.6083,0.7466
305.1333,305.2396,0.1063
305.1843,305.1826,-0.0017
305.1949,305.2047,0.0098
305.4542,305.6096,0.1554
305.8338,306.0203,0.1865
305.4226,305.4495,0.0269
305.1949,305.1915,-0.0034
305.1858,305.1848,-0.0010
305.1060,305.2963,0.1903
304.7944,305.6589,0.8645
304.9400,305.4510,0.5111
305.1645,305.1983,0.0338
305.1818,305.1818,0.0000
305.2198,305.2618,0.0421
305.5898,305.8265,0.2367
305.7293,305.8831,0.1537
305.2897,305.3019,0.0122
305.1861,305.1849,-0.0013
305.1795,305.1927,0.0131
305.0014,305.4094,0.4080
304.7376,305.6342,0.8967
305.0400,305.3040,0.2641
305.1804,305.1827,0.0024
305.1864,305.1883,0.0019
305.3608,305.5525,0.1917
305.9188,306.3107,0.3918
305.6420,305.7323,0.0903
305.2216,305.2201,-0.0014
305.1860,305.1832,-0.0027
305.1640,305.2209,0.0569
304.9287,305.5355,0.6068
304.8585,305.5701,0.7116
305.1329,305.2361,0.1031
305.1833,305.1810,-0.0022
305.2053,305.2202,0.0150
305.5683,305.7747,0.2065
305.9518,306.1972,0.2453
305.4329,305.4685,0.0356
305.1951,305.1913,-0.0038
305.1877,305.1832,-0.0045
305.1147,305.2962,0.1815
304.8243,305.6567,0.8323
304.9545,305.4487,0.4941
305.1694,305.1973,0.0279
305.1836,305.1818,-0.0018
305.2232,305.2768,0.0536
305.6059,305.9018,0.2959
305.7414,305.9196,0.1782
305.2901,305.3000,0.0099
305.1879,305.1837,-0.0042
305.1809,305.1919,0.0109
305.0146,305.4185,0.4038
304.7929,305.6630,0.8700
305.0657,305.3143,0.2485
305.1826,305.1831,0.0005
305.1879,305.1903,0.0024
305.3764,305.5361,0.1597
305.8928,306.1991,0.3063
305.6009,305.6721,0.0712
305.2165,305.2179,0.0014
305.1855,305.1830,-0.0025
305.1457,305.2264,0.0807
304.7850,305.5611,0.7761
304.7521,305.5613,0.8093
305.1248,305.2278,0.1030
305.1819,305.1783,-0.0036
305.2004,305.2175,0.0171
305.5141,305.7589,0.2448
305.8771,306.1465,0.2694
305.4140,305.4463,0.0323
305.1935,305.1901,-0.0034
305.1856,305.1848,-0.0009
305.1173,305.3123,0.1951
304.8628,305.7003,0.8375
304.9951,305.4566,0.4615
305.1741,305.1967,0.0226
305.1833,305.1818,-0.0015
305.2232,305.2910,0.0679
305.6258,306.0305,0.4046
305.7744,306.0628,0.2884
305.2962,305.3203,0.0241
305.1877,305.1847,-0.0030
305.1830,305.1969,0.0139
305.0335,305.4842,0.4507
304.8338,305.7863,0.9525
305.0799,305.3468,0.2669
305.1821,305.1836,0.0015
305.1861,305.1884,0.0022
305.3469,305.4991,0.1522
305.8323,306.1077,0.2754
305.5692,305.6230,0.0539
305.2125,305.2126,0.0001
305.1852,305.1827,-0.0025
305.1568,305.2240,0.0672
304.8526,305.5168,0.6642
304.8033,305.5017,0.6984
305.1310,305.2192,0.0882
305.1828,305.1820,-0.0008
305.2009,305.2359,0.0350
305.5422,305.8787,0.3365
305.9162,306.1945,0.2783
305.4171,305.4313,0.0142
305.1946,305.1887,-0.0059
305.1861,305.1841,-0.0020
305.1023,305.3033,0.2010
304.8056,305.6395,0.8339
304.9604,305.4124,0.4520
305.1704,305.1917,0.0213
305.1844,305.1797,-0.0047
305.2318,305.2917,0.0599
305.6449,305.9463,0.3014
305.7538,305.9140,0.1602
305.2849,305.2907,0.0059
305.1879,305.1821,-0.0058
305.1803,305.1927,0.0124
305.0045,305.4196,0.4151
304.7834,305.6436,0.8602
305.0660,305.3031,0.2372
305.1805,305.1830,0.0026
305.1851,305.1929,0.0078
305.3642,305.5851,0.2209
305.8972,306.3212,0.4240
305.6074,305.7085,0.1011
305.2176,305.2179,0.0003
305.1877,305.1837,-0.0039
305.1543,305.2298,0.0755
304.8583,305.5651,0.7068
304.8190,305.5509,0.7319
305.1343,305.2252,0.0909
305.1825,305.1815,-0.0009
305.2074,305.2678,0.0604
305.5699,306.1761,0.6063
305.9202,306.4877,0.5675
305.4132,305.4682,0.0550
305.1935,305.1897,-0.0038
305.1870,305.1850,-0.0020
305.0983,305.3094,0.2112
304.7924,305.6537,0.8613
304.9600,305.4183,0.4584
305.1704,305.1928,0.0224
305.1820,305.1806,-0.0013
305.2483,305.3092,0.0610
305.7284,306.0240,0.2956
305.7848,305.9500,0.1652
305.2795,305.2900,0.0106
305.1862,305.1846,-0.0016
305.1786,305.1948,0.0161
304.9980,305.4384,0.4404
304.7787,305.6581,0.8794
305.0669,305.2994,0.2325
305.1821,305.1828,0.0007
305.1894,305.1940,0.0046
305.4021,305.5751,0.1730
305.9375,306.2589,0.3214
305.5909,305.6872,0.0963
305.2115,305.2179,0.0065
305.1842,305.1843,0.0001
305.1488,305.2336,0.0848
304.8399,305.5940,0.7541
304.8215,305.5811,0.7596
305.1365,305.2282,0.0917
305.1827,305.1800,-0.0027
305.2023,305.2245,0.0221
305.5125,305.7652,0.2527
305.8302,306.1011,0.2708
305.3848,305.4324,0.0476
305.1938,305.1899,-0.0039
305.1866,305.1847,-0.0020
305.1026,305.3164,0.2138
304.8237,305.6708,0.8470
304.9800,305.4254,0.4454
305.1720,305.1918,0.0198
305.1837,305.1806,-0.0031
305.2397,305.3027,0.0630
305.6655,305.9674,0.3019
305.7335,305.8977,0.1642
305.2750,305.2839,0.0089
305.1882,305.1850,-0.0032
305.1776,305.1982,0.0205
304.9555,305.4563,0.5007
304.7318,305.6810,0.9492
305.0663,305.3067,0.2403
305.1811,305.1847,0.0036
305.1853,305.1916,0.0063
305.3663,305.5254,0.1591
305.8352,306.1401,0.3049
305.5480,305.6234,0.0753
305.2104,305.2111,0.0007
305.1855,305.1847,-0.0009
305.1507,305.2349,0.0842
304.8503,305.5905,0.7402
304.8357,305.5688,0.7331
305.1403,305.2265,0.0862
305.1858,305.1811,-0.0046
305.2010,305.2222,0.0211
305.4890,305.7551,0.2661
305.8024,306.0779,0.2755
305.3773,305.4109,0.0337
305.1909,305.1881,-0.0028
305.1856,305.1844,-0.0012
305.1014,305.3289,0.2275
304.8093,305.6958,0.8865
304.9738,305.4290,0.4553
305.1713,305.1934,0.0221
305.1823,305.1814,-0.0009
305.2239,305.2862,0.0623
305.5765,305.8721,0.2956
305.6569,305.8232,0.1663
305.2645,305.2745,0.0099
305.1869,305.1838,-0.0031
305.1791,305.1974,0.0183
305.0010,305.4627,0.4618
304.8072,305.6797,0.8725
305.0835,305.3005,0.2170
305.1827,305.1809,-0.0018
305.1898,305.1901,0.0003
305.3645,305.5143,0.1498
305.8116,306.0957,0.2841
305.5289,305.5955,0.0666
305.2093,305.2082,-0.0011
305.1874,305.1818,-0.0056
305.1525,305.2347,0.0822
304.8584,305.5867,0.7283
304.8426,305.5553,0.7127
305.1421,305.2222,0.0801
305.1836,305.1810,-0.0026
305.1963,305.2164,0.0201
305.4493,305.6680,0.2187
305.7516,305.9764,0.2247
305.3658,305.3936,0.0277
305.1901,305.1871,-0.0030
305.1843,305.1828,-0.0015
305.0817,305.3199,0.2383
304.7883,305.6668,0.8785
304.9877,305.4102,0.4225
305.1750,305.1913,0.0164
305.1847,305.1815,-0.0032
305.2437,305.3061,0.0623
305.6587,305.9303,0.2717
305.6996,305.8381,0.1385
305.2641,305.2720,0.0079
305.1871,305.1844,-0.0027
305.1772,305.1984,0.0212
304.9837,305.4710,0.4873
304.7979,305.6836,0.8857
305.0876,305.2983,0.2107
305.1824,305.1805,-0.0019
305.1884,305.1924,0.0040
305.4181,305.6139,0.1958
305.9193,306.2557,0.3364
305.5568,305.6264,0.0696
305.2099,305.2073,-0.0026
305.1867,305.1809,-0.0058
305.1533,305.2390,0.0857
304.8782,305.6044,0.7262
304.8716,305.5552,0.6836
305.1461,305.2208,0.0747
305.1833,305.1810,-0.0023
305.1961,305.2161,0.0199
305.4520,305.6713,0.2192
305.7414,305.9637,0.2223
305.3566,305.3863,0.0297
305.1894,305.1894,0.0000
305.1844,305.1844,0.0001
305.0764,305.3191,0.2427
304.7526,305.6405,0.8879
304.9625,305.3874,0.4248
305.1738,305.1899,0.0161
305.1843,305.1818,-0.0025
305.2560,305.4105,0.1545
305.7111,306.2871,0.5760
305.7097,305.9527,0.2430
305.2598,305.2675,0.0077
305.1876,305.1839,-0.0037
305.1781,305.1995,0.0215
304.9855,305.4522,0.4667
304.7980,305.6385,0.8405
305.0854,305.2850,0.1996
305.1827,305.1825,-0.0002
305.1910,305.1917,0.0006
305.4012,305.5567,0.1555
305.8651,306.1686,0.3035
305.5286,305.6037,0.0751
305.2054,305.2067,0.0012
305.1854,305.1829,-0.0024
305.1492,305.2406,0.0914
304.8640,305.5839,0.7199
304.8574,305.5244,0.6671
305.1423,305.2149,0.0726
305.1821,305.1821,0.0000
305.2075,305.2268,0.0193
305.5637,305.7731,0.2094
305.8855,306.0857,0.2002
305.3842,305.4060,0.0218
305.1906,305.1882,-0.0024
305.1866,305.1867,0.0001
305.1014,305.3347,0.2333
304.8488,305.6813,0.8325
305.0128,305.4046,0.3918
305.1767,305.1886,0.0119
305.1847,305.1812,-0.0035
305.2542,305.3489,0.0947
305.6971,306.0715,0.3744
305.7038,305.8752,0.1713
305.2599,305.2662,0.0063
305.1870,305.1830,-0.0039
305.1764,305.1997,0.0233
304.9585,305.4648,0.5063
304.7645,305.6330,0.8685
305.0812,305.2760,0.1947
305.1811,305.1797,-0.0014
305.1870,305.1928,0.0058
305.3890,305.5564,0.1674
305.8481,306.1229,0.2748
305.5130,305.5722,0.0592
305.2072,305.2054,-0.0017
305.1895,305.1844,-0.0052
305.1605,305.2415,0.0811
304.9126,305.5874,0.6748
304.8949,305.5259,0.6310
305.1499,305.2154,0.0654
305.1845,305.1804,-0.0041
305.2042,305.2295,0.0253
305.5126,305.7751,0.2625
305.7811,306.0462,0.2651
305.3506,305.3864,0.0359
305.1907,305.1863,-0.0044
305.1859,305.1864,0.0004
305.0886,305.3387,0.2502
304.8204,305.6822,0.8618
305.0074,305.4007,0.3932
305.1767,305.1903,0.0136
305.1863,305.1806,-0.0057
305.2533,305.3141,0.0609
305.6720,305.9391,0.2671
305.6668,305.7978,0.1310
305.2518,305.2565,0.0047
305.1858,305.1813,-0.0045
305.1780,305.1989,0.0209
305.0030,305.4717,0.4687
304.8353,305.6508,0.8155
305.0977,305.2833,0.1856
305.1831,305.1817,-0.0014
305.1880,305.1919,0.0038
305.3789,305.5346,0.1557
305.8034,306.0666,0.2632
305.4902,305.5490,0.0588
305.2038,305.2044,0.0006
305.1866,305.1832,-0.0034
305.1282,305.2451,0.1169
304.7596,305.6037,0.8441
304.8168,305.5274,0.7107
305.1467,305.2127,0.0660
305.1847,305.1800,-0.0046
305.1993,305.2193,0.0200
305.4499,305.6757,0.2257
305.7065,305.9338,0.2273
305.3367,305.3686,0.0320
305.1904,305.1867,-0.0037
305.1865,305.1865,0.0000
305.0885,305.3346,0.2460
304.8134,305.6532,0.8398
305.0002,305.3806,0.3804
305.1758,305.1875,0.0117
305.1834,305.1815,-0.0019
305.2416,305.3036,0.0620
305.6155,305.8652,0.2497
305.6175,305.7448,0.1273
305.2453,305.2526,0.0073
305.1876,305.1833,-0.0043
305.1735,305.2038,0.0303
304.9372,305.4870,0.5498
304.7628,305.6436,0.8809
305.0877,305.2762,0.1884
305.1826,305.1819,-0.0007
305.1895,305.2034,0.0139
305.3710,305.7521,0.3811
305.7725,306.4085,0.6361
305.4738,305.5936,0.1199
305.2018,305.1987,-0.0031
305.1867,305.1822,-0.0045
305.1441,305.2517,0.1076
304.8495,305.6166,0.7671
304.8734,305.5278,0.6544
305.1492,305.2141,0.0649
305.1836,305.1810,-0.0026
305.1985,305.2218,0.0233
305.4522,305.6833,0.2311
305.7048,305.9152,0.2104
305.3309,305.3553,0.0244
305.1893,305.1855,-0.0038
305.1829,305.1853,0.0024
305.0563,305.3520,0.2957
304.7504,305.6849,0.9345
304.9903,305.3859,0.3956
305.1766,305.1877,0.0110
305.1837,305.1817,-0.0020
305.2469,305.3138,0.0669
305.6265,305.8868,0.2603
305.6159,305.7353,0.1194
305.2444,305.2481,0.0037
305.1880,305.1839,-0.0042
305.1759,305.2021,0.0261
304.9621,305.4728,0.5107
304.7884,305.6273,0.8389
305.0931,305.2734,0.1803
305.1829,305.1812,-0.0017
305.1880,305.2017,0.0137
305.3720,305.6913,0.3193
305.7838,306.2702,0.4864
305.4749,305.5628,0.0879
305.2023,305.2016,-0.0007
305.1868,305.1828,-0.0040
305.1436,305.2492,0.1056
304.8511,305.6096,0.7585
304.8839,305.5182,0.6343
305.1525,305.2138,0.0613
305.1832,305.1843,0.0012
305.2065,305.2424,0.0359
305.5369,305.8424,0.3055
305.7887,306.0499,0.2612
305.3410,305.3649,0.0239
305.1884,305.1859,-0.0025
305.1856,305.1866,0.0010
305.0790,305.3508,0.2719
304.7977,305.6663,0.8685
305.0059,305.3692,0.3633
305.1760,305.1858,0.0098
305.1821,305.1818,-0.0003
305.2537,305.3188,0.0652
305.6439,305.8885,0.2447
305.6061,305.7195,0.1134
305.2378,305.2435,0.0057
305.1862,305.1846,-0.0016
305.1747,305.2038,0.0291
304.9607,305.4601,0.4994
304.7969,305.5903,0.7934
305.0971,305.2603,0.1631
305.1832,305.1813,-0.0019
305.1916,305.1998,0.0083
305.3977,305.5890,0.1913
305.7998,306.0819,0.2821
305.4678,305.5237,0.0559
305.2004,305.2006,0.0001
305.1874,305.1839,-0.0035
305.1401,305.2594,0.1193
304.8328,305.6368,0.8040
304.8853,305.5198,0.6346
305.1561,305.2099,0.0538
305.1844,305.1802,-0.0042
305.2001,305.2173,0.0172
305.4567,305.6497,0.1930
305.6984,305.8723,0.1740
305.3254,305.3420,0.0167
305.1883,305.1853,-0.0030
305.1847,305.1868,0.0021
305.0924,305.3561,0.2637
304.8328,305.6729,0.8401
305.0178,305.3691,0.3514
305.1761,305.1872,0.0111
305.1823,305.1816,-0.0006
305.2455,305.3270,0.0815
305.6046,305.9146,0.3100
305.5771,305.7217,0.1446
305.2349,305.2417,0.0068
305.1869,305.1837,-0.0032
305.1754,305.2051,0.0297
304.9559,305.4859,0.5300
304.7957,305.6109,0.8152
305.0983,305.2611,0.1628
305.1825,305.1827,0.0002
305.1909,305.1967,0.0058
305.4096,305.5598,0.1502
305.8378,306.0771,0.2393
305.4700,305.5323,0.0623
305.1980,305.1980,0.0000
305.1848,305.1814,-0.0035
305.1241,305.2530,0.1289
304.7874,305.5825,0.7951
304.8632,305.4711,0.6079
305.1527,305.2048,0.0520
305.1829,305.1798,-0.0031
305.2139,305.2409,0.0270
305.5887,305.8346,0.2459
305.8282,306.0479,0.2198
305.3407,305.3690,0.0283
305.1895,305.1854,-0.0041
305.1822,305.1859,0.0036
305.0190,305.3551,0.3361
304.6765,305.6565,0.9800
304.9814,305.3567,0.3752
305.1765,305.1856,0.0091
305.1834,305.1851,0.0017
305.3425,305.4920,0.1495
305.9532,306.3738,0.4207
305.7525,305.8945,0.1420
305.2466,305.2527,0.0060
305.1867,305.1837,-0.0030
305.1732,305.2060,0.0327
304.9501,305.5033,0.5532
304.8074,305.6285,0.8212
305.1062,305.2626,0.1564
305.1827,305.1805,-0.0023
305.1938,305.1992,0.0054
305.4795,305.6591,0.1797
305.9968,306.2697,0.2729
305.5343,305.5842,0.0499
305.2034,305.2002,-0.0032
305.1867,305.1843,-0.0024
305.1366,305.2700,0.1334
304.8206,305.6518,0.8312
304.8808,305.5099,0.6291
305.1554,305.2056,0.0503
305.1832,305.1794,-0.0038
305.2315,305.2747,0.0432
305.6882,305.9743,0.2861
305.8853,306.0817,0.1964
305.3391,305.3553,0.0162
305.1874,305.1840,-0.0034
305.1849,305.1878,0.0030
305.0703,305.3541,0.2839
304.7955,305.6473,0.8518
305.0138,305.3546,0.3409
305.1766,305.1867,0.0101
305.1833,305.1836,0.0003
305.2997,305.3802,0.0805
305.8312,306.0827,0.2515
305.7012,305.7985,0.0973
305.2409,305.2436,0.0027
305.1871,305.1835,-0.0036
305.1755,305.2103,0.0348
304.9720,305.5231,0.5511
304.8421,305.6489,0.8068
305.1132,305.2655,0.1523
305.1826,305.1815,-0.0010
305.1900,305.1994,0.0094
305.4264,305.6234,0.1970
305.8832,306.1686,0.2854
305.4941,305.5402,0.0461
305.2021,305.1982,-0.0038
305.1867,305.1830,-0.0037
305.1354,305.2703,0.1349
304.8501,305.6587,0.8087
304.9187,305.5149,0.5962
305.1590,305.2082,0.0492
305.1816,305.1805,-0.0011
305.2109,305.2370,0.0261
305.5692,305.7630,0.1938
305.7971,305.9423,0.1451
305.3298,305.3413,0.0115
305.1891,305.1846,-0.0046
305.1847,305.1882,0.0036
305.0612,305.3811,0.3199
304.7922,305.6923,0.9001
305.0225,305.3609,0.3384
305.1782,305.1849,0.0067
305.1850,305.1824,-0.0026
305.2944,305.3759,0.0815
305.7945,306.0710,0.2766
305.6721,305.7836,0.1115
305.2390,305.2411,0.0021
305.1873,305.1840,-0.0033
305.1708,305.2142,0.0433
304.9513,305.5602,0.6089
304.8468,305.6765,0.8297
305.1244,305.2651,0.1407
305.1848,305.1794,-0.0054
305.1956,305.2026,0.0070
305.4998,305.7079,0.2081
306.0121,306.3626,0.3506
305.5232,305.6112,0.0881
305.2006,305.2004,-0.0001
305.1878,305.1837,-0.0041
305.1386,305.2880,0.1494
304.8713,305.7557,0.8844
304.9420,305.5881,0.6461
305.1623,305.2149,0.0526
305.1826,305.1823,-0.0002
305.1936,305.2637,0.0701
305.3526,305.8058,0.4532
305.4630,305.7756,0.3126
305.2514,305.2731,0.0217
305.1876,305.1854,-0.0022
305.1825,305.1888,0.0064
305.0007,305.3304,0.3297
304.6359,305.5095,0.8737
304.9714,305.2784,0.3070
305.1776,305.1838,0.0062
305.1862,305.1824,-0.0038
305.2713,305.3533,0.0819
305.6658,305.9016,0.2358
305.5682,305.6401,0.0719
305.2262,305.2248,-0.0015
305.1855,305.1829,-0.0026
305.1711,305.2065,0.0354
304.9511,305.4690,0.5179
304.8206,305.5525,0.7319
305.1114,305.2425,0.1311
305.1825,305.1805,-0.0020
305.1902,305.1978,0.0076
305.4034,305.5884,0.1850
305.7956,306.0647,0.2691
305.4462,305.4931,0.0468
305.1986,305.1957,-0.0029
305.1867,305.1841,-0.0027
305.1297,305.2668,0.1370
304.8356,305.6228,0.7872
304.9209,305.4784,0.5576
305.1617,305.2032,0.0415
305.1836,305.1807,-0.0028
305.2259,305.2613,0.0354
305.6685,305.9207,0.2522
305.8795,306.0548,0.1753
305.3357,305.3479,0.0122
305.1884,305.1864,-0.0020
305.1840,305.1896,0.0056
305.0592,305.3987,0.3395
304.8142,305.7191,0.9048
305.0422,305.3620,0.3199
305.1791,305.1844,0.0053
305.1839,305.1857,0.0018
305.3346,305.5028,0.1682
305.8503,306.2858,0.4355
