leadI_mV,leadII_mV,leadIII_mV
308.2711,308.9594,0.6884
306.0491,306.1755,0.1264
305.2044,305.2023,-0.0021
305.1902,305.1887,-0.0016
305.3880,305.5210,0.1330
305.9574,306.4484,0.4910
305.5813,305.8137,0.2323
305.2034,305.2112,0.0078
305.1850,305.1825,-0.0026
305.4506,305.5698,0.1192
307.4225,308.0887,0.6663
307.5965,308.0648,0.4683
305.5314,305.5717,0.0404
305.1887,305.1849,-0.0038
305.2060,305.2178,0.0118
305.5435,305.8461,0.3026
305.8575,306.4045,0.5470
305.3551,305.4794,0.1243
305.1883,305.1858,-0.0026
305.2100,305.2183,0.0083
306.2018,306.6237,0.4219
308.4971,309.4681,0.9710
306.8498,307.1540,0.3042
305.2812,305.2878,0.0065
305.1874,305.1842,-0.0032
305.2610,305.3842,0.1233
305.7662,306.7874,1.0211
305.7421,306.7094,0.9673
305.2465,305.3534,0.1069
305.1825,305.1792,-0.0033
305.2924,305.3536,0.0612
306.9464,307.4785,0.5321
308.2726,308.6943,0.4218
305.9877,306.0130,0.0253
305.2009,305.1983,-0.0026
305.1865,305.1906,0.0041
305.3612,305.7091,0.3478
305.8996,307.1700,1.2703
305.5637,306.1692,0.6055
305.2010,305.2262,0.0253
305.1844,305.1829,-0.0015
305.4687,305.5259,0.0572
307.4161,307.6381,0.2220
307.4637,307.5322,0.0686
305.4936,305.4864,-0.0072
305.1877,305.1830,-0.0048
305.2059,305.2315,0.0257
305.5590,306.1857,0.6266
305.8831,307.0475,1.1644
305.3577,305.6363,0.2786
305.1850,305.1859,0.0009
305.2073,305.2094,0.0021
306.1555,306.2638,0.1083
308.3529,308.4668,0.1139
306.7520,306.7236,-0.0284
305.2715,305.2654,-0.0062
305.1865,305.1839,-0.0026
305.2610,305.3779,0.1168
305.7967,306.7408,0.9441
305.7840,306.6630,0.8790
305.2529,305.3459,0.0930
305.1820,305.1808,-0.0011
305.2861,305.3016,0.0155
306.8914,306.9908,0.0993
308.1982,308.1756,-0.0226
305.9661,305.9215,-0.0446
305.2000,305.1953,-0.0047
305.1901,305.1911,0.0010
305.3813,305.7041,0.3228
305.9308,307.0825,1.1517
305.5630,306.0976,0.5346
305.2000,305.2188,0.0188
305.1840,305.1805,-0.0035
305.5074,305.5444,0.0370
307.6021,307.6842,0.0822
307.5543,307.4844,-0.0699
305.4910,305.4674,-0.0237
305.1892,305.1844,-0.0048
305.2081,305.2353,0.0272
305.5883,306.1913,0.6031
305.9413,307.0146,1.0733
305.3723,305.6188,0.2465
305.1875,305.1871,-0.0004
305.2218,305.2343,0.0125
306.4025,306.6535,0.2510
308.6633,308.8835,0.2202
306.7606,306.6882,-0.0724
305.2655,305.2562,-0.0092
305.1865,305.1841,-0.0024
305.2621,305.3759,0.1137
305.7657,306.7444,0.9787
305.7520,306.6599,0.9078
305.2506,305.3418,0.0912
305.1836,305.1800,-0.0036
305.2981,305.3501,0.0519
306.9773,307.4061,0.4288
308.2629,308.4898,0.2269
305.9626,305.9232,-0.0394
305.1998,305.1972,-0.0026
305.1905,305.1934,0.0029
305.4000,305.7130,0.3130
305.9733,307.0792,1.1059
305.5704,306.0802,0.5098
305.2005,305.2190,0.0185
305.1849,305.1827,-0.0022
305.4827,305.5172,0.0346
307.4828,307.5020,0.0192
307.4775,307.3322,-0.1453
305.4808,305.4487,-0.0321
305.1868,305.1830,-0.0038
305.2072,305.2421,0.0349
305.6171,306.2887,0.6716
305.9944,307.1086,1.1142
305.3824,305.6219,0.2396
305.1861,305.1855,-0.0006
305.2087,305.2092,0.0005
306.2307,306.2400,0.0093
308.4797,308.3156,-0.1641
306.7310,306.5924,-0.1386
305.2635,305.2531,-0.0104
305.1859,305.1847,-0.0012
305.2588,305.3803,0.1216
305.7639,306.6552,0.8912
305.7310,306.5066,0.7756
305.2437,305.3177,0.0740
305.1838,305.1823,-0.0015
305.3170,305.3297,0.0127
307.0920,307.1020,0.0100
308.3185,308.1229,-0.1956
305.9540,305.8709,-0.0832
305.1991,305.1967,-0.0024
305.1898,305.1920,0.0023
305.3990,305.6937,0.2947
305.9607,306.9863,1.0257
305.5605,306.0240,0.4635
305.2004,305.2146,0.0142
305.1859,305.1821,-0.0038
305.5105,305.5428,0.0324
307.5578,307.5586,0.0008
307.4658,307.3139,-0.1519
305.4695,305.4376,-0.0320
305.1860,305.1828,-0.0032
305.2076,305.2362,0.0287
305.5866,306.1784,0.5918
305.9039,306.9076,1.0037
305.3531,305.5689,0.2158
305.1857,305.1830,-0.0027
305.2091,305.2071,-0.0020
306.1851,306.2163,0.0313
308.3526,308.2643,-0.0883
306.6806,306.5760,-0.1046
305.2599,305.2513,-0.0086
305.1870,305.1839,-0.0031
305.2707,305.3905,0.1198
305.8130,306.7401,0.9272
305.7678,306.5930,0.8251
305.2463,305.3276,0.0813
305.1827,305.1800,-0.0027
305.2598,305.2715,0.0118
306.6367,306.6947,0.0580
307.9482,307.8724,-0.0758
305.9253,305.8745,-0.0508
305.2001,305.1954,-0.0047
305.1909,305.1921,0.0012
305.4094,305.7532,0.3438
305.9633,307.1205,1.1572
305.5493,306.0515,0.5022
305.1983,305.2148,0.0165
305.1847,305.1825,-0.0022
305.5562,305.5907,0.0345
307.6729,307.7240,0.0511
307.4350,307.3608,-0.0742
305.4525,305.4328,-0.0197
305.1875,305.1825,-0.0050
305.2107,305.2422,0.0316
305.6144,306.2530,0.6386
305.9185,307.0122,1.0938
305.3479,305.5867,0.2389
305.1845,305.1840,-0.0005
305.2181,305.2267,0.0086
306.3774,306.5487,0.1713
308.5636,308.6483,0.0848
306.6683,306.5760,-0.0923
305.2577,305.2468,-0.0108
305.1869,305.1833,-0.0036
305.2620,305.4010,0.1390
305.7567,306.7758,1.0192
305.7085,306.5804,0.8719
305.2378,305.3196,0.0818
305.1829,305.1807,-0.0022
305.3120,305.3515,0.0395
306.9081,307.1227,0.2146
307.9013,307.9095,0.0081
305.8213,305.7726,-0.0487
305.1963,305.1909,-0.0054
305.1909,305.1933,0.0023
305.3809,305.7330,0.3521
305.8553,307.0359,1.1806
305.4926,306.0022,0.5096
305.1970,305.2105,0.0135
305.1868,305.1825,-0.0043
305.5922,305.6069,0.0147
307.8004,307.7509,-0.0494
307.4780,307.3362,-0.1418
305.4511,305.4239,-0.0273
305.1877,305.1824,-0.0052
305.2058,305.2444,0.0386
305.5251,306.2528,0.7277
305.7857,306.9609,1.1752
305.3236,305.5651,0.2415
305.1855,305.1849,-0.0006
305.2131,305.2245,0.0114
306.2491,306.4781,0.2289
308.3627,308.5090,0.1463
306.6174,306.5332,-0.0842
305.2543,305.2453,-0.0090
305.1883,305.1824,-0.0059
305.2642,305.4091,0.1448
305.7622,306.8012,1.0390
305.7006,306.5721,0.8715
305.2358,305.3164,0.0807
305.1848,305.1806,-0.0042
305.3151,305.3220,0.0069
307.0071,306.9972,-0.0099
308.1323,307.9525,-0.1799
305.8902,305.8232,-0.0670
305.1967,305.1925,-0.0042
305.1911,305.1940,0.0029
305.4088,305.7651,0.3564
305.9327,307.1136,1.1809
305.5203,306.0263,0.5060
305.1962,305.2112,0.0149
305.1846,305.1827,-0.0019
305.5445,305.5601,0.0155
307.6129,307.5520,-0.0609
307.3824,307.2318,-0.1506
305.4416,305.4171,-0.0244
305.1870,305.1833,-0.0037
305.2100,305.2524,0.0424
305.5751,306.3415,0.7664
305.8445,307.0592,1.2148
305.3318,305.5731,0.2414
305.1855,305.1833,-0.0021
305.2151,305.2301,0.0150
306.2915,306.5682,0.2768
308.3874,308.5991,0.2117
306.5757,306.5030,-0.0727
305.2474,305.2382,-0.0093
305.1872,305.1841,-0.0031
305.2616,305.4260,0.1644
305.7487,306.8637,1.1151
305.6903,306.5914,0.9011
305.2339,305.3132,0.0792
305.1835,305.1805,-0.0029
305.3080,305.3168,0.0088
306.9643,306.9805,0.0162
308.0801,307.9423,-0.1379
305.8662,305.8097,-0.0565
305.1957,305.1917,-0.0040
305.1915,305.1963,0.0048
305.4301,305.8328,0.4027
305.9541,307.2283,1.2742
305.5143,306.0322,0.5179
305.1954,305.2088,0.0133
305.1856,305.1837,-0.0019
305.6467,305.6544,0.0078
307.9178,307.7867,-0.1311
307.4287,307.2231,-0.2055
305.4241,305.3936,-0.0306
305.1855,305.1835,-0.0020
305.2099,305.2538,0.0438
305.6003,306.3293,0.7290
305.8717,307.0128,1.1411
305.3317,305.5561,0.2244
305.1841,305.1830,-0.0011
305.2273,305.2342,0.0069
306.4867,306.5891,0.1024
308.5906,308.5571,-0.0335
306.5732,306.4570,-0.1162
305.2456,305.2360,-0.0096
305.1877,305.1850,-0.0027
305.2740,305.4314,0.1574
305.8004,306.8494,1.0490
305.7126,306.5523,0.8397
305.2342,305.3064,0.0722
305.1830,305.1804,-0.0027
305.3098,305.3188,0.0090
306.9717,306.9696,-0.0021
308.0392,307.8586,-0.1806
305.8440,305.7713,-0.0727
305.1976,305.1908,-0.0068
305.1931,305.1967,0.0037
305.4336,305.8141,0.3805
305.9576,307.1521,1.1945
305.5088,305.9984,0.4897
305.1948,305.2076,0.0129
305.1866,305.1827,-0.0038
305.6120,305.6503,0.0383
307.7989,307.7993,0.0005
307.3763,307.2366,-0.1396
305.4211,305.3966,-0.0245
305.1872,305.1855,-0.0017
305.2122,305.2599,0.0477
305.6029,306.3642,0.7612
305.8687,307.0327,1.1640
305.3292,305.5549,0.2257
305.1843,305.1835,-0.0008
305.2264,305.2372,0.0108
306.4394,306.6241,0.1847
308.5156,308.5631,0.0475
306.5450,306.4338,-0.1112
305.2413,305.2321,-0.0092
305.1849,305.1808,-0.0042
305.2637,305.4284,0.1647
305.7437,306.8479,1.1041
305.6747,306.5416,0.8669
305.2316,305.3025,0.0710
305.1843,305.1808,-0.0035
305.3628,305.4183,0.0555
307.2667,307.5499,0.2832
308.1530,308.1498,-0.0032
305.8126,305.7534,-0.0591
305.1947,305.1906,-0.0041
305.1935,305.1982,0.0046
305.4231,305.8391,0.4160
305.9186,307.1872,1.2686
305.4944,305.9981,0.5038
305.1943,305.2080,0.0137
305.1859,305.1843,-0.0017
305.6433,305.6768,0.0335
307.8721,307.8516,-0.0205
307.3450,307.2053,-0.1397
305.4071,305.3831,-0.0240
305.1874,305.1844,-0.0030
305.2133,305.2610,0.0476
305.5970,306.3833,0.7863
305.8393,307.0367,1.1974
305.3205,305.5514,0.2309
305.1844,305.1837,-0.0007
305.2292,305.2378,0.0085
306.4638,306.6543,0.1905
308.4690,308.5970,0.1280
306.4915,306.4220,-0.0695
305.2389,305.2318,-0.0071
305.1886,305.1841,-0.0045
305.2771,305.4464,0.1693
305.7819,306.8926,1.1107
305.6793,306.5484,0.8691
305.2298,305.3015,0.0717
305.1846,305.1809,-0.0037
305.3362,305.3535,0.0173
307.0988,307.1617,0.0629
308.0163,307.9081,-0.1081
305.7900,305.7371,-0.0530
305.1935,305.1909,-0.0026
305.1908,305.1969,0.0061
305.4146,305.8233,0.4088
305.8935,307.1330,1.2395
305.4767,305.9699,0.4933
305.1928,305.2069,0.0140
305.1899,305.1881,-0.0017
305.7400,305.8346,0.0946
308.0621,308.1668,0.1046
307.3593,307.2245,-0.1348
305.4000,305.3740,-0.0260
305.1870,305.1830,-0.0039
305.2129,305.2587,0.0457
305.5859,306.3152,0.7293
305.8071,306.9052,1.0981
305.3102,305.5179,0.2076
305.1852,305.1838,-0.0014
305.2249,305.2453,0.0204
306.4079,306.6804,0.2725
308.3999,308.5328,0.1329
306.4774,306.3722,-0.1053
305.2386,305.2276,-0.0110
305.1882,305.1838,-0.0045
305.2880,305.4396,0.1516
305.8133,306.8187,1.0054
305.6792,306.4662,0.7870
305.2271,305.2899,0.0628
305.1819,305.1808,-0.0010
305.3320,305.3409,0.0089
307.0552,307.0107,-0.0445
307.9360,307.7073,-0.2287
305.7672,305.6953,-0.0718
305.1901,305.1885,-0.0016
305.1894,305.1970,0.0076
305.3866,305.7932,0.4066
305.7885,307.0010,1.2125
305.4314,305.9019,0.4706
305.1928,305.2043,0.0115
305.1872,305.1859,-0.0014
305.6272,305.7727,0.1456
307.7219,308.0691,0.3472
307.1962,307.1813,-0.0149
305.3878,305.3630,-0.0248
305.1859,305.1838,-0.0021
305.2153,305.2573,0.0420
305.6090,306.3047,0.6958
305.8185,306.8885,1.0700
305.3082,305.5154,0.2072
305.1831,305.1828,-0.0002
305.2416,305.2564,0.0148
306.5988,306.7807,0.1818
308.5685,308.5574,-0.0111
306.4699,306.3389,-0.1310
305.2359,305.2269,-0.0090
305.1876,305.1846,-0.0031
305.2932,305.4552,0.1620
305.8892,306.8671,0.9779
305.7611,306.4796,0.7185
305.2350,305.2905,0.0555
305.1834,305.1809,-0.0025
305.3649,305.4549,0.0900
307.2710,307.7642,0.4932
308.0871,308.2072,0.1201
305.7749,305.7162,-0.0587
305.1942,305.1869,-0.0073
305.1931,305.1982,0.0051
305.3663,305.8368,0.4706
305.6936,307.0705,1.3769
305.3815,305.9113,0.5298
305.1897,305.2026,0.0129
305.1872,305.1837,-0.0035
305.6954,305.7705,0.0751
307.9043,308.0757,0.1714
307.2104,307.1869,-0.0236
305.3779,305.3602,-0.0177
305.1867,305.1827,-0.0040
305.2118,305.2722,0.0604
305.5576,306.4271,0.8695
305.7475,306.9923,1.2449
305.2957,305.5200,0.2243
305.1851,305.1837,-0.0014
305.2371,305.2480,0.0109
306.5483,306.7351,0.1868
308.5153,308.5950,0.0798
306.4466,306.3665,-0.0801
305.2333,305.2259,-0.0074
305.1867,305.1854,-0.0013
305.2794,305.4695,0.1900
305.7729,306.9146,1.1417
305.6561,306.4964,0.8403
305.2256,305.2894,0.0638
305.1836,305.1802,-0.0034
305.3490,305.4188,0.0699
307.1540,307.5962,0.4421
307.9968,308.1501,0.1533
305.7658,305.7216,-0.0443
305.1926,305.1891,-0.0035
305.1916,305.2008,0.0092
305.4340,305.8787,0.4447
305.9076,307.1621,1.2545
305.4664,305.9277,0.4613
305.1920,305.2021,0.0100
305.1885,305.1857,-0.0028
305.6914,305.7159,0.0245
307.9312,307.8842,-0.0470
307.2721,307.1329,-0.1392
305.3861,305.3645,-0.0216
305.1874,305.1846,-0.0028
305.2189,305.2761,0.0571
305.6317,306.4640,0.8323
305.8437,307.0115,1.1678
305.3091,305.5117,0.2027
305.1822,305.1819,-0.0003
305.2422,305.2555,0.0133
306.6118,306.7477,0.1359
308.5291,308.5414,0.0123
306.4184,306.3421,-0.0764
305.2312,305.2247,-0.0066
305.1877,305.1850,-0.0027
305.2906,305.4850,0.1945
305.8179,306.9745,1.1566
305.6754,306.5177,0.8423
305.2249,305.2893,0.0644
305.1839,305.1815,-0.0024
305.3058,305.4429,0.1371
306.8277,307.6200,0.7922
307.7158,308.0837,0.3680
305.7252,305.7076,-0.0176
305.1904,305.1874,-0.0030
305.1929,305.2028,0.0099
305.4533,305.9252,0.4718
305.9225,307.2198,1.2974
305.4620,305.9242,0.4622
305.1922,305.2007,0.0085
305.1898,305.1895,-0.0003
305.7752,305.9431,0.1680
308.1875,308.4567,0.2691
307.3589,307.2755,-0.0834
305.3857,305.3600,-0.0256
305.1867,305.1837,-0.0031
305.2223,305.2809,0.0586
305.6786,306.4962,0.8176
305.9000,307.0184,1.1184
305.3152,305.5062,0.1909
305.1826,305.1835,0.0009
305.2343,305.2519,0.0176
306.5573,306.7480,0.1906
308.5681,308.6050,0.0369
306.4670,306.3654,-0.1017
305.2337,305.2234,-0.0103
305.1877,305.1847,-0.0031
305.3077,305.5004,0.1927
305.8959,307.0066,1.1107
305.7155,306.4936,0.7781
305.2254,305.2802,0.0548
305.1832,305.1802,-0.0030
305.3586,305.3809,0.0222
307.1921,307.2488,0.0567
307.9875,307.8543,-0.1332
305.7461,305.6943,-0.0518
305.1909,305.1881,-0.0028
305.1933,305.2018,0.0085
305.4631,305.8933,0.4302
305.9710,307.1625,1.1915
305.4823,305.9124,0.4301
305.1922,305.2006,0.0083
305.1960,305.1927,-0.0034
305.9842,306.0530,0.0688
308.6214,308.6518,0.0305
307.4305,307.3035,-0.1270
305.3809,305.3601,-0.0208
305.1874,305.1854,-0.0020
305.2264,305.2863,0.0599
305.7190,306.5163,0.7973
305.9377,307.0097,1.0720
305.3183,305.4965,0.1782
305.1831,305.1820,-0.0010
305.2457,305.2626,0.0169
306.6696,306.8399,0.1704
308.6230,308.5979,-0.0251
306.4229,306.3052,-0.1176
305.2289,305.2191,-0.0097
305.1868,305.1836,-0.0032
305.3132,305.5057,0.1925
305.9192,307.0039,1.0848
305.7182,306.4692,0.7510
305.2254,305.2757,0.0503
305.1836,305.1813,-0.0023
305.3606,305.3709,0.0104
307.2114,307.1866,-0.0248
307.9962,307.8095,-0.1867
305.7443,305.6882,-0.0561
305.1920,305.1871,-0.0049
305.1952,305.2032,0.0081
305.4974,305.9547,0.4573
306.0090,307.2363,1.2274
305.4793,305.9036,0.4243
305.1905,305.1989,0.0083
305.1874,305.1873,-0.0001
305.7603,305.7573,-0.0030
308.0790,307.9146,-0.1644
307.2339,307.0456,-0.1883
305.3647,305.3408,-0.0240
305.1885,305.1830,-0.0054
305.2195,305.2897,0.0702
305.6358,306.5636,0.9279
305.8523,307.0495,1.1972
305.3113,305.4967,0.1854
305.1833,305.1814,-0.0019
305.2381,305.2426,0.0045
306.5774,306.5916,0.0142
308.4842,308.3062,-0.1780
306.3715,306.2533,-0.1182
305.2259,305.2195,-0.0064
305.1873,305.1872,-0.0001
305.3270,305.5175,0.1905
305.9607,307.0231,1.0625
305.7331,306.4678,0.7347
305.2255,305.2752,0.0497
305.1844,305.1804,-0.0040
305.3744,305.3860,0.0116
307.2932,307.2718,-0.0214
308.0031,307.8115,-0.1916
305.7196,305.6595,-0.0601
305.1917,305.1865,-0.0052
305.1941,305.2043,0.0102
305.4595,305.9545,0.4950
305.9410,307.1950,1.2540
305.4621,305.8755,0.4134
305.1916,305.1974,0.0058
305.1907,305.1888,-0.0019
305.8399,305.8557,0.0158
308.2314,308.0990,-0.1324
307.2423,307.0532,-0.1891
305.3575,305.3344,-0.0231
305.1865,305.1825,-0.0040
305.2258,305.2912,0.0654
305.6701,306.5206,0.8505
305.8531,306.9389,1.0858
305.3003,305.4685,0.1682
305.1836,305.1819,-0.0016
305.2350,305.2546,0.0197
306.5270,306.7377,0.2106
308.4094,308.4140,0.0046
306.3431,306.2296,-0.1135
305.2231,305.2142,-0.0090
305.1861,305.1842,-0.0019
305.3078,305.5271,0.2193
305.8562,307.0208,1.1647
305.6620,306.4236,0.7616
305.2198,305.2684,0.0487
305.1835,305.1809,-0.0025
305.3716,305.3867,0.0151
307.2399,307.2408,0.0009
307.9119,307.7418,-0.1701
305.6954,305.6406,-0.0548
305.1895,305.1872,-0.0023
305.1945,305.2067,0.0122
305.4744,305.9729,0.4985
305.9512,307.1975,1.2463
305.4593,305.8655,0.4062
305.1927,305.1977,0.0050
305.1960,305.1943,-0.0018
305.9944,306.0684,0.0739
308.5244,308.5381,0.0137
307.2542,307.1102,-0.1440
305.3475,305.3274,-0.0202
305.1853,305.1848,-0.0004
305.2244,305.2930,0.0686
305.6699,306.5131,0.8431
305.8349,306.9086,1.0737
305.2953,305.4593,0.1640
305.1837,305.1811,-0.0026
305.2418,305.2468,0.0050
306.5750,306.5849,0.0100
308.3697,308.1903,-0.1794
306.2882,306.1736,-0.1147
305.2189,305.2112,-0.0077
305.1868,305.1850,-0.0018
305.3208,305.5508,0.2300
305.8987,307.0714,1.1726
305.6732,306.4225,0.7493
305.2181,305.2644,0.0463
305.1839,305.1802,-0.0037
305.3542,305.3766,0.0224
307.1138,307.1322,0.0184
307.7966,307.6191,-0.1775
305.6757,305.6188,-0.0569
305.1889,305.1874,-0.0016
305.1943,305.2072,0.0129
305.4792,305.9620,0.4828
305.9493,307.1555,1.2062
305.4505,305.8446,0.3941
305.1920,305.1972,0.0052
305.1927,305.1952,0.0025
305.8547,306.0514,0.1967
308.2370,308.5029,0.2659
307.1622,307.0798,-0.0824
305.3384,305.3203,-0.0181
305.1859,305.1856,-0.0003
305.2302,305.3049,0.0746
305.7068,306.5812,0.8743
305.8679,306.9511,1.0833
305.2966,305.4608,0.1642
305.1842,305.1810,-0.0031
305.2436,305.2433,-0.0003
306.5841,306.5793,-0.0048
308.4067,308.2053,-0.2014
306.2999,306.1828,-0.1172
305.2196,305.2128,-0.0068
305.1855,305.1861,0.0005
305.3367,305.5602,0.2235
305.9533,307.0845,1.1312
305.6930,306.4151,0.7221
305.2188,305.2640,0.0452
305.1825,305.1805,-0.0020
305.3897,305.4019,0.0122
307.3108,307.2665,-0.0443
307.8957,307.6800,-0.2157
305.6722,305.6121,-0.0601
305.1911,305.1871,-0.0041
305.1982,305.2106,0.0125
305.5361,306.0254,0.4892
306.0308,307.2353,1.2045
305.4601,305.8505,0.3904
305.1891,305.1960,0.0069
305.1906,305.1886,-0.0020
305.8097,305.8198,0.0100
308.1014,307.9687,-0.1327
307.1247,306.9484,-0.1763
305.3406,305.3188,-0.0218
305.1860,305.1844,-0.0016
305.2337,305.3047,0.0710
305.7569,306.5873,0.8304
305.9257,306.9657,1.0401
305.3056,305.4630,0.1574
305.1848,305.1809,-0.0039
305.2629,305.2766,0.0137
306.7851,306.9156,0.1306
308.5599,308.4901,-0.0698
306.2903,306.1819,-0.1084
305.2192,305.2112,-0.0080
305.1885,305.1856,-0.0028
305.3432,305.5740,0.2308
305.9604,307.1236,1.1633
305.6884,306.4230,0.7346
305.2173,305.2636,0.0463
305.1829,305.1815,-0.0014
305.3851,305.4061,0.0211
307.2854,307.2774,-0.0080
307.8593,307.6664,-0.1929
305.6579,305.6030,-0.0549
305.1891,305.1862,-0.0029
305.1948,305.2090,0.0142
305.5036,306.0267,0.5231
305.9866,307.2281,1.2415
305.4533,305.8396,0.3863
305.1903,305.1939,0.0036
305.1950,305.1964,0.0013
305.9861,306.1128,0.1267
308.4855,308.5967,0.1113
307.1988,307.0753,-0.1234
305.3357,305.3154,-0.0203
305.1847,305.1810,-0.0037
305.2376,305.3060,0.0683
305.7602,306.6147,0.8546
305.8996,306.9615,1.0619
305.2954,305.4554,0.1600
305.1848,305.1834,-0.0014
305.2679,305.2766,0.0087
306.8066,306.8434,0.0368
308.5471,308.3754,-0.1718
306.2682,306.1612,-0.1070
305.2166,305.2085,-0.0081
305.1878,305.1848,-0.0031
305.3307,305.5638,0.2330
305.9147,307.0596,1.1449
305.6571,306.3632,0.7061
305.2148,305.2573,0.0425
305.1847,305.1825,-0.0022
305.3757,305.3993,0.0236
307.2120,307.2248,0.0128
307.7699,307.6043,-0.1656
305.6387,305.5881,-0.0506
305.1896,305.1854,-0.0042
305.1969,305.2122,0.0154
305.5355,306.0438,0.5084
306.0237,307.2477,1.2239
305.4586,305.8463,0.3877
305.1911,305.1950,0.0039
305.1991,305.1955,-0.0036
306.0569,306.1183,0.0614
308.5451,308.5163,-0.0288
307.1487,307.0043,-0.1443
305.3296,305.3091,-0.0204
305.1877,305.1827,-0.0050
305.2371,305.3119,0.0748
305.7319,306.6080,0.8761
305.8643,306.9102,1.0459
305.2888,305.4402,0.1513
305.1831,305.1824,-0.0007
305.2569,305.2609,0.0040
306.7299,306.7049,-0.0250
308.4730,308.2402,-0.2328
306.2504,306.1369,-0.1135
305.2158,305.2096,-0.0062
305.1882,305.1859,-0.0023
305.3436,305.5841,0.2405
305.9268,307.0822,1.1555
305.6444,306.3335,0.6891
305.2115,305.2512,0.0397
305.1831,305.1825,-0.0007
305.3977,305.4226,0.0249
307.3097,307.3208,0.0111
307.8057,307.6300,-0.1757
305.6341,305.5811,-0.0530
305.1906,305.1852,-0.0054
305.1988,305.2130,0.0142
305.5131,306.0474,0.5343
305.9508,307.1772,1.2265
305.4258,305.7903,0.3645
305.1885,305.1904,0.0019
305.1965,305.1960,-0.0004
305.9942,306.1310,0.1368
308.3918,308.5341,0.1422
307.0932,307.0070,-0.0862
305.3232,305.3093,-0.0139
305.1870,305.1833,-0.0036
305.2393,305.3220,0.0827
305.7515,306.6369,0.8854
305.8673,306.8792,1.0120
305.2855,305.4214,0.1359
305.1836,305.1813,-0.0023
305.2624,305.2918,0.0294
306.7813,307.0143,0.2329
308.5096,308.4838,-0.0258
306.2397,306.1297,-0.1100
305.2152,305.2059,-0.0093
305.1896,305.1852,-0.0044
305.3554,305.6215,0.2661
305.9409,307.1698,1.2289
305.6396,306.3405,0.7010
305.2114,305.2469,0.0355
305.1830,305.1813,-0.0018
305.3786,305.4048,0.0262
307.1953,307.2223,0.0270
307.7182,307.5582,-0.1600
305.6210,305.5740,-0.0470
305.1892,305.1859,-0.0034
305.1978,305.2139,0.0162
305.5121,306.0632,0.5511
305.9481,307.1736,1.2255
305.4228,305.7771,0.3542
305.1892,305.1923,0.0031
305.1946,305.1989,0.0043
