amostra_mV_x1000
4
-8
-16
-8
0
4
1
-1
1
5
7
1
-13
-16
-7
0
4
0
-2
2
7
8
-2
-17
-14
-4
1
1
-2
0
4
6
4
-8
-16
-9
-1
1
0
-4
-1
4
8
2
-13
-15
-5
2
5
1
0
3
7
8
-1
-16
-12
-2
2
1
-1
0
4
8
6
-6
-13
-6
0
3
1
-2
1
5
8
2
-12
-14
-4
1
2
-1
-2
1
5
7
0
-12
-9
0
5
4
-1
0
4
6
3
-10
-19
-11
-3
1
0
-5
-2
3
7
2
-12
-15
-6
1
4
0
-2
1
5
6
-2
-17
-13
-3
3
3
-1
0
5
9
7
-7
-17
-9
-1
2
0
-2
1
7
10
4
-10
-13
-4
2
4
0
-3
0
5
7
-2
-15
-11
-2
3
3
-1
-1
3
6
3
-9
-19
-12
-3
2
2
-1
0
6
8
3
-13
-16
-6
0
3
-1
-3
1
5
6
-1
-16
-13
-4
2
3
0
0
3
7
7
-5
-14
-7
0
3
1
-3
0
6
10
6
-10
-15
-6
1
3
0
-2
1
5
6
-4
-17
-14
-4
1
1
-2
-2
2
6
5
-5
-14
-7
0
4
3
-1
0
3
6
3
-10
-13
-4
1
3
0
-2
1
6
9
1
-11
-8
0
5
5
0
1
6
10
12
0
-9
-3
4
8
6
2
5
9
12
8
-7
-11
-3
1
3
0
-1
3
6
8
0
-15
-12
-3
2
3
0
0
3
7
7
-4
-15
-9
-1
3
1
-1
0
5
7
3
-11
-15
-7
0
3
0
-2
1
5
8
0
-14
-12
-4
0
1
-3
-2
2
6
6
-6
-17
-10
-1
2
1
-2
0
3
7
5
-8
-12
-3
3
6
3
1
4
9
10
3
-10
-8
0
5
5
0
0
4
8
7
-5
-16
-10
-1
4
2
-2
0
6
9
6
-9
-15
-7
0
3
0
-1
3
8
9
0
-14
-12
-3
2
2
-2
-2
4
8
7
-4
-15
-9
0
3
1
-3
-1
2
5
1
-13
-17
-8
0
1
-3
-7
-3
2
5
-1
-16
-14
-4
0
0
-4
-4
1
5
4
-8
-19
-14
-5
0
-1
-5
-2
3
7
4
-10
-14
-6
1
4
0
-5
-2
1
3
-3
-17
-16
-7
0
1
-1
-2
2
6
6
-5
-16
-11
-2
2
1
0
1
6
9
5
-9
-14
-6
0
4
1
0
3
8
9
1
-12
-12
-3
3
4
0
0
4
7
7
-4
-16
-9
-1
3
1
-1
0
5
7
4
-7
-12
-4
3
6
2
0
4
8
10
3
-9
-9
-1
5
6
2
1
6
9
9
-2
-12
-7
1
6
4
0
1
7
11
8
-5
-10
-1
6
9
5
1
4
9
10
3
-10
-9
0
5
6
2
0
4
8
9
-1
-12
-6
2
7
6
2
3
8
12
9
-3
-8
-2
3
6
3
0
3
8
11
5
-8
-8
0
5
6
2
1
6
9
9
-1
-12
-8
0
4
4
0
1
5
9
6
-7
-14
-5
2
4
1
-2
1
6
8
3
-10
-10
-1
5
7
4
3
7
11
11
0
-12
-7
2
7
5
0
1
6
9
7
-5
-10
-1
4
7
3
0
3
9
12
6
-7
-6
1
6
8
4
3
7
10
11
0
-11
-5
2
6
5
1
3
8
11
9
-4
-10
-4
2
5
3
0
4
7
9
3
-10
-10
-2
3
3
0
-1
3
8
9
0
-9
-4
3
7
7
2
3
7
9
7
-6
-13
-4
2
5
3
0
3
7
9
3
-10
-11
-3
3
4
0
-1
3
7
8
-1
-12
-8
0
3
2
-1
1
6
8
5
-7
-13
-5
2
4
1
-1
1
6
8
3
-10
-12
-2
3
5
1
0
4
8
8
-2
-13
-8
0
5
4
0
1
6
9
7
-4
-11
-4
1
4
2
0
4
9
11
6
-7
-8
0
4
6
1
0
5
9
10
1
-9
-4
2
7
6
1
1
7
