leadI_mV,leadII_mV,leadIII_mV
305.1859,305.1844,-0.0015
305.1887,305.2479,0.0592
305.1931,305.7775,0.5844
305.1844,305.8075,0.6231
305.1819,305.2594,0.0775
305.1820,305.1818,-0.0002
305.1777,305.2990,0.1214
305.1421,307.0021,1.8600
305.1580,308.2840,3.1260
305.1916,306.0096,0.8181
305.1881,305.2010,0.0129
305.1885,305.1837,-0.0049
305.2004,305.3211,0.1207
305.1889,305.7181,0.5292
305.1648,305.4523,0.2875
305.1800,305.1944,0.0144
305.1821,305.1807,-0.0014
305.1568,305.4102,0.2534
305.0549,307.0488,1.9939
305.1277,307.1590,2.0313
305.1879,305.4732,0.2853
305.1853,305.1835,-0.0018
305.1888,305.1978,0.0089
305.2133,305.4926,0.2793
305.2050,305.7483,0.5433
305.1812,305.3165,0.1353
305.1805,305.1817,0.0012
305.1813,305.2064,0.0251
305.1725,306.2058,1.0333
305.1843,308.2348,3.0505
305.2032,306.6253,1.4221
305.1885,305.2668,0.0782
305.1861,305.1833,-0.0028
305.1841,305.2455,0.0614
305.1572,305.6875,0.5303
305.1591,305.6718,0.5126
305.1818,305.2386,0.0568
305.1840,305.1805,-0.0036
305.1810,305.2897,0.1088
305.1691,306.8972,1.7281
305.2022,308.1026,2.9004
305.2032,305.9543,0.7512
305.1875,305.2008,0.0133
305.1885,305.1864,-0.0021
305.2057,305.3418,0.1361
305.2265,305.7924,0.5659
305.1954,305.4868,0.2914
305.1840,305.1949,0.0110
305.1828,305.1804,-0.0024
305.1685,305.4156,0.2471
305.1220,307.1247,2.0026
305.1707,307.2604,2.0897
305.1915,305.4874,0.2959
305.1865,305.1839,-0.0026
305.1887,305.1993,0.0107
305.2041,305.5103,0.3062
305.1964,305.7908,0.5943
305.1827,305.3303,0.1476
305.1836,305.1833,-0.0002
305.1816,305.2017,0.0201
305.1387,306.1231,0.9844
305.1088,308.1893,3.0805
305.1825,306.6651,1.4826
305.1870,305.2720,0.0849
305.1863,305.1828,-0.0035
305.1888,305.2430,0.0542
305.1754,305.6737,0.4983
305.1673,305.6524,0.4851
305.1820,305.2331,0.0511
305.1827,305.1803,-0.0024
305.1819,305.2845,0.1027
305.1778,306.8845,1.7067
305.2060,308.1447,2.9388
305.2017,305.9585,0.7568
305.1876,305.1992,0.0117
305.1876,305.1842,-0.0034
305.2078,305.3301,0.1223
305.2359,305.7455,0.5096
305.1984,305.4584,0.2600
305.1830,305.1919,0.0089
305.1826,305.1810,-0.0016
305.1703,305.4045,0.2342
305.1295,307.0426,1.9131
305.1807,307.1752,1.9945
305.1924,305.4748,0.2824
305.1878,305.1861,-0.0017
305.1889,305.2000,0.0111
305.2109,305.4945,0.2836
305.2091,305.7463,0.5372
305.1845,305.3154,0.1309
305.1833,305.1839,0.0006
305.1835,305.2049,0.0215
305.1675,306.2094,1.0418
305.2046,308.3065,3.1018
305.2300,306.6565,1.4264
305.1899,305.2661,0.0763
305.1861,305.1811,-0.0050
305.1986,305.2376,0.0390
305.2435,305.6434,0.3999
305.2121,305.6151,0.4030
305.1841,305.2281,0.0440
305.1840,305.1797,-0.0043
305.1817,305.2940,0.1122
305.1734,306.9256,1.7522
305.2249,308.0879,2.8631
305.2115,305.9288,0.7173
305.1866,305.2000,0.0134
305.1877,305.1861,-0.0016
305.1920,305.3416,0.1495
305.1917,305.7682,0.5765
305.1846,305.4621,0.2775
305.1850,305.1934,0.0084
305.1852,305.1814,-0.0038
305.1694,305.4212,0.2518
305.1258,307.1215,1.9957
305.1834,307.2088,2.0254
305.1949,305.4719,0.2769
305.1863,305.1852,-0.0011
305.1899,305.1990,0.0092
305.2313,305.4984,0.2670
305.2406,305.7692,0.5286
305.1913,305.3236,0.1323
305.1839,305.1811,-0.0028
305.1830,305.2079,0.0249
305.1478,306.3162,1.1684
305.1394,308.5588,3.4194
305.1992,306.7178,1.5186
305.1892,305.2661,0.0769
305.1866,305.1838,-0.0027
305.1977,305.2404,0.0426
305.2385,305.6445,0.4060
305.2122,305.6197,0.4076
305.1860,305.2293,0.0434
305.1837,305.1792,-0.0045
305.1795,305.2847,0.1052
305.1609,306.7656,1.6047
305.1868,307.8695,2.6827
305.1973,305.8934,0.6961
305.1861,305.1987,0.0126
305.1890,305.1856,-0.0034
305.2220,305.3469,0.1248
305.2702,305.7785,0.5083
305.2104,305.4666,0.2562
305.1851,305.1937,0.0086
305.1850,305.1798,-0.0052
305.1665,305.4192,0.2526
305.1132,307.0884,1.9752
305.1772,307.1646,1.9875
305.1942,305.4647,0.2705
305.1861,305.1850,-0.0011
305.1890,305.1986,0.0096
305.2334,305.5009,0.2675
305.2408,305.7520,0.5111
305.1892,305.3149,0.1257
305.1821,305.1843,0.0023
305.1827,305.2016,0.0189
305.1748,306.0750,0.9003
305.1905,308.0594,2.8690
305.2032,306.5951,1.3919
305.1870,305.2638,0.0768
305.1863,305.1836,-0.0027
305.1919,305.2436,0.0517
305.2100,305.6770,0.4669
305.1985,305.6496,0.4511
305.1833,305.2331,0.0497
305.1839,305.1806,-0.0033
305.1834,305.2757,0.0923
305.1826,306.7349,1.5523
305.2146,307.9158,2.7011
305.1995,305.9056,0.7061
305.1850,305.1981,0.0131
305.1857,305.1868,0.0011
305.2280,305.3497,0.1216
305.2917,305.7936,0.5019
305.2173,305.4749,0.2575
305.1852,305.1943,0.0092
305.1824,305.1822,-0.0002
305.1679,305.4395,0.2716
305.1240,307.1999,2.0759
305.1774,307.2452,2.0678
305.1912,305.4706,0.2793
305.1863,305.1835,-0.0028
305.1880,305.1992,0.0111
305.1997,305.5157,0.3160
305.1964,305.7809,0.5845
305.1863,305.3197,0.1334
305.1849,305.1811,-0.0038
305.1825,305.2050,0.0225
305.1637,306.2103,1.0467
305.1792,308.3053,3.1261
305.2110,306.6463,1.4353
305.1898,305.2639,0.0741
305.1884,305.1832,-0.0052
305.1897,305.2438,0.0541
305.1887,305.6713,0.4826
305.1825,305.6321,0.4496
305.1829,305.2272,0.0443
305.1829,305.1804,-0.0026
305.1817,305.2696,0.0878
305.1729,306.6716,1.4987
305.2005,307.8025,2.6020
305.2001,305.8584,0.6583
305.1872,305.1932,0.0060
305.1873,305.1847,-0.0026
305.1868,305.3564,0.1696
305.1776,305.7909,0.6133
305.1827,305.4589,0.2762
305.1846,305.1923,0.0078
305.1830,305.1819,-0.0011
305.1709,305.4350,0.2642
305.1252,307.1559,2.0307
305.1589,307.2002,2.0413
305.1847,305.4629,0.2782
305.1847,305.1840,-0.0007
305.1869,305.1989,0.0120
305.2146,305.5045,0.2899
305.2139,305.7544,0.5405
305.1848,305.3123,0.1275
305.1815,305.1809,-0.0006
305.1819,305.2017,0.0198
305.1636,306.0983,0.9347
305.1620,307.9993,2.8373
305.1950,306.5065,1.3115
305.1877,305.2527,0.0650
305.1867,305.1812,-0.0055
305.1960,305.2405,0.0446
305.2293,305.6504,0.4211
305.2068,305.6101,0.4033
305.1849,305.2245,0.0396
305.1843,305.1788,-0.0054
305.1799,305.2570,0.0771
305.1521,306.5273,1.3752
305.1739,307.6633,2.4894
305.1967,305.8578,0.6611
305.1871,305.1976,0.0105
305.1866,305.1865,-0.0001
305.2007,305.3462,0.1455
305.2084,305.7520,0.5435
305.1851,305.4429,0.2578
305.1827,305.1919,0.0092
305.1837,305.1810,-0.0027
305.1554,305.5536,0.3983
305.0441,307.7595,2.7155
305.1227,307.5114,2.3887
305.1879,305.4684,0.2805
305.1872,305.1842,-0.0030
305.1901,305.2019,0.0118
305.2312,305.5329,0.3017
305.2266,305.7832,0.5566
305.1867,305.3147,0.1280
305.1845,305.1820,-0.0025
305.1816,305.2093,0.0276
305.1481,306.2564,1.1083
305.1416,308.2935,3.1519
305.1929,306.5652,1.3723
305.1883,305.2548,0.0664
305.1864,305.1845,-0.0019
305.1906,305.2525,0.0620
305.1975,305.7060,0.5085
305.1842,305.6479,0.4637
305.1836,305.2279,0.0443
305.1839,305.1794,-0.0046
305.1793,305.3099,0.1306
305.1499,306.9899,1.8400
305.1754,308.0210,2.8456
305.1964,305.8687,0.6722
305.1872,305.1971,0.0099
305.1870,305.1871,0.0000
305.2186,305.3673,0.1487
305.2518,305.8187,0.5669
305.1967,305.4687,0.2720
305.1828,305.1909,0.0081
305.1835,305.1804,-0.0031
305.1709,305.4669,0.2961
305.1294,307.3013,2.1719
305.1732,307.2472,2.0740
305.1914,305.4541,0.2627
305.1881,305.1831,-0.0051
305.1920,305.2018,0.0098
305.2494,305.5527,0.3034
305.2654,305.8290,0.5636
305.1966,305.3266,0.1300
305.1855,305.1822,-0.0034
305.1848,305.2064,0.0215
305.1605,306.2067,1.0461
305.1646,308.2318,3.0672
305.1951,306.5726,1.3775
305.1865,305.2556,0.0692
305.1859,305.1822,-0.0036
305.1977,305.2522,0.0544
305.2383,305.7014,0.4630
305.2106,305.6347,0.4241
305.1844,305.2256,0.0411
305.1833,305.1812,-0.0021
305.1836,305.3109,0.1273
305.1972,307.0228,1.8256
305.2514,308.1045,2.8531
305.2186,305.8887,0.6701
305.1893,305.1961,0.0068
305.1873,305.1850,-0.0023
305.2015,305.3605,0.1590
305.2188,305.7990,0.5802
305.1934,305.4592,0.2658
305.1840,305.1913,0.0073
305.1831,305.1823,-0.0009
305.1739,305.5333,0.3594
305.1655,307.5621,2.3965
305.2151,307.3470,2.1319
305.1962,305.4502,0.2540
305.1870,305.1843,-0.0026
305.1908,305.2017,0.0109
305.2243,305.5296,0.3053
305.2202,305.7773,0.5571
305.1869,305.3137,0.1268
305.1833,305.1833,0.0001
305.1820,305.2041,0.0221
305.1811,306.1294,0.9483
305.2296,308.1030,2.8734
305.2271,306.5607,1.3335
305.1891,305.2557,0.0666
305.1873,305.1827,-0.0046
305.2016,305.2607,0.0592
305.2426,305.7425,0.4999
305.2065,305.6607,0.4542
305.1855,305.2284,0.0429
305.1853,305.1809,-0.0044
305.1812,305.2809,0.0997
305.1745,306.7521,1.5775
305.2048,307.8525,2.6477
305.1992,305.8540,0.6548
305.1849,305.1946,0.0097
305.1853,305.1872,0.0019
305.2230,305.3754,0.1524
305.2630,305.8302,0.5672
305.2009,305.4693,0.2684
305.1837,305.1923,0.0086
305.1843,305.1809,-0.0034
305.1694,305.4457,0.2763
305.1315,307.1836,2.0521
305.1795,307.1631,1.9835
305.1913,305.4456,0.2543
305.1884,305.1851,-0.0033
305.1922,305.2026,0.0104
305.2242,305.5466,0.3224
305.2187,305.8051,0.5863
305.1851,305.3214,0.1364
305.1823,305.1823,0.0000
305.1819,305.2099,0.0280
305.1615,306.2943,1.1329
305.1700,308.3750,3.2050
305.2038,306.5933,1.3894
305.1885,305.2556,0.0670
305.1850,305.1842,-0.0009
305.1859,305.2564,0.0704
305.1604,305.7382,0.5777
305.1557,305.6742,0.5185
305.1799,305.2296,0.0496
305.1840,305.1808,-0.0032
305.1821,305.2779,0.0958
305.1681,306.7399,1.5718
305.1963,307.8741,2.6778
305.2006,305.8684,0.6678
305.1880,305.1949,0.0069
305.1875,305.1854,-0.0021
305.2133,305.3919,0.1785
305.2409,305.8880,0.6471
305.1960,305.4904,0.2944
305.1832,305.1920,0.0088
305.1826,305.1819,-0.0006
305.1722,305.4681,0.2958
305.1445,307.2799,2.1354
305.1880,307.2180,2.0300
305.1920,305.4474,0.2555
305.1875,305.1856,-0.0018
305.1912,305.2046,0.0134
305.2307,305.5636,0.3330
305.2251,305.8354,0.6104
305.1866,305.3256,0.1390
305.1845,305.1832,-0.0013
305.1818,305.2101,0.0283
305.1475,306.2330,1.0855
305.1473,308.2774,3.1301
305.2007,306.5820,1.3813
305.1903,305.2522,0.0619
305.1883,305.1830,-0.0053
305.1917,305.2561,0.0644
305.1969,305.7399,0.5431
305.1861,305.6831,0.4970
305.1838,305.2329,0.0491
305.1837,305.1813,-0.0025
305.1481,305.3116,0.1635
304.8067,307.0828,2.2761
304.8292,308.2010,3.3718
305.1615,305.8964,0.7348
305.1863,305.1943,0.0080
305.1873,305.1866,-0.0007
305.2145,305.3996,0.1851
305.2400,305.9091,0.6692
305.1950,305.5015,0.3065
305.1832,305.1926,0.0094
305.1822,305.1808,-0.0014
305.1742,305.4626,0.2885
305.1622,307.2639,2.1017
305.2015,307.2061,2.0046
305.1946,305.4428,0.2482
305.1877,305.1840,-0.0038
305.1931,305.2067,0.0136
305.2390,305.5960,0.3570
305.2342,305.8681,0.6339
305.1880,305.3290,0.1410
305.1841,305.1825,-0.0016
305.1822,305.2123,0.0302
305.1682,306.3215,1.1533
305.1774,308.4350,3.2576
305.1965,306.6033,1.4068
305.1860,305.2528,0.0668
305.1850,305.1811,-0.0040
305.1977,305.2606,0.0628
305.2440,305.7756,0.5317
305.2160,305.7088,0.4929
305.1862,305.2355,0.0493
305.1850,305.1820,-0.0030
305.1814,305.2733,0.0919
305.1713,306.6854,1.5141
305.1989,307.7894,2.5905
305.1989,305.8388,0.6398
305.1861,305.1947,0.0086
305.1878,305.1859,-0.0019
305.2209,305.3985,0.1775
305.2593,305.9221,0.6628
305.2034,305.5044,0.3010
305.1840,305.1933,0.0092
305.1831,305.1836,0.0004
305.1777,305.5058,0.3281
305.1850,307.4324,2.2473
305.2256,307.2696,2.0439
305.1963,305.4404,0.2440
305.1873,305.1833,-0.0041
305.1913,305.2026,0.0114
305.2304,305.5584,0.3280
305.2239,305.8140,0.5901
305.1865,305.3184,0.1319
305.1823,305.1824,0.0001
305.1826,305.2132,0.0306
305.1719,306.3625,1.1906
305.1927,308.4967,3.3040
305.2107,306.5998,1.3891
305.1887,305.2516,0.0629
305.1877,305.1815,-0.0062
305.1950,305.2578,0.0628
305.2233,305.7458,0.5225
305.2101,305.6748,0.4648
305.1872,305.2291,0.0419
305.1844,305.1813,-0.0031
305.1753,305.3524,0.1772
305.1065,307.4005,2.2940
305.1417,308.3713,3.2296
305.1949,305.8661,0.6711
305.1853,305.1923,0.0070
305.1871,305.1860,-0.0010
305.2280,305.3934,0.1654
305.2757,305.8700,0.5943
305.2090,305.4765,0.2675
305.1839,305.1923,0.0084
305.1832,305.1838,0.0005
305.1732,305.4986,0.3253
305.1584,307.3727,2.2143
305.2076,307.2018,1.9942
305.1935,305.4278,0.2343
305.1863,305.1821,-0.0042
305.1925,305.2029,0.0104
305.2468,305.5452,0.2984
305.2516,305.7863,0.5347
305.1921,305.3129,0.1208
305.1832,305.1824,-0.0009
305.1819,305.2119,0.0299
305.1631,306.3386,1.1754
305.1761,308.3839,3.2079
305.2027,306.5413,1.3386
305.1874,305.2492,0.0618
305.1862,305.1840,-0.0022
305.1927,305.2581,0.0654
305.2094,305.7200,0.5107
305.1920,305.6374,0.4453
305.1823,305.2231,0.0409
305.1839,305.1794,-0.0045
305.1814,305.2796,0.0982
305.1663,306.7223,1.5561
305.1951,307.7671,2.5720
305.1977,305.8175,0.6198
305.1865,305.1927,0.0062
305.1878,305.1849,-0.0029
305.2173,305.3653,0.1480
305.2522,305.8134,0.5612
305.2007,305.4673,0.2666
305.1832,305.1905,0.0072
305.1830,305.1804,-0.0026
305.1566,305.5765,0.4199
305.0703,307.7734,2.7031
305.1513,307.3975,2.2462
305.1911,305.4298,0.2386
305.1865,305.1820,-0.0044
305.1960,305.2054,0.0093
305.3043,305.6027,0.2984
305.3425,305.8938,0.5513
305.2104,305.3369,0.1265
305.1830,305.1830,0.0000
305.1825,305.2125,0.0300
305.1849,306.3593,1.1743
305.2487,308.4608,3.2122
305.2421,306.5847,1.3427
305.1899,305.2500,0.0601
305.1862,305.1837,-0.0025
305.1912,305.2785,0.0873
305.2035,305.8935,0.6900
305.1932,305.8072,0.6140
305.1844,305.2437,0.0593
305.1844,305.1813,-0.0031
305.1704,305.3481,0.1776
305.0418,307.3599,2.3181
305.0524,308.3596,3.3072
305.1777,305.8727,0.6950
305.1872,305.1931,0.0059
305.1872,305.1856,-0.0016
305.1981,305.3619,0.1639
305.2016,305.7629,0.5613
305.1844,305.4280,0.2436
305.1847,305.1893,0.0046
305.1845,305.1809,-0.0036
305.1684,305.6482,0.4798
305.1395,307.9518,2.8123
305.1921,307.3911,2.1990
305.1926,305.4189,0.2263
305.1868,305.1841,-0.0027
305.1893,305.2057,0.0164
305.2066,305.5583,0.3516
305.2037,305.7975,0.5938
305.1843,305.3130,0.1288
305.1825,305.1835,0.0010
305.1831,305.2064,0.0233
305.1722,306.1673,0.9950
305.2061,308.0789,2.8728
305.2204,306.4793,1.2589
305.1888,305.2460,0.0572
305.1859,305.1842,-0.0017
305.1969,305.2610,0.0641
305.2328,305.7568,0.5240
305.2083,305.6776,0.4693
305.1845,305.2308,0.0463
305.1848,305.1816,-0.0031
305.1766,305.3467,0.1701
305.1259,307.2222,2.0963
305.1665,308.1241,2.9577
305.2011,305.8325,0.6314
305.1883,305.1931,0.0048
305.1889,305.1862,-0.0027
305.2184,305.3928,0.1744
305.2505,305.8771,0.6265
305.1977,305.4843,0.2867
305.1821,305.1931,0.0110
305.1838,305.1823,-0.0015
305.1637,305.5631,0.3994
305.1185,307.5623,2.4438
305.1833,307.2418,2.0586
305.1917,305.4220,0.2303
305.1864,305.1817,-0.0047
305.1907,305.2046,0.0139
305.2187,305.5726,0.3539
305.2100,305.8329,0.6229
305.1848,305.3222,0.1374
305.1837,305.1813,-0.0023
305.1833,305.2108,0.0275
305.1568,306.2367,1.0799
305.1661,308.1615,2.9954
305.2028,306.4781,1.2753
305.1884,305.2443,0.0559
305.1871,305.1837,-0.0034
305.1908,305.2610,0.0702
305.1932,305.7383,0.5451
305.1789,305.6595,0.4806
305.1821,305.2269,0.0448
305.1826,305.1808,-0.0017
305.1787,305.3657,0.1870
305.1714,307.3812,2.2098
305.2157,308.2540,3.0383
305.2021,305.8411,0.6390
305.1879,305.1953,0.0074
305.1891,305.1886,-0.0006
305.2129,305.3935,0.1805
305.2333,305.8746,0.6412
305.1927,305.4843,0.2916
305.1847,305.1917,0.0070
305.1828,305.1818,-0.0010
305.1718,305.6291,0.4572
305.1573,307.9265,2.7692
305.2028,307.4448,2.2420
305.1946,305.4296,0.2350
305.1875,305.1832,-0.0043
305.1888,305.2036,0.0148
305.2089,305.6080,0.3991
305.2023,305.9042,0.7019
305.1836,305.3313,0.1477
305.1830,305.1819,-0.0011
305.1886,305.2151,0.0265
305.3128,306.3878,1.0750
305.4534,308.5135,3.0601
305.2631,306.5673,1.3042
305.1872,305.2444,0.0571
305.1848,305.1839,-0.0009
305.1965,305.2766,0.0801
305.2251,305.8179,0.5928
305.1996,305.7050,0.5054
305.1836,305.2291,0.0455
305.1823,305.1809,-0.0013
305.1772,305.3359,0.1588
305.1615,307.1483,1.9868
305.1954,308.0602,2.8647
305.1967,305.8182,0.6215
305.1866,305.1925,0.0058
305.1888,305.1871,-0.0017
305.2233,305.4009,0.1776
305.2569,305.8933,0.6364
305.2009,305.4865,0.2856
305.1850,305.1917,0.0067
305.1833,305.1813,-0.0021
305.1770,305.4869,0.3099
305.1751,307.3283,2.1532
305.2144,307.1582,1.9438
305.1939,305.4182,0.2243
305.1871,305.1851,-0.0020
305.1888,305.2073,0.0186
305.2092,305.5874,0.3782
305.2106,305.8568,0.6462
305.1874,305.3281,0.1407
305.1832,305.1838,0.0006
305.1812,305.2108,0.0296
305.1682,306.2307,1.0625
305.1968,308.1894,2.9926
305.2142,306.4864,1.2722
305.1883,305.2437,0.0555
305.1860,305.1843,-0.0016
305.2038,305.2755,0.0716
305.2662,305.8183,0.5520
305.2263,305.7118,0.4855
305.1838,305.2306,0.0467
305.1827,305.1798,-0.0029
305.1797,305.3050,0.1253
305.1570,306.9160,1.7591
305.1939,307.8882,2.6943
305.2017,305.8068,0.6052
305.1874,305.1924,0.0050
305.1866,305.1864,-0.0002
305.2100,305.4049,0.1949
305.2333,305.9096,0.6763
305.1967,305.4958,0.2991
305.1838,305.1916,0.0077
305.1843,305.1815,-0.0028
305.1739,305.5460,0.3721
305.1540,307.5273,2.3733
305.1965,307.2104,2.0138
305.1927,305.4102,0.2175
305.1876,305.1835,-0.0042
305.1946,305.2082,0.0136
305.2690,305.6064,0.3375
305.2723,305.8689,0.5966
305.1942,305.3255,0.1313
305.1829,305.1830,0.0001
305.1818,305.2059,0.0241
305.1686,306.1738,1.0052
305.1822,308.1368,2.9546
305.2071,306.4830,1.2759
305.1887,305.2431,0.0544
305.1860,305.1831,-0.0029
305.2000,305.2699,0.0699
305.2482,305.8020,0.5538
305.2180,305.7033,0.4853
305.1863,305.2314,0.0451
305.1854,305.1820,-0.0034
305.1815,305.2932,0.1116
305.1645,306.8140,1.6494
305.2016,307.8105,2.6089
305.2026,305.7980,0.5954
305.1879,305.1938,0.0059
305.1894,305.1876,-0.0018
305.2313,305.4191,0.1878
305.2682,305.9291,0.6610
305.2005,305.4914,0.2908
305.1843,305.1921,0.0078
305.1837,305.1821,-0.0015
305.1696,305.4821,0.3125
305.1394,307.2811,2.1417
305.1890,307.1104,1.9214
305.1902,305.4102,0.2200
305.1855,305.1831,-0.0024
305.1883,305.2094,0.0210
305.2020,305.6075,0.4055
305.1963,305.8577,0.6614
305.1849,305.3183,0.1334
305.1838,305.1807,-0.0031
305.1834,305.2218,0.0384
305.1642,306.4629,1.2986
305.1748,308.4701,3.2953
305.2059,306.4877,1.2817
305.1889,305.2390,0.0501
305.1877,305.1820,-0.0057
305.2049,305.2740,0.0691
305.2566,305.8087,0.5521
305.2139,305.6934,0.4796
305.1831,305.2268,0.0437
305.1835,305.1807,-0.0028
305.1798,305.3208,0.1410
305.1460,306.9885,1.8425
305.1761,307.8885,2.7124
305.1964,305.7865,0.5900
305.1877,305.1913,0.0035
305.1885,305.1877,-0.0008
305.2123,305.4045,0.1922
305.2236,305.8807,0.6571
305.1855,305.4731,0.2876
305.1828,305.1913,0.0085
305.1833,305.1815,-0.0018
305.1588,305.4798,0.3209
305.0878,307.2493,2.1615
305.1565,307.0649,1.9084
305.1898,305.4025,0.2127
305.1856,305.1834,-0.0022
305.1905,305.2109,0.0205
305.2278,305.6073,0.3795
305.2141,305.8405,0.6264
305.1833,305.3126,0.1293
305.1844,305.1823,-0.0022
305.1830,305.2088,0.0258
305.1647,306.1616,0.9969
305.1781,307.9948,2.8166
305.2060,306.4131,1.2071
305.1877,305.2396,0.0519
305.1855,305.1821,-0.0034
305.1979,305.2746,0.0767
305.2327,305.7993,0.5666
305.2032,305.6812,0.4780
305.1827,305.2261,0.0433
305.1819,305.1801,-0.0019
305.1795,305.2989,0.1194
305.1621,306.8584,1.6963
305.1945,307.8311,2.6366
305.2007,305.7912,0.5905
305.1880,305.1924,0.0044
305.1865,305.1888,0.0023
305.1973,305.4310,0.2337
305.1874,305.9493,0.7619
305.1772,305.4925,0.3153
305.1820,305.1913,0.0093
305.1827,305.1823,-0.0004
305.1696,305.5222,0.3526
305.1290,307.3949,2.2659
305.1725,307.1046,1.9321
305.1888,305.3985,0.2097
305.1876,305.1839,-0.0036
305.1915,305.2062,0.0147
305.2178,305.5880,0.3702
305.2050,305.8252,0.6202
305.1834,305.3117,0.1283
305.1832,305.1825,-0.0007
305.1818,305.2207,0.0389
305.1683,306.4232,1.2549
305.1851,308.4149,3.2298
305.2058,306.4681,1.2624
305.1888,305.2395,0.0507
305.1862,305.1834,-0.0028
305.1945,305.2750,0.0805
305.2042,305.8125,0.6083
305.1865,305.6882,0.5018
305.1830,305.2249,0.0419
305.1837,305.1806,-0.0031
305.1785,305.3607,0.1822
305.1649,307.3040,2.1391
305.2034,308.1068,2.9034
305.2018,305.7863,0.5845
305.1861,305.1914,0.0053
305.1877,305.1890,0.0013
305.2151,305.4289,0.2138
305.2332,305.9314,0.6982
305.1909,305.4828,0.2919
305.1825,305.1903,0.0078
305.1833,305.1833,0.0000
305.1700,305.5377,0.3676
305.1392,307.4487,2.3096
305.1887,307.1259,1.9373
305.1917,305.3986,0.2068
305.1866,305.1846,-0.0020
305.1934,305.2107,0.0173
305.2526,305.6186,0.3660
305.2387,305.8568,0.6181
305.1856,305.3157,0.1301
305.1846,305.1853,0.0007
305.1836,305.2078,0.0243
305.1614,306.1405,0.9790
305.1602,308.0042,2.8439
305.1972,306.4055,1.2083
305.1881,305.2381,0.0500
305.1882,305.1847,-0.0036
305.1891,305.2759,0.0868
305.1745,305.8012,0.6267
305.1705,305.6770,0.5065
305.1809,305.2238,0.0428
305.1834,305.1803,-0.0031
305.1801,305.3017,0.1216
305.1488,306.8784,1.7296
305.1750,307.8171,2.6421
305.1954,305.7766,0.5812
305.1871,305.1915,0.0045
305.1874,305.1871,-0.0002
305.2016,305.4032,0.2016
305.2054,305.8799,0.6745
305.1850,305.4714,0.2864
305.1844,305.1924,0.0080
305.1842,305.1854,0.0013
305.1540,305.5146,0.3606
305.0669,307.3669,2.3000
305.1503,307.1057,1.9555
305.1910,305.4010,0.2100
305.1878,305.1856,-0.0022
305.1909,305.2134,0.0226
305.2070,305.6374,0.4304
305.1920,305.8795,0.6875
305.1801,305.3186,0.1385
