leadI_mV,leadII_mV,leadIII_mV
305.3490,305.7623,0.4133
305.2708,305.5141,0.2433
305.1872,305.1967,0.0094
305.1848,305.1802,-0.0046
305.1533,305.2398,0.0865
304.8302,305.8696,1.0394
304.7828,306.0370,1.2542
305.1332,305.3163,0.1830
305.1861,305.1849,-0.0012
305.1910,305.1925,0.0015
305.2984,305.4628,0.1644
305.4172,305.8170,0.3998
305.2431,305.3525,0.1094
305.1850,305.1851,0.0001
305.1838,305.1841,0.0003
305.0912,305.3447,0.2535
304.7386,306.0436,1.3050
304.9219,305.7640,0.8421
305.1704,305.2253,0.0548
305.1859,305.1829,-0.0029
305.2068,305.2206,0.0137
305.3865,305.6266,0.2401
305.3918,305.6888,0.2971
305.2066,305.2440,0.0374
305.1833,305.1813,-0.0021
305.1765,305.1894,0.0129
304.9871,305.4901,0.5031
304.7646,306.0216,1.2570
305.0803,305.4841,0.4038
305.1848,305.1911,0.0063
305.1859,305.1832,-0.0027
305.2258,305.2875,0.0617
305.3758,305.7235,0.3477
305.2929,305.5016,0.2086
305.1894,305.1964,0.0070
305.1843,305.1800,-0.0043
305.1557,305.2267,0.0710
304.8660,305.7703,0.9042
304.8179,305.9739,1.1560
305.1381,305.3171,0.1790
305.1870,305.1837,-0.0034
305.1886,305.1907,0.0021
305.2640,305.4300,0.1660
305.3594,305.7685,0.4091
305.2315,305.3452,0.1138
305.1838,305.1819,-0.0018
305.1823,305.1825,0.0002
305.0505,305.4642,0.4137
304.5403,306.5547,2.0144
304.8255,305.9919,1.1664
305.1695,305.2293,0.0598
305.1863,305.1826,-0.0037
305.2024,305.2169,0.0145
305.3566,305.5995,0.2429
305.3721,305.6716,0.2995
305.2078,305.2427,0.0350
305.1849,305.1798,-0.0051
305.1741,305.1974,0.0233
304.8662,305.7289,0.8626
304.4791,306.4702,1.9911
305.0006,305.5733,0.5727
305.1856,305.1896,0.0040
305.1874,305.1823,-0.0051
305.2384,305.2906,0.0522
305.4232,305.7529,0.3297
305.3114,305.5323,0.2209
305.1887,305.2000,0.0113
305.1847,305.1810,-0.0037
305.1371,305.2483,0.1111
304.6714,305.9515,1.2801
304.6227,306.1154,1.4926
305.1160,305.3225,0.2065
305.1862,305.1837,-0.0025
305.1908,305.1889,-0.0019
305.3012,305.4426,0.1413
305.4293,305.8598,0.4305
305.2459,305.3823,0.1364
305.1848,305.1832,-0.0016
305.1814,305.1828,0.0014
305.0678,305.3827,0.3149
304.6225,306.2057,1.5833
304.8607,305.8312,0.9705
305.1695,305.2247,0.0551
305.1868,305.1816,-0.0052
305.2060,305.2130,0.0070
305.4023,305.5752,0.1729
305.4218,305.6620,0.2402
305.2112,305.2466,0.0354
305.1826,305.1810,-0.0016
305.1768,305.1998,0.0229
304.9243,305.8150,0.8907
304.5891,306.6769,2.0878
305.0252,305.6345,0.6093
305.1844,305.1920,0.0075
305.1859,305.1828,-0.0031
305.2458,305.2947,0.0489
305.4677,305.7665,0.2987
305.3372,305.5308,0.1936
305.1895,305.1982,0.0088
305.1829,305.1798,-0.0031
305.1585,305.2304,0.0720
304.8726,305.8130,0.9404
304.7984,306.0287,1.2303
305.1288,305.3265,0.1977
305.1862,305.1836,-0.0027
305.1904,305.1892,-0.0011
305.3118,305.4255,0.1138
305.4581,305.7730,0.3149
305.2558,305.3535,0.0977
305.1863,305.1824,-0.0039
305.1845,305.1811,-0.0034
305.0457,305.4376,0.3920
304.5037,306.4762,1.9724
304.7958,305.9828,1.1870
305.1661,305.2323,0.0662
305.1866,305.1823,-0.0044
305.2021,305.2172,0.0152
305.3669,305.6226,0.2556
305.3816,305.7069,0.3253
305.2066,305.2485,0.0420
305.1832,305.1807,-0.0025
305.1771,305.1951,0.0180
304.9846,305.6318,0.6473
304.7056,306.2978,1.5922
305.0407,305.5517,0.5110
305.1853,305.1920,0.0067
305.1877,305.1830,-0.0047
305.2350,305.2845,0.0495
305.4172,305.7230,0.3057
305.3145,305.5117,0.1973
305.1888,305.1999,0.0112
305.1836,305.1815,-0.0021
305.1513,305.2287,0.0774
304.8174,305.8018,0.9843
304.7598,306.0207,1.2609
305.1282,305.3272,0.1990
305.1864,305.1840,-0.0024
305.1892,305.1891,-0.0001
305.2842,305.4166,0.1324
305.4191,305.7660,0.3469
305.2529,305.3558,0.1029
305.1855,305.1833,-0.0022
305.1825,305.1809,-0.0016
305.1027,305.2931,0.1904
304.7680,305.8823,1.1143
304.9268,305.7131,0.7863
305.1719,305.2252,0.0533
305.1876,305.1837,-0.0039
305.2027,305.2151,0.0125
305.3486,305.5926,0.2440
305.3692,305.6843,0.3151
305.2069,305.2498,0.0429
305.1841,305.1816,-0.0025
305.1783,305.1931,0.0148
304.9692,305.5740,0.6048
304.6767,306.1749,1.4982
305.0343,305.5215,0.4872
305.1846,305.1922,0.0077
305.1863,305.1831,-0.0032
305.2451,305.2931,0.0480
305.4459,305.7698,0.3239
305.3215,305.5368,0.2153
305.1904,305.1996,0.0092
305.1850,305.1807,-0.0043
305.1516,305.2286,0.0770
304.8050,305.7928,0.9878
304.7459,306.0067,1.2608
305.1272,305.3246,0.1974
305.1870,305.1853,-0.0016
305.1899,305.1890,-0.0009
305.2904,305.4218,0.1314
305.4276,305.7819,0.3543
305.2513,305.3605,0.1093
305.1846,305.1827,-0.0018
305.1827,305.1802,-0.0025
305.1013,305.2983,0.1970
304.7571,305.8935,1.1364
304.9208,305.7104,0.7896
305.1720,305.2240,0.0521
305.1871,305.1832,-0.0040
305.2115,305.2172,0.0056
305.4376,305.6235,0.1859
305.4409,305.7214,0.2805
305.2118,305.2537,0.0419
305.1859,305.1815,-0.0044
305.1800,305.1989,0.0189
304.9335,305.7709,0.8374
304.5899,306.5865,1.9966
305.0165,305.6102,0.5937
305.1837,305.1911,0.0074
305.1879,305.1830,-0.0049
305.2647,305.2869,0.0222
305.5045,305.7526,0.2480
305.3372,305.5376,0.2003
305.1891,305.2014,0.0122
305.1826,305.1827,0.0001
305.1728,305.2477,0.0749
304.9903,306.0091,1.0188
304.8363,306.2657,1.4294
305.1061,305.3644,0.2583
305.1846,305.1866,0.0020
305.1885,305.1909,0.0024
305.3033,305.4260,0.1227
305.4580,305.8022,0.3442
305.2614,305.3702,0.1088
305.1842,305.1828,-0.0014
305.1822,305.1824,0.0002
305.0597,305.4482,0.3885
304.5794,306.5445,1.9651
304.8373,306.0475,1.2102
305.1682,305.2385,0.0703
305.1863,305.1822,-0.0042
305.2014,305.2184,0.0171
305.3589,305.6541,0.2951
305.3868,305.7985,0.4117
305.2089,305.2731,0.0642
305.1824,305.1815,-0.0009
305.1736,305.1938,0.0201
304.8643,305.6594,0.7951
304.4238,306.3810,1.9572
304.9594,305.5840,0.6245
305.1837,305.1936,0.0099
305.1872,305.1829,-0.0043
305.2364,305.2719,0.0355
305.4287,305.6537,0.2250
305.3224,305.4601,0.1377
305.1910,305.1938,0.0027
305.1843,305.1800,-0.0043
305.1567,305.2251,0.0684
304.8495,305.7476,0.8981
304.7675,305.9586,1.1911
305.1240,305.3203,0.1963
305.1860,305.1848,-0.0011
305.1887,305.1879,-0.0008
305.2663,305.4109,0.1446
305.3823,305.7667,0.3844
305.2442,305.3592,0.1150
305.1850,305.1840,-0.0010
305.0371,305.5531,0.5160
305.1844,305.1949,0.0106
305.1863,305.1841,-0.0022
305.2203,305.2736,0.0533
305.3753,305.7210,0.3457
305.3083,305.5450,0.2366
305.1912,305.2036,0.0124
305.1848,305.1811,-0.0037
305.1543,305.2664,0.1122
304.8053,306.2716,1.4664
304.7126,306.5688,1.8562
305.1165,305.3977,0.2812
305.1856,305.1840,-0.0016
305.1888,305.1858,-0.0031
305.2870,305.3881,0.1011
305.4374,305.7560,0.3186
305.2613,305.3747,0.1133
305.1855,305.1844,-0.0011
305.1835,305.1824,-0.0011
305.1038,305.3061,0.2022
304.7363,305.9796,1.2433
304.8902,305.8073,0.9171
305.1679,305.2349,0.0670
305.1860,305.1824,-0.0037
305.1980,305.2115,0.0135
305.3428,305.5753,0.2325
305.3885,305.7176,0.3291
305.2148,305.2650,0.0502
305.1839,305.1828,-0.0011
305.1798,305.1895,0.0096
305.0035,305.5069,0.5034
304.7110,306.1277,1.4168
305.0324,305.5471,0.5147
305.1833,305.1927,0.0095
305.1869,305.1829,-0.0040
305.2449,305.2899,0.0450
305.4748,305.7955,0.3208
305.3534,305.5802,0.2269
305.1927,305.2045,0.0118
305.1838,305.1804,-0.0034
305.1542,305.2580,0.1038
304.7662,306.2307,1.4645
304.6412,306.5461,1.9049
305.1061,305.3927,0.2866
305.1860,305.1828,-0.0032
305.1872,305.1857,-0.0015
305.2558,305.3744,0.1186
305.3712,305.7346,0.3634
305.2448,305.3750,0.1302
305.1842,305.1860,0.0018
305.1827,305.1810,-0.0017
305.0824,305.3640,0.2816
304.6025,306.2605,1.6581
304.8005,305.9484,1.1479
305.1627,305.2401,0.0774
305.1876,305.1826,-0.0050
305.2014,305.2096,0.0081
305.3791,305.5724,0.1933
305.4196,305.7040,0.2844
305.2155,305.2603,0.0448
305.1835,305.1826,-0.0009
305.1778,305.1942,0.0164
304.9097,305.6883,0.7786
304.4873,306.5213,2.0339
304.9738,305.6376,0.6638
305.1825,305.1947,0.0122
305.1869,305.1830,-0.0038
305.2263,305.2786,0.0523
305.3914,305.7482,0.3568
305.3109,305.5596,0.2487
305.1900,305.2032,0.0132
305.1830,305.1801,-0.0029
305.1617,305.2184,0.0568
304.8728,305.7212,0.8484
304.7662,305.9728,1.2065
305.1205,305.3311,0.2105
305.1871,305.1836,-0.0035
305.1906,305.1879,-0.0027
305.3157,305.4272,0.1115
305.4875,305.8372,0.3498
305.2694,305.3918,0.1224
305.1839,305.1841,0.0002
305.1833,305.1814,-0.0019
305.0990,305.3264,0.2274
304.6938,306.0733,1.3794
304.8506,305.8622,1.0116
305.1638,305.2406,0.0768
305.1868,305.1815,-0.0053
305.2032,305.2186,0.0154
305.3965,305.6935,0.2970
305.4316,305.8443,0.4127
305.2166,305.2748,0.0583
305.1839,305.1803,-0.0036
305.1803,305.1870,0.0068
304.9980,305.4894,0.4914
304.6732,306.1234,1.4502
305.0108,305.5648,0.5540
305.1832,305.1953,0.0121
305.1873,305.1840,-0.0033
305.2434,305.2845,0.0410
305.4767,305.7780,0.3014
305.3549,305.5747,0.2198
305.1933,305.2049,0.0115
305.1848,305.1819,-0.0030
305.1577,305.2218,0.0641
304.8326,305.7670,0.9344
304.7135,306.0565,1.3429
305.1076,305.3535,0.2459
305.1851,305.1849,-0.0002
305.1901,305.1846,-0.0056
305.3167,305.3810,0.0643
305.4527,305.7668,0.3141
305.2516,305.3835,0.1319
305.1842,305.1832,-0.0010
305.1819,305.1796,-0.0023
305.0981,305.3249,0.2268
304.7163,306.0839,1.3676
304.8914,305.8773,0.9858
305.1707,305.2418,0.0710
305.1868,305.1826,-0.0042
305.1954,305.2054,0.0100
305.3284,305.5491,0.2207
305.3768,305.6987,0.3219
305.2123,305.2626,0.0503
305.1830,305.1817,-0.0013
305.1803,305.1878,0.0075
305.0190,305.4628,0.4439
304.7279,306.0620,1.3340
305.0289,305.5448,0.5159
305.1833,305.1943,0.0110
305.1860,305.1813,-0.0047
305.2248,305.2625,0.0377
305.4038,305.7027,0.2989
305.3291,305.5563,0.2272
305.1943,305.2064,0.0121
305.1842,305.1793,-0.0049
305.1531,305.2511,0.0980
304.7636,306.1783,1.4147
304.6297,306.5287,1.8990
305.1019,305.4056,0.3037
305.1866,305.1853,-0.0013
305.1926,305.1890,-0.0036
305.3411,305.4265,0.0854
305.5248,305.8508,0.3260
305.2728,305.3997,0.1269
305.1859,305.1853,-0.0005
305.1836,305.1827,-0.0009
305.0955,305.3979,0.3024
304.6299,306.4857,1.8557
304.7957,306.1049,1.3093
305.1600,305.2500,0.0899
305.1879,305.1831,-0.0048
305.2025,305.2076,0.0051
305.3647,305.5609,0.1961
305.4090,305.7077,0.2987
305.2154,305.2643,0.0490
305.1841,305.1818,-0.0023
305.1815,305.1871,0.0056
305.0165,305.4563,0.4398
304.7114,306.0410,1.3296
305.0201,305.5363,0.5161
305.1835,305.1928,0.0093
305.1862,305.1835,-0.0027
305.2352,305.2767,0.0415
305.4485,305.7738,0.3253
305.3445,305.5946,0.2501
305.1919,305.2070,0.0151
305.1837,305.1810,-0.0028
305.1629,305.2500,0.0871
304.8738,306.1596,1.2858
304.7603,306.5115,1.7513
305.1176,305.4019,0.2843
305.1876,305.1850,-0.0026
305.1898,305.1872,-0.0027
305.2730,305.3963,0.1233
305.4095,305.8004,0.3908
305.2566,305.3964,0.1398
305.1847,305.1861,0.0014
305.1826,305.1825,-0.0002
305.1100,305.3091,0.1990
304.7380,306.0214,1.2834
304.8747,305.8589,0.9842
305.1649,305.2438,0.0790
305.1858,305.1822,-0.0036
305.1972,305.2057,0.0085
305.3454,305.5685,0.2230
305.3985,305.7379,0.3394
305.2163,305.2717,0.0555
305.1826,305.1817,-0.0009
305.1789,305.1885,0.0096
305.0031,305.4971,0.4940
304.6836,306.1612,1.4775
305.0104,305.5900,0.5796
305.1815,305.1967,0.0152
305.1868,305.1833,-0.0035
305.2165,305.2673,0.0508
305.3668,305.7254,0.3587
305.3112,305.5697,0.2585
305.1940,305.2059,0.0119
305.1869,305.1813,-0.0056
305.1639,305.2146,0.0507
304.8647,305.7137,0.8490
304.7353,306.0342,1.2989
305.1117,305.3588,0.2471
305.1878,305.1847,-0.0031
305.1886,305.1864,-0.0022
305.2673,305.3846,0.1174
305.4081,305.7845,0.3764
305.2585,305.3961,0.1376
305.1852,305.1853,0.0001
305.1847,305.1813,-0.0034
305.0999,305.3145,0.2145
304.6924,306.0393,1.3468
304.8531,305.8663,1.0132
305.1633,305.2436,0.0803
305.1869,305.1845,-0.0024
305.1976,305.2083,0.0107
305.3287,305.5647,0.2360
305.3720,305.7209,0.3489
305.2135,305.2667,0.0532
305.1850,305.1813,-0.0038
305.1819,305.1861,0.0042
305.0248,305.4543,0.4295
304.7017,306.0735,1.3718
305.0023,305.5665,0.5641
305.1805,305.1961,0.0156
305.1859,305.1822,-0.0038
305.2278,305.2695,0.0418
305.4153,305.7364,0.3210
305.3302,305.5735,0.2433
305.1929,305.2065,0.0135
305.1838,305.1811,-0.0027
305.1593,305.2289,0.0696
304.8440,305.9497,1.1057
304.7125,306.3367,1.6242
305.1078,305.3972,0.2894
305.1859,305.1859,-0.0001
305.1882,305.1873,-0.0009
305.2789,305.3997,0.1208
305.4303,305.8180,0.3877
305.2629,305.4044,0.1415
305.1843,305.1853,0.0010
305.1837,305.1807,-0.0030
305.1126,305.3033,0.1907
304.7375,305.9943,1.2568
304.8614,305.8406,0.9792
305.1632,305.2420,0.0788
305.1861,305.1837,-0.0025
305.1986,305.2067,0.0081
305.3448,305.5814,0.2366
305.3840,305.7740,0.3900
305.2127,305.2806,0.0679
305.1828,305.1798,-0.0030
305.1814,305.1895,0.0081
305.0348,305.6587,0.6239
304.7452,306.5599,1.8147
305.0250,305.6996,0.6746
305.1826,305.1995,0.0169
305.1877,305.1831,-0.0046
305.2326,305.2621,0.0296
305.4540,305.7122,0.2582
305.3626,305.5693,0.2067
305.1931,305.2076,0.0145
305.1826,305.1827,0.0001
305.1537,305.2234,0.0697
304.7413,305.8216,1.0803
304.5856,306.1600,1.5743
305.0923,305.3739,0.2816
305.1862,305.1846,-0.0016
305.1891,305.1855,-0.0036
305.3132,305.3674,0.0542
305.4952,305.7510,0.2558
305.2779,305.3913,0.1134
305.1861,305.1848,-0.0014
305.1829,305.1803,-0.0026
305.1233,305.3434,0.2201
304.7979,306.2319,1.4340
304.8999,306.0052,1.1052
305.1668,305.2551,0.0883
305.1871,305.1835,-0.0037
305.1957,305.2056,0.0099
305.3291,305.5637,0.2346
305.3981,305.7614,0.3633
305.2210,305.2829,0.0618
305.1841,305.1808,-0.0033
305.1817,305.1848,0.0031
304.9503,305.5559,0.6056
304.5092,306.4129,1.9037
304.9501,305.7037,0.7536
305.1827,305.2003,0.0176
305.1877,305.1836,-0.0041
305.2353,305.2858,0.0505
305.4634,305.8637,0.4003
305.3645,305.6828,0.3183
305.1947,305.2157,0.0210
305.1831,305.1809,-0.0021
305.1664,305.2114,0.0449
304.9090,305.6723,0.7633
304.7539,305.9786,1.2246
305.1033,305.3530,0.2497
305.1850,305.1835,-0.0016
305.1871,305.1855,-0.0016
305.2700,305.3507,0.0807
305.4222,305.6886,0.2664
305.2643,305.3642,0.0999
305.1852,305.1837,-0.0014
305.1824,305.1785,-0.0039
305.1159,305.2927,0.1768
304.7534,305.9768,1.2234
304.8672,305.8553,0.9881
305.1648,305.2468,0.0820
305.1889,305.1822,-0.0067
305.1980,305.2017,0.0037
305.3517,305.5241,0.1724
305.4181,305.7029,0.2849
305.2202,305.2727,0.0525
305.1831,305.1814,-0.0017
305.1800,305.1869,0.0069
305.0139,305.4809,0.4669
304.6780,306.1668,1.4888
304.9989,305.6077,0.6088
305.1827,305.1977,0.0149
305.1877,305.1833,-0.0044
305.2206,305.2560,0.0353
305.4017,305.6811,0.2794
305.3363,305.5621,0.2258
305.1932,305.2087,0.0156
305.1851,305.1800,-0.0051
305.1662,305.2123,0.0461
304.8733,305.7323,0.8590
304.7331,306.0901,1.3569
305.1081,305.3769,0.2689
305.1868,305.1858,-0.0011
305.1910,305.1866,-0.0044
305.3333,305.3708,0.0375
305.5623,305.7873,0.2250
305.2985,305.4135,0.1151
305.1849,305.1870,0.0022
305.1843,305.1814,-0.0029
305.1152,305.2873,0.1721
304.7371,305.9504,1.2133
304.8543,305.8547,1.0004
305.1620,305.2506,0.0887
305.1861,305.1824,-0.0037
305.1978,305.2013,0.0035
305.3471,305.5262,0.1791
305.3983,305.7177,0.3194
305.2166,305.2763,0.0598
305.1838,305.1809,-0.0029
305.1792,305.1870,0.0078
305.0006,305.4872,0.4866
304.6427,306.1570,1.5143
304.9825,305.5896,0.6071
305.1803,305.1976,0.0173
305.1873,305.1848,-0.0024
305.2358,305.2648,0.0290
305.4597,305.7466,0.2869
305.3652,305.6156,0.2504
305.1969,305.2132,0.0163
305.1855,305.1811,-0.0045
305.1669,305.2079,0.0410
304.9015,305.6651,0.7636
304.7665,306.0258,1.2593
305.1120,305.3751,0.2631
305.1867,305.1848,-0.0020
305.1879,305.1864,-0.0015
305.2424,305.3743,0.1319
305.3523,305.7906,0.4383
305.2478,305.4142,0.1664
305.1869,305.1876,0.0007
305.1843,305.1812,-0.0031
305.1056,305.3061,0.2005
304.6874,306.0602,1.3728
304.8183,305.9243,1.1060
305.1581,305.2553,0.0972
305.1861,305.1825,-0.0036
305.2015,305.2032,0.0017
305.3897,305.5657,0.1760
305.4197,305.7859,0.3663
305.2138,305.2900,0.0763
305.1830,305.1812,-0.0018
305.1815,305.1851,0.0036
305.0361,305.4334,0.3973
304.7251,306.0864,1.3613
305.0081,305.6122,0.6041
305.1826,305.2017,0.0191
305.1872,305.1832,-0.0040
305.2346,305.2709,0.0363
305.4693,305.7867,0.3174
305.3727,305.6387,0.2660
305.1956,305.2141,0.0185
305.1855,305.1805,-0.0050
305.1693,305.2085,0.0392
304.9060,305.7028,0.7968
304.7584,306.0937,1.3353
305.1053,305.3921,0.2868
305.1837,305.1860,0.0023
305.1870,305.1865,-0.0005
305.2751,305.3765,0.1014
305.4442,305.8027,0.3586
305.2741,305.4210,0.1468
305.1850,305.1876,0.0026
305.1840,305.1823,-0.0017
305.1182,305.3023,0.1841
304.7408,306.0559,1.3150
304.8403,305.9494,1.1091
305.1571,305.2612,0.1040
305.1863,305.1826,-0.0037
305.1982,305.1969,-0.0013
305.3533,305.5053,0.1520
305.4112,305.7238,0.3126
305.2204,305.2838,0.0635
305.1826,305.1816,-0.0010
305.1788,305.1881,0.0093
304.9637,305.5491,0.5854
304.5210,306.3723,1.8512
304.9421,305.6901,0.7480
305.1799,305.2005,0.0206
305.1853,305.1831,-0.0021
305.2112,305.2548,0.0435
305.3649,305.7087,0.3438
305.3228,305.6032,0.2805
305.1949,305.2123,0.0174
305.1841,305.1794,-0.0047
305.1660,305.2178,0.0518
304.8891,305.8095,0.9204
304.7342,306.2066,1.4724
305.1032,305.4004,0.2971
305.1867,305.1848,-0.0019
305.1894,305.1867,-0.0027
305.2915,305.3907,0.0993
305.4824,305.8531,0.3707
305.2861,305.4399,0.1538
305.1870,305.1856,-0.0014
305.1853,305.1809,-0.0044
305.1301,305.2828,0.1527
304.7997,305.9565,1.1569
304.8703,305.8980,1.0277
305.1585,305.2591,0.1006
305.1870,305.1833,-0.0036
305.2012,305.2079,0.0067
305.4067,305.6186,0.2119
305.4731,305.8413,0.3682
305.2242,305.2946,0.0704
305.1823,305.1805,-0.0018
305.1813,305.1871,0.0058
305.0507,305.5042,0.4535
304.7605,306.2328,1.4724
305.0166,305.6400,0.6234
305.1826,305.1990,0.0164
305.1879,305.1826,-0.0052
305.2153,305.2581,0.0428
305.3806,305.7314,0.3509
305.3329,305.6245,0.2916
305.1955,305.2166,0.0211
305.1835,305.1810,-0.0025
305.1649,305.2078,0.0428
304.8932,305.6856,0.7924
304.7418,306.0561,1.3143
305.1055,305.3790,0.2735
305.1862,305.1834,-0.0028
305.1857,305.1841,-0.0016
305.2588,305.3694,0.1106
305.4171,305.8073,0.3902
305.2705,305.4317,0.1612
305.1862,305.1883,0.0021
305.1842,305.1822,-0.0020
305.1205,305.3442,0.2238
304.7425,306.2943,1.5517
304.8325,306.0862,1.2538
305.1551,305.2673,0.1122
305.1849,305.1848,-0.0000
305.1926,305.2014,0.0089
305.2879,305.5232,0.2353
305.3423,305.7358,0.3936
305.2133,305.2859,0.0726
305.1847,305.1821,-0.0026
305.1806,305.1871,0.0065
304.9511,305.5613,0.6102
304.4873,306.4021,1.9147
304.9296,305.6950,0.7654
305.1803,305.2014,0.0211
305.1872,305.1830,-0.0042
305.2402,305.2493,0.0091
305.4901,305.6823,0.1922
305.3793,305.5833,0.2039
305.1955,305.2111,0.0156
305.1828,305.1803,-0.0025
305.1662,305.2074,0.0412
304.9199,305.6667,0.7468
304.7790,306.0446,1.2656
305.1111,305.3836,0.2725
305.1867,305.1856,-0.0011
305.1883,305.1848,-0.0035
305.2726,305.3741,0.1015
305.4408,305.8122,0.3714
305.2738,305.4286,0.1548
305.1858,305.1879,0.0021
305.1844,305.1827,-0.0017
305.0845,305.3475,0.2630
304.5498,306.3005,1.7507
304.7311,306.0756,1.3445
305.1530,305.2630,0.1101
305.1855,305.1838,-0.0016
305.1977,305.2024,0.0047
305.3842,305.5375,0.1533
305.4695,305.7591,0.2896
305.2299,305.2894,0.0595
305.1850,305.1813,-0.0037
305.1814,305.1846,0.0032
305.0224,305.4450,0.4227
304.6707,306.1452,1.4745
304.9786,305.6497,0.6711
305.1815,305.2028,0.0213
305.1881,305.1814,-0.0067
305.2357,305.2607,0.0250
305.4804,305.7604,0.2799
305.3810,305.6371,0.2562
305.1970,305.2150,0.0180
305.1849,305.1802,-0.0048
305.1665,305.2084,0.0419
304.8737,305.6959,0.8223
304.6945,306.1099,1.4153
305.0922,305.4050,0.3128
305.1851,305.1880,0.0029
305.1860,305.1865,0.0005
305.2537,305.3590,0.1053
305.4041,305.7809,0.3767
305.2688,305.4261,0.1573
305.1870,305.1877,0.0007
305.1836,305.1812,-0.0024
305.1281,305.2696,0.1415
304.7875,305.8956,1.1081
304.8555,305.8674,1.0118
305.1563,305.2575,0.1012
305.1874,305.1806,-0.0067
305.2004,305.1990,-0.0014
305.3781,305.5292,0.1511
305.4433,305.7565,0.3132
305.2243,305.2915,0.0672
305.1841,305.1810,-0.0031
305.1814,305.1842,0.0028
305.0497,305.4427,0.3929
304.7323,306.1274,1.3951
304.9956,305.6298,0.6342
305.1795,305.2031,0.0235
305.1865,305.1851,-0.0014
305.2144,305.2446,0.0302
305.3756,305.6631,0.2874
305.3300,305.5863,0.2563
305.1962,305.2133,0.0172
305.1838,305.1820,-0.0018
305.1611,305.2256,0.0644
304.7711,305.9883,1.2172
304.5327,306.4878,1.9551
305.0666,305.4448,0.3781
305.1848,305.1833,-0.0014
305.1881,305.1860,-0.0021
305.2978,305.3523,0.0545
305.4893,305.7733,0.2841
305.2833,305.4279,0.1446
305.1853,305.1893,0.0040
305.1832,305.1823,-0.0009
305.0991,305.3484,0.2493
304.5766,306.3624,1.7858
304.7157,306.1497,1.4340
305.1509,305.2707,0.1198
305.1873,305.1833,-0.0041
305.1990,305.2032,0.0042
305.3743,305.5518,0.1775
305.4602,305.7866,0.3264
305.2304,305.2973,0.0670
305.1841,305.1811,-0.0030
305.1801,305.1848,0.0047
305.0451,305.4235,0.3784
304.7314,306.0686,1.3372
305.0013,305.6106,0.6093
305.1820,305.2022,0.0202
305.1871,305.1841,-0.0031
305.2154,305.2383,0.0229
305.3890,305.6287,0.2397
305.3449,305.5635,0.2187
305.1968,305.2119,0.0151
305.1850,305.1800,-0.0050
305.1714,305.2015,0.0302
304.9427,305.6478,0.7050
304.7822,306.0605,1.2783
305.1050,305.3946,0.2896
305.1858,305.1854,-0.0003
305.1886,305.1859,-0.0027
305.2707,305.3608,0.0901
305.4534,305.7965,0.3430
305.2862,305.4354,0.1492
305.1872,305.1888,0.0017
