amostra_mV_x1000
2
0
1
3
4
0
-7
-5
0
3
3
0
0
5
7
5
-2
-7
-2
2
4
3
0
2
5
6
3
-5
-7
-2
0
0
-1
-2
0
3
4
-1
-9
-7
-2
0
1
-1
-1
1
4
3
-4
-7
-3
0
2
0
-1
0
2
5
3
-5
-5
0
2
2
-1
-1
0
3
4
0
-5
-2
2
6
5
1
0
2
5
4
-2
-6
-1
2
4
3
1
3
6
7
3
-4
-4
0
4
3
-1
-2
0
3
4
-1
-9
-6
-2
0
-1
-4
-3
0
1
0
-6
-8
-2
1
2
0
-2
0
3
5
1
-6
-6
-1
2
3
1
0
3
5
5
0
-6
-3
0
3
2
0
0
2
5
4
-3
-7
-2
2
4
1
-1
0
2
3
0
-8
-7
-2
1
2
0
-1
1
4
4
-3
-9
-5
-1
1
0
-2
-1
2
4
2
-6
-9
-3
0
1
-1
-2
0
3
5
1
-6
-5
0
2
2
0
-1
1
3
3
-2
-7
-3
0
2
2
0
1
4
6
4
-3
-6
-2
0
3
2
0
2
4
5
0
-6
-3
0
2
2
0
0
1
4
4
-2
-8
-5
0
2
2
0
0
2
3
1
-6
-8
-4
-1
0
-1
-1
1
4
5
0
-7
-5
0
2
3
0
0
3
5
5
0
-6
-2
1
2
2
0
0
3
5
3
-4
-5
0
2
3
1
0
1
4
6
2
-5
-4
0
3
3
1
0
3
4
5
-1
-6
-2
1
3
2
0
0
3
4
1
-7
-10
-4
-1
0
-2
-3
0
1
1
-2
-8
-6
-1
1
1
-1
-1
1
2
1
-6
-10
-6
-2
0
0
-2
-2
0
1
0
-7
-8
-2
1
1
-1
-1
1
3
3
-2
-10
-9
-3
0
-2
-5
-4
0
2
2
-5
-11
-7
-2
0
-1
-3
-1
1
2
0
-8
-10
-6
-2
-1
-3
-4
-2
0
2
-2
-8
-5
0
1
1
-1
-1
2
4
3
-4
-9
-4
0
2
0
-2
0
2
3
1
-7
-8
-3
0
2
0
-1
1
4
5
0
-7
-5
0
1
1
-2
-4
-1
0
0
-8
-12
-7
-3
-1
-3
-5
-3
0
2
0
-9
-10
-5
0
0
-3
-5
-2
1
2
-2
-10
-7
-2
1
1
-1
0
2
4
2
-5
-10
-6
-2
0
0
-3
-1
1
2
-1
-10
-11
-5
-1
0
-4
-5
-2
1
1
-5
-13
-9
-4
0
-2
-5
-4
-1
1
0
-9
-13
-7
-2
-1
-4
-5
-2
0
1
-2
-12
-13
-7
-3
-1
-5
-5
-2
0
1
-5
-12
-8
-2
0
-1
-5
-3
0
2
1
-8
-11
-6
-2
0
-3
-6
-4
-1
0
-3
-13
-13
-7
-3
-1
-4
-4
-2
0
2
-4
-11
-7
-2
0
-1
-4
-2
0
2
0
-8
-13
-7
-2
0
-3
-4
-1
1
2
-2
-12
-12
-6
-1
0
-3
-4
-1
1
1
-6
-13
-9
-3
0
-1
-5
-4
-1
0
0
-10
-15
-9
-4
-1
-3
-6
-4
-1
0
-3
-12
-10
-4
-1
-1
-4
-4
0
2
3
-4
-11
-7
-2
0
0
-4
-3
0
2
1
-8
-11
-5
0
1
-1
-3
-1
1
4
0
-10
-9
-3
0
0
-2
-2
1
3
2
-6
-13
-8
-3
0
0
-3
-1
2
6
2
-7
-10
-5
-1
0
-1
-3
0
2
4
0
-9
-8
-2
1
1
-1
-1
1
3
4
-3
-10
-5
0
2
2
0
1
6
9
6
-3
-8
-3
0
1
-1
-2
0
2
3
0
-9
-7
-1
2
2
0
0
2
6
6
-1
-8
-2
2
5
4
1
2
6
8
6
-3
-6
0
3
5
3
2
5
8
9
3
-5
-4
1
5
5
2
3
7
9
8
0
-5
-1
3
5
3
0
0
4
5
2
-7
-8
-3
0
2
0
-1
1
4
6
0
-8
-6
0
3
3
0
0
3
6
5
-3
-8
-4
1
4
3
0
3
7
8
5
-3
-5
0
5
7
3
2
4
7
9
4
-4
-2
2
5
5
2
2
6
8
7
0
-4
0
4
6
4
0
1
4
6
2
-7
-10
-5
0
0
-1
-2
0
3
5
0
-8
-5
0
3
3
0
1
5
7
6
-1
-7
-3
1
4
3
1
3
6
9
7
-2
-4
0
5
6
3
2
5
8
9
3
-2
0
4
6
6
3
2
5
7
5
-2
-5
-1
3
5
3
1
2
4
5
2
-6
-7
0
4
6
3
1
3
5
6
0
-7
-5
0
2
2
-1
0
3
6
7
0
-4
0
4
6
3
0
1
5
8
4
-4
-4
1
4
5
2
2
5
8
9
2
-5
-2
2
5
4
1
1
4
7
5
-2
-5
0
2
4
2
0
1
4
5
2
-5
-4
1
4
4
1
1
4
6
7
0
-5
-2
2
4
3
0
2
6
9
6
-1
-5
-1
3
6
4
2
3
6
7
3
-3
-3
0
3
4
1
0
1
3
3
-2
-7
-3
1
4
3
1
2
4
6
5
-1
-4
0
1
2
0
-2
0
2
4
1
-5
-4
0
2
2
0
-1
0
